Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Shake It Off,TAYLOR SWIFT,2014-09-06,1,1,50
All About That Bass,MEGHAN TRAINOR,2014-07-26,84,1,47
Animals,MAROON 5,2014-09-06,86,3,33
Habits (Stay High),TOVE LO,2014-06-14,66,3,39
Bang Bang,"JESSIE J, ARIANA GRANDE &amp; NICKI MINAJ",2014-08-16,6,3,31
Hot Boy,BOBBY SHMURDA,2014-08-16,96,6,25
Love Me Harder,ARIANA GRANDE &amp; THE WEEKND,2014-10-25,79,7,22
Take Me To Church,HOZIER,2014-08-30,96,2,41
Black Widow,IGGY AZALEA featuring RITA ORA,2014-07-19,97,3,30
Don't Tell 'Em,JEREMIH featuring YG,2014-07-12,89,6,31
I'm Not The Only One,SAM SMITH,2014-09-27,93,5,36
Don't,ED SHEERAN,2014-06-28,46,9,36
Blank Space,TAYLOR SWIFT,2014-11-15,18,1,36
Trumpets,JASON DERULO,2014-06-28,57,14,30
I Don't Fuck With You,BIG SEAN featuring E-40,2014-10-11,70,11,29
Stay With Me,SAM SMITH,2014-05-03,93,2,53
Lifestyle,RICH GANG featuring YOUNG THUG &amp; RICH HOMIE QUAN,2014-08-02,89,16,25
Rather Be,CLEAN BANDIT featuring JESS GLYNNE,2014-06-28,97,10,31
Chandelier,SIA,2014-05-24,75,8,46
Blame,CALVIN HARRIS featuring JOHN NEWMAN,2014-09-27,31,19,20
No Type,RAE SREMMURD,2014-10-11,77,16,26
Waves,MR. PROBZ,2014-09-06,88,14,25
Jealous,NICK JONAS,2014-09-27,78,7,32
Cool Kids,ECHOSMITH,2014-07-26,87,13,23
The Heart Wants What It Wants,SELENA GOMEZ,2014-11-22,25,6,20
Tuesday,I LOVE MAKONNEN featuring DRAKE,2014-10-11,90,12,22
Rude,MAGIC!,2014-05-10,97,1,41
Something In The Water,CARRIE UNDERWOOD,2014-10-18,24,24,20
New Flame,CHRIS BROWN featuring USHER &amp; RICK ROSS,2014-08-09,87,27,21
Centuries,FALL OUT BOY,2014-09-27,22,10,34
Break Free,ARIANA GRANDE featuring ZEDD,2014-07-19,15,4,22
Steal My Girl,ONE DIRECTION,2014-10-18,13,13,18
Anaconda,NICKI MINAJ,2014-08-23,19,2,22
All Of Me,JOHN LEGEND,2013-11-16,97,1,56
Burnin' It Down,JASON ALDEAN,2014-08-09,12,12,20
Am I Wrong,NICO &amp; VINZ,2014-05-03,91,4,31
Boom Clap,CHARLI XCX,2014-06-21,62,8,25
Leave The Night On,SAM HUNT,2014-07-12,98,30,21
Maps,MAROON 5,2014-07-05,14,6,22
Day Drinking,LITTLE BIG TOWN,2014-08-16,100,40,19
Bailando,ENRIQUE IGLESIAS featuring DESCEMER BUENO &amp; GENTE DE ZONA,2014-05-17,81,12,30
Hold You Down,"DJ KHALED feat CHRIS BROWN, AUGUST ALSINA, FUTURE &amp; JEREMIH",2014-09-20,98,39,20
Only,"NICKI MINAJ featuring DRAKE, LIL WAYNE &amp; CHRIS BROWN",2014-11-15,54,12,25
Fancy,IGGY AZALEA featuring CHARLI XCX,2014-03-22,88,1,39
Happy,PHARRELL WILLIAMS,2014-01-18,98,1,47
Riptide,VANCE JOY,2014-07-12,92,30,44
Neon Light,BLAKE SHELTON,2014-09-06,81,43,17
i,KENDRICK LAMAR,2014-10-11,39,39,11
Somewhere In My Car,KEITH URBAN,2014-09-13,91,49,20
Lips Are Movin',MEGHAN TRAINOR,2014-11-08,93,4,29
"Touchin', Lovin'",TREY SONGZ featuring NICKI MINAJ,2014-09-20,95,43,20
0 To 100 / The Catch Up,DRAKE,2014-08-09,63,35,20
Try Me,DEJ LOAF,2014-11-08,67,45,20
Shotgun Rider,TIM McGRAW,2014-10-18,97,38,20
About The Money,T.I. featuring YOUNG THUG,2014-08-23,99,42,20
Fireball,PITBULL featuring JOHN RYAN,2014-08-23,93,23,20
Stolen Dance,MILKY CHANCE,2014-08-09,95,39,25
Girl In A Country Song,MADDIE &amp; TAE,2014-08-30,78,54,19
Dirt,FLORIDA GEORGIA LINE,2014-07-26,11,11,20
Beg For It,IGGY AZALEA featuring MO,2014-11-08,92,27,16
No Flex Zone!!,RAE SREMMURD,2014-08-16,98,36,20
Sunshine & Whiskey,FRANKIE BALLARD,2014-07-26,100,57,20
L.A.LOVE (la la),FERGIE,2014-10-25,97,27,18
Heroes (We Could Be),ALESSO featuring TOVE LO,2014-10-18,89,31,20
Perfect Storm,BRAD PAISLEY,2014-10-25,85,52,16
Roller Coaster,LUKE BRYAN,2014-10-04,44,44,11
Amnesia,5 SECONDS OF SUMMER,2014-07-19,16,16,20
Thinking Out Loud,ED SHEERAN,2014-10-25,69,2,58
Talladega,ERIC CHURCH,2014-11-08,90,43,20
Try,COLBIE CAILLAT,2014-09-20,94,65,18
No Love,AUGUST ALSINA,2014-10-04,73,69,18
In Your Arms,NICO &amp; VINZ,2014-11-01,82,72,12
This Is How We Do,KATY PERRY,2014-08-16,88,24,18
Baby Don't Lie,GWEN STEFANI,2014-11-08,46,46,6
Ghost,ELLA HENDERSON,2014-11-15,75,21,20
Look At You,BIG &amp; RICH,2014-09-20,100,73,14
Ready To Run,ONE DIRECTION,2014-11-22,77,77,1
Sun Daze,FLORIDA GEORGIA LINE,2014-11-15,95,44,19
Dangerous,DAVID GUETTA featuring SAM MARTIN,2014-11-08,96,56,15
Body Language,KID INK featuring USHER &amp; TINASHE,2014-10-25,100,72,18
