Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
You're The One That I Want,JOHN TRAVOLTA &amp; OLIVIA NEWTON-JOHN,1978-04-01,65,1,24
Shadow Dancing,ANDY GIBB,1978-04-15,69,1,25
"Too Much, Too Little, Too Late",JOHNNY MATHIS / DENISE WILLIAMS,1978-04-01,69,1,18
Feels So Good,CHUCK MANGIONE,1978-02-11,87,4,25
Baker Street,GERRY RAFFERTY,1978-04-22,82,2,20
It's A Heartache,BONNIE TYLER,1978-03-25,78,3,21
On Broadway,GEORGE BENSON,1978-03-11,82,7,18
Take A Chance On Me,ABBA,1978-04-22,69,3,18
With A Little Luck,WINGS,1978-03-25,70,1,18
This Time I'm In It For Love,PLAYER,1978-03-11,79,10,17
Baby Hold On,EDDIE MONEY,1978-02-25,84,11,20
Love Is Like Oxygene,SWEET,1978-02-18,81,8,25
Dance With Me,PETER BROWN with BETTY WRIGHT,1978-03-04,95,8,28
The Closer I Get To You,ROBERTA FLACK with DONNY HATHAWAY,1978-02-18,86,2,20
The Groove Line,HEATWAVE,1978-05-06,70,7,17
You Belong To Me,CARLY SIMON,1978-04-15,89,6,18
Two Out Of Three Ain't Bad,MEAT LOAF,1978-03-18,90,11,23
Because The Night,THE PATTI SMITH GROUP,1978-04-08,82,13,18
Deacon Blues,STEELY DAN,1978-04-01,86,19,16
Use Ta Be My Girl,THE O'JAYS,1978-04-29,83,4,19
Every Kinda People,ROBERT PALMER,1978-03-25,87,16,18
Still The Same,BOB SEGER AND THE SILVER BULLET BAND,1978-05-13,73,4,18
Imaginary Lover,THE ATLANTA RHYTHM SECTION,1978-03-04,70,7,17
Disco Inferno,THE TRAMMPS,1978-02-18,82,11,20
Heartless,HEART,1978-04-08,79,24,15
Bluer Than Blue,MICHAEL JOHNSON,1978-04-22,94,12,16
You're The Love,SEALS AND CROFTS,1978-04-15,87,18,16
Even Now,BARRY MANILOW,1978-05-06,76,19,13
Last Dance,DONNA SUMMER,1978-05-13,85,3,21
Oh What A Night For Dancing,BARRY WHITE,1978-04-01,105,24,15
If I Can't Have You,YVONNE ELLIMAN,1978-01-28,89,1,22
Night Fever,THE BEE GEES,1978-02-04,76,1,20
Cheeseburger In Paradise,JIMMY BUFFETT,1978-04-22,85,32,11
I Was Only Joking,ROD STEWART,1978-04-29,70,22,12
"Follow You, Follow Me",GENESIS,1978-04-22,83,23,16
Almost Summer,CELEBRATION featuring MIKE LOVE,1978-04-29,77,28,12
Miss You,THE ROLLING STONES,1978-05-27,76,1,20
Stay,RUFUS / CHAKA KHAN,1978-04-08,95,38,11
Wonderful Tonight,ERIC CLAPTON,1978-05-13,82,16,17
I Can't Stand The Rain,ERUPTION,1978-03-11,96,18,22
Everybody Dance,CHIC,1978-04-22,90,38,10
Warm Ride,RARE EARTH,1978-04-29,84,39,11
Dance Across The Floor,"JIMMY ""BO"" HORNE",1978-04-01,90,38,18
Only The Good Die Young,BILLY JOEL,1978-05-13,74,24,13
Grease,FRANKIE VALLI,1978-05-27,69,1,22
Thank God It's Friday,LOVE AND KISSES,1978-05-06,85,22,16
Chattanooga Choo Choo,TUXEDO JUNCTION,1978-03-25,110,32,21
Ca plane pour moi,PLASTIC BERTRAND,1978-04-29,95,47,10
You Got It,DIANA ROSS,1978-05-06,87,49,7
It's The Same Old Song,K.C. AND THE SUNSHINE BAND,1978-05-13,83,35,10
Stone Blue,FOGHAT,1978-05-20,85,36,10
Darlin',PAUL DAVIS featuring SUSAN COLLINS,1978-05-20,82,51,6
Movin' Out (Anthony's Song),BILLY JOEL,1978-03-18,79,17,14
If Ever I See You Again,ROBERTA FLACK,1978-05-13,109,24,14
I Want You To Be Mine,KAYAK,1978-05-13,86,55,6
You Keep Me Dancing,SAMANTHA SANG,1978-05-06,88,56,7
Weekend Lover,ODYSSEY,1978-05-06,89,57,7
Roll With The Changes,REO SPEEDWAGON,1978-05-13,80,58,11
Runaway,JEFFERSON STARSHIP,1978-05-27,79,12,16
FM (No Static At All),STEELY DAN,1978-06-03,67,22,10
My Angel Baby,TOBY BEAU,1978-05-27,106,13,18
Love Will Find A Way,PABLO CRUISE,1978-06-03,70,6,18
Take Me Back To Chicago,CHICAGO,1978-05-20,83,63,5
Can We Still Be Friends,TODD RUNDGREN,1978-05-27,85,29,15
"Hot Love, Cold World",BOB WELCH,1978-06-03,75,31,10
Magnet And Steel,WALTER EGAN,1978-05-27,87,8,22
King Tut,STEVE MARTIN AND THE TOOT UNCOMMONS,1978-05-27,89,17,15
Copacabana (At The Copa),BARRY MANILOW,1978-06-10,68,8,16
Will You Still Love Me Tomorrow,DAVE MASON,1978-06-03,72,39,12
Over The Rainbow,GARY TANNER,1978-05-27,90,69,5
Life's Been Good,JOE WALSH,1978-06-10,71,12,15
That Once In A Lifetime,DEMIS ROUSSOS,1978-06-03,83,47,11
Stay / The Load-Out,JACKSON BROWNE,1978-06-10,73,20,15
I Don't Wanna Go,JOEY TRAVOLTA,1978-06-03,84,43,8
So Hard Livin' Without You,AIRWAVES,1978-05-27,107,62,7
Rivers Of Babylon,BONEY M,1978-06-03,87,30,17
He's So Fine,JANE OLIVER,1978-05-20,94,77,9
You Can't Dance,ENGLAND DAN &amp; JOHN FORD COLEY,1978-06-03,89,49,8
"God Knows / Baby, I'm Yours",DEBBY BOONE,1978-05-27,86,74,7
Prove It All Night,BRUCE SPRINGSTEEN,1978-06-10,80,33,9
Trans-Europe Express,KRAFTWERK,1978-06-10,81,67,7
This Night Won't Last Forever,BILL LaBOUNTY,1978-05-27,88,65,9
I'm Not Gonna Let It Bother Me Tonight,THE ATLANTA RHYTHM SECTION,1978-06-10,83,14,13
Portrait (He Knew),KANSAS,1978-06-10,84,64,6
Love Or Something Like It,KENNY ROGERS,1978-06-03,90,32,12
Georgia On My Mind,WILLIE NELSON,1978-04-29,110,84,10
Count On Me,JEFFERSON STARSHIP,1978-03-11,70,8,14
Hot Child In The City,NICK GILDER,1978-06-10,88,1,31
Under The Boardwalk,BILLY JOE ROYAL,1978-06-03,92,82,4
Stuff Like That,QUINCY JONES,1978-06-10,90,21,16
Midnight Light,LeBLANC AND CARR,1978-06-03,95,91,4
Daylight And Darkness,SMOKEY ROBINSON,1978-06-10,92,75,8
Tumbling Dice / I Will Never Marry,LINDA RONSTADT,1978-04-22,70,32,8
