expected,predicted,diff
0.8518072590000001,0.816358757,0.03544850200000005
0.705623914,0.67766477,0.02795914399999999
0.732480824,0.624121749,0.10835907500000008
0.783626048,0.574283934,0.20934211400000002
0.6830657440000001,0.6152097879999999,0.06785595600000016
0.701664292,0.75456624,-0.05290194800000003
0.671261643,0.825750236,-0.15448859299999995
0.8926595270000001,0.8387837570000001,0.05387576999999999
0.809689643,0.8388589879999999,-0.029169344999999902
0.8351565670000001,0.804116655,0.031039912000000114
0.615686165,0.55559716,0.06008900499999992
0.60313065,0.586366586,0.016764063999999967
0.824791123,0.7313036890000001,0.09348743399999992
0.738011345,0.729214165,0.00879717999999996
0.8533605459999999,0.819864134,0.033496411999999864
0.7037754420000001,0.795860282,-0.09208483999999995
0.594271381,0.609513615,-0.015242234000000021
0.655456061,0.7620667190000001,-0.10661065800000014
0.6281059489999999,0.636811844,-0.008705895000000075
0.764898222,0.732146702,0.032751520000000034
0.712280152,0.6791827509999999,0.03309740100000014
0.85626889,0.728496425,0.12777246499999995
0.7585277309999999,0.820510617,-0.061982886000000126
0.933388593,0.9116009,0.02178769299999994
0.816886053,0.819575121,-0.0026890680000000167
0.6481145739999999,0.722517723,-0.074403149
0.934228355,0.93468804,-0.000459685000000043
0.837622875,0.7911266509999999,0.046496224000000086
0.619096605,0.655668169,-0.036571564000000056
0.878576855,0.854445432,0.02413142300000004
0.723009975,0.741625278,-0.018615303000000027
0.777368182,0.813309306,-0.035941123999999935
0.8177431059999999,0.8102597659999999,0.0074833399999999495
0.92142441,0.8979786190000001,0.023445790999999883
0.7221950359999999,0.7060929290000001,0.01610210699999981
0.8153648659999999,0.836148242,-0.02078337600000013
0.5277488220000001,0.547484073,-0.019735250999999954
0.8485582629999999,0.821645601,0.026912661999999976
0.6844693279999999,0.614014516,0.07045481199999992
0.8309155090000001,0.709777407,0.12113810200000008
0.9309654559999999,0.884645107,0.04632034899999993
0.822912352,0.80655233,0.016360021999999974
0.8296488409999999,0.8339308940000001,-0.004282053000000174
0.847261267,0.860056595,-0.01279532799999994
0.780204325,0.810470978,-0.030266652999999977
0.426319868,0.72067257,-0.29435270199999997
0.922871586,0.844066054,0.07880553199999996
0.722031957,0.727103396,-0.005071438999999955
0.841790209,0.732116416,0.10967379300000002
0.783730576,0.798882495,-0.015151919000000014
0.817081352,0.822044222,-0.004962870000000064
0.678148119,0.784697518,-0.10654939899999993
0.93491972,0.862187096,0.07273262400000002
0.846005401,0.795799458,0.05020594300000003
0.861298758,0.7997576540000001,0.0615411039999999
0.463656556,0.57717424,-0.11351768399999995
0.7196658709999999,0.766496828,-0.04683095700000006
0.854711687,0.811232713,0.043478974000000004
0.645328366,0.702216526,-0.056888159999999965
0.771766244,0.810317602,-0.03855135799999998
0.809698285,0.661564802,0.14813348299999995
0.7430931040000001,0.740409613,0.0026834910000000933
0.758694575,0.76350047,-0.004805894999999949
0.9073195909999999,0.835391718,0.07192787299999992
0.920793903,0.817600972,0.10319293099999993
0.520402509,0.645584087,-0.12518157800000007
0.521321971,0.6007863729999999,-0.07946440199999993
0.840388809,0.787290334,0.05309847499999998
0.785613239,0.7776351859999999,0.007978053000000096
0.937609012,0.843379969,0.09422904300000001
