expected,predicted,diff
0.555423342,0.50606919,0.049354152
0.452115679,0.471201837,-0.019086158
0.675963409,0.38337866,0.292584749
0.790272192,0.749823401,0.040448791
0.658349683,0.761809543,-0.10345986
0.496351315,0.432428237,0.063923078
0.206637499,0.477156847,-0.270519348
0.613699613,0.543050115,0.070649498
0.578085846,0.679821388,-0.101735542
0.376323446,0.382315641,-0.005992195
0.625894413,0.686299957,-0.060405544
0.822193383,0.804914115,0.017279268
0.328414248,0.513019216,-0.184604968
0.960781163,0.842156498,0.118624665
0.812680234,0.80323312,0.009447114
0.825848661,0.76230427,0.063544391
0.894077216,0.895982166,-0.00190495
0.589348576,0.538446552,0.050902024
0.599168521,0.540880131,0.05828839
0.826732902,0.855475303,-0.028742401
0.702572088,0.719541091,-0.016969003
0.144676735,0.441304263,-0.296627528
0.699643774,0.822443937,-0.122800163
0.836696697,0.860814037,-0.02411734
0.253900039,0.5266215,-0.272721461
0.913816387,0.924317871,-0.010501484
0.831851547,0.863885602,-0.032034055
0.383825251,0.598617698,-0.214792447
0.888904527,0.903741246,-0.014836719
0.477541314,0.558114609,-0.080573295
0.869834656,0.850183721,0.019650935
0.238224945,0.379956142,-0.141731197
0.139161708,0.429629411,-0.290467703
0.908737922,0.811020283,0.097717639
0.833688995,0.88064498,-0.046955985
0.609607065,0.672076891,-0.062469826
0.697784598,0.604054845,0.093729753
0.308242035,0.593421297,-0.285179262
0.791628497,0.819504448,-0.027875951
0.880610042,0.845008043,0.035601999
0.590720106,0.571793233,0.018926873
0.713292869,0.681290807,0.032002062
0.896143144,0.848256153,0.047886991
0.696321107,0.536284017,0.16003709
0.835373309,0.890469012,-0.055095703
0.894989391,0.897986222,-0.002996831
0.71837586,0.625607434,0.092768426
0.196616997,0.345247908,-0.148630911
0.665945332,0.698601481,-0.032656149
0.305078583,0.26491436,0.040164223
0.883358429,0.888287263,-0.004928834
0.621397651,0.627819907,-0.006422256
0.248735108,0.252863089,-0.004127981
0.636784907,0.524678674,0.112106233
0.464751842,0.29402628,0.170725562
0.843243022,0.822705786,0.020537236
0.878303077,0.838270498,0.040032579
0.538916844,0.498143422,0.040773422
0.557476935,0.418577562,0.138899373
0.349800657,0.48620665,-0.136405993
0.397229966,0.492061909,-0.094831943
0.835479245,0.781081521,0.054397724
0.72856497,0.847602637,-0.119037667
0.694451355,0.61692363,0.077527725
0.582584468,0.632918907,-0.050334439
0.538548191,0.507268064,0.031280127
0.5839486,0.502277708,0.081670892
0.743022009,0.485619948,0.257402061
0.729083733,0.834828087,-0.105744354
0.598410549,0.648223776,-0.049813227
0.950284204,0.901650806,0.048633398
0.746275185,0.650623283,0.095651902
0.767377239,0.808032534,-0.040655295
0.579092799,0.359738029,0.21935477
0.722147925,0.750115317,-0.027967392
0.747590466,0.754042741,-0.006452275
0.469925107,0.429709419,0.040215688
0.693425563,0.608029642,0.085395921
0.823996378,0.716237996,0.107758382
0.812381421,0.724007758,0.088373663
0.840130447,0.810001283,0.030129164
0.507119013,0.576872635,-0.069753622
0.62578162,0.724665205,-0.098883585
0.48889037,0.404959375,0.083930995
0.814577584,0.81766509,-0.003087506
0.532382156,0.495298481,0.037083675
0.801380122,0.732894244,0.068485878
0.724728529,0.713060806,0.011667723
0.776908825,0.765848131,0.011060694
0.697379846,0.852217443,-0.154837597
0.196959523,0.407078441,-0.210118918
0.688347666,0.664197776,0.02414989
0.645586229,0.70913335,-0.063547121
0.615377237,0.568156315,0.047220922
0.799145323,0.800646522,-0.001501199
0.8548598,0.841256971,0.013602829
0.261088123,0.527401862,-0.266313739
0.575651932,0.686695062,-0.11104313
0.340587492,0.49003044,-0.149442948
0.794988564,0.77347141,0.021517154
0.715790404,0.747477168,-0.031686764
0.846435302,0.717854413,0.128580889
0.624241778,0.736102497,-0.111860719
0.330315303,0.508044197,-0.177728894
0.636402093,0.558803525,0.077598568
0.369223579,0.48613228,-0.116908701
0.802198641,0.64512752,0.157071121
0.874294699,0.767548217,0.106746482
0.78988304,0.844514559,-0.054631519
0.790439292,0.79096577,-0.000526478
0.54453427,0.477909052,0.066625218
0.640342512,0.591929439,0.048413073
0.861518541,0.824958127,0.036560414
0.419790182,0.568061096,-0.148270914
0.600072175,0.378474089,0.221598086
