Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Justify My Love,MADONNA,1990-11-17,46,1,16
Because I Love You,STEVIE B,1990-10-06,80,1,23
High Enough,DAMN YANKEES,1990-09-22,89,3,29
Love Will Never Do,JANET JACKSON,1990-11-17,89,1,22
From A Distance,BETTE MIDLER,1990-10-06,75,2,26
Tom's Diner,DNA feat SUZANNE VEGA,1990-10-06,87,5,21
The First Time,SURFACE,1990-11-03,82,1,25
Sensitivity,RALPH TRESVANT,1990-11-03,64,4,20
Impulsive,WILSON PHILLIPS,1990-10-13,62,4,20
Gonna Make You Sweat,C&amp;C MUSIC FACTORY,1990-11-17,74,1,25
Play That Funky Music,VANILLA ICE,1990-12-08,66,4,17
Miles Away,WINGER,1990-10-13,84,12,22
I'm Your Baby Tonight,WHITNEY HOUSTON,1990-10-20,42,1,19
After The Rain,NELSON,1990-11-03,75,6,22
The Way You Do The Things You Do,UB40,1990-09-15,100,6,25
Freedom,GEORGE MICHAEL,1990-10-27,53,8,16
I'm Not In Love,WILL TO POWER,1990-11-17,61,7,18
Something To Believe In,POISON,1990-10-06,70,4,21
Just Another Dream,CATHY DENNIS,1990-10-27,88,9,22
Love Takes Time,MARIAH CAREY,1990-09-15,73,1,26
For You,OUTFIELD,1990-11-03,68,21,18
Miracle,JON BON JOVI,1990-10-27,47,12,16
Hang In Long Enough,PHIL COLLINS,1990-11-10,69,23,13
Groove Is In The Heart,DEEE-LITE,1990-09-15,96,4,23
One And Only Man,STEVE WINWOOD,1990-11-03,55,18,15
Anything Is Possible,DEBBIE GIBSON,1990-11-17,75,26,12
Wiggle It,TWO IN A ROOM,1990-10-06,95,15,22
I'll Give All My Love To You,KEITH SWEAT,1990-12-01,54,7,20
On The Way Up,ELISA FIORILLO,1990-09-29,89,27,19
You're Amazing,ROBERT PALMER,1990-11-17,82,28,13
Disappear,INXS,1990-11-24,89,8,20
Gentle,DINO,1990-11-10,81,31,14
All The Man That I Need,WHITNEY HOUSTON,1990-12-22,53,1,23
Around The Way Girl,LL COOL J,1990-12-01,83,9,23
I Saw Red,WARRANT,1990-12-01,85,10,19
Where Does My Heart Beat Now,CELINE DION,1990-12-08,80,4,24
Does She Love That Man,BREATHE,1990-11-17,80,34,13
Stranded,HEART,1990-09-22,83,13,22
Feels Good,TONY TONI TONE,1990-09-01,68,9,25
Love Makes Things Happen,PEBBLES,1990-12-01,91,13,19
The Shoop Shoop Song (It's In His Kiss),CHER,1990-11-24,84,33,16
