Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Wind Beneath My Wings,BETTE MIDLER,1989-03-04,97,1,29
I'll Be Loving You,NEW KIDS ON THE BLOCK,1989-04-01,68,1,21
Every Little Step,BOBBY BROWN,1989-03-25,84,3,21
Rock On,MICHAEL DAMIAN,1989-03-18,89,1,21
Buffalo Stance,NENEH CHERRY,1989-04-01,83,3,24
Patience,GUNS N'ROSES,1989-04-08,66,4,18
Satisfied,RICHARD MARX,1989-05-06,39,1,15
Soldier Of Love,DONNY OSMOND,1989-03-25,73,2,18
Close My Eyes Forever,LITA FORD &amp; OZZY OSBOURNE,1989-03-04,81,8,25
Where Are You Now?,SYNCH,1989-02-25,89,10,24
Forever Your Girl,PAULA ABDUL,1989-03-11,68,1,22
Baby Don't Forget My Number,MILLI VANILLI,1989-04-29,62,1,21
Cry,WATERFRONT,1989-04-08,78,10,17
This Time I Know It's For Real,DONNA SUMMER,1989-04-22,88,7,17
Good Thing,FINE YOUNG CANNIBALS,1989-05-06,69,1,17
Evelasting Love,HOWARD JONES,1989-03-18,77,12,19
Pop Singer,JOHN COUGAR MELLENCAMP,1989-04-29,54,15,12
Miss You Like Crazy,NATALIE COLE,1989-04-15,75,7,19
Real Love,JODY WATLEY,1989-03-18,73,2,18
I Drove All Night,CYNDI LAUPER,1989-05-06,60,6,15
I Won't Back Down,TOM PETTY AND THE HEARTBREAKERS,1989-04-29,75,12,15
Coming Home,CINDERELLA,1989-04-08,92,20,17
If You Don't Know Me By Now,SIMPLY RED,1989-05-06,81,1,22
Veronica,ELVIS COSTELLO,1989-04-22,75,19,14
Cuddly Toy (Feel For Me),ROACHFORD,1989-04-15,97,25,14
I'll Be There For You,BON JOVI,1989-03-04,82,1,22
What You Don't Know,EXPOSE,1989-05-20,59,8,15
Into The Night,BARRY MARDONES,1989-05-13,55,20,16
The Doctor,THE DOOBIE BROTHERS,1989-05-20,62,9,14
Through The Storm,ARETHA FRANKLIN &amp; ELTON JOHN,1989-04-15,56,16,11
Rooms On Fire,STEVIE NICKS,1989-05-06,85,16,14
Express Yourself,MADONNA,1989-06-03,41,2,16
Toy Soldiers,MARTIKA,1989-05-20,69,1,20
Be With You,BANGLES,1989-05-06,73,30,12
Crazy About Her,ROD STEWART,1989-05-13,74,11,17
After All,PETER CETERA &amp; CHER,1989-03-11,59,6,20
Who Do You Give Your Love To?,MICHAEL MORALES,1989-04-29,88,15,19
Second Chance,THIRTY EIGHT SPECIAL,1989-02-11,78,6,21
Down Boys,WARRANT,1989-04-29,90,27,16
Send Me An Angel,REAL LIFE,1989-05-20,58,26,15
Like A Prayer,MADONNA,1989-03-18,38,1,16
Electric Youth,DEBBIE GIBSON,1989-04-01,62,11,13
So Alive,LOVE AND ROCKETS,1989-05-20,94,3,20
Lay Your Hands On Me,BON JOVI,1989-06-03,58,7,16
My Brave Face,PAUL McCARTNEY,1989-05-27,72,25,10
Little Jackie Wants To Be A Star,LISA LISA &amp; CULT JAM,1989-04-15,81,29,11
Iko Iko,BELLE STARS,1989-03-04,86,14,18
Once Bitten Twice Shine,GREAT WHITE,1989-05-13,94,5,26
I Like It,DINO,1989-05-13,89,7,25
Thinking Of You,SAFIRE,1989-02-04,80,12,24
Voices Of Babylon,OUTFIELD,1989-03-25,97,25,14
Dressed For Success,ROXETTE,1989-05-27,80,14,18
She Drives Me Crazy,FINE YOUNG CANIBALS,1989-01-28,97,1,23
Fascination Street,CURE,1989-05-13,77,46,11
Hey Baby,HENRY LEE SUMMER,1989-05-20,83,18,18
Funky Cold Medina,TONE LOC,1989-03-04,60,3,18
In Your Eyes,PETER GABRIEL,1989-05-20,87,41,14
I Want It All,QUEEN,1989-05-13,92,50,10
We Can Last Forever,CHICAGO,1989-05-13,84,55,12
Secret Rendezvous,KARYN WHITE,1989-05-27,83,6,21
Cult Of Personality,LIVING COLOUR,1989-03-11,77,13,15
Fire Woman,THE CULT,1989-05-27,84,46,11
Giving Up On Love,RICK ASTLEY,1989-04-15,89,38,10
On Our Own,BOBBY BROWN,1989-06-10,64,2,20
Moonlight On Water,KEVIN RALEIGH,1989-05-20,85,60,9
The Look,ROXETTE,1989-02-11,50,1,19
I Wanna Be The One,STEVIE B,1989-02-18,96,32,20
Downtown,ONE 2 MANY,1989-03-25,88,37,13
In My Eyes,STEVIE B,1989-05-27,87,37,17
Girl You Know It's True,MILLI VANILLI,1989-01-07,83,2,26
Closer Than Friends,SURFACE,1989-04-15,95,57,13
Me Myself And I,DE LA SOUL,1989-06-03,86,34,17
Praying To A New God,WANG CHUNG,1989-05-27,93,63,7
A Shoulder To Cry On,TOMMY PAGE,1989-02-11,91,29,20
Joy And Pain,ROB BASE &amp; DJ E-Z ROCK,1989-05-27,90,58,13
Hooked On You,SWEET SENSATION,1989-06-03,91,23,16
Round & Round,NEW ORDER,1989-04-22,95,64,9
Headed For A Heartbreak,WINGER,1989-06-03,94,19,18
Right Next To Me,WHISTLE,1989-06-03,89,60,13
Anything Can Happen,WAS NOT WAS,1989-05-06,89,75,6
Yo No Se,PAJAMA PARTY,1989-05-20,91,75,10
Stop,SAM BROWN,1989-04-15,93,65,10
Eternal Flame,BANGLES,1989-02-04,56,1,19
(Between A) Rock And A Hard Place,CUTTING CREW,1989-05-13,96,77,5
Nothin' (That Compares 2 You),JACKSONS,1989-06-03,93,77,7
Room To Move,ANIMOTION,1989-02-18,88,9,18
I Like,GUY,1989-05-06,82,70,7
