Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Half-Breed,CHER,1973-08-04,89,1,20
Loves Me Like A Rock,PAUL SIMON with THE DIXIE HUMMINGBIRDS,1973-08-04,60,2,16
Let's Get It On,MARVIN GAYE,1973-07-14,74,1,19
We're An American Band,GRAND FUNK,1973-07-28,83,1,17
Higher Ground,STEVIE WONDER,1973-08-18,73,4,14
That Lady (Part 1),THE ISLEY BROTHERS,1973-07-14,89,6,20
Ramblin' Man,THE ALLMAN BROTHERS BAND,1973-08-25,85,2,16
Angie,THE ROLLING STONES,1973-09-08,75,1,16
Delta Dawn,HELEN REDDY,1973-06-23,86,1,20
Keep On Truckin' (Part 1),EDDIE KENDRICKS,1973-08-25,79,1,19
Midnight Train To Georgia,GLADYS KNIGHT AND THE PIPS,1973-09-01,71,1,19
My Maria,"B.W, STEVENSON",1973-07-28,81,9,16
"Say, Has Anybody Seen My Sweet Gypsy Rose",DAWN featuring TONY ORLANDO,1973-07-14,68,3,16
Yes We Can Can,THE POINTER SISTERS,1973-08-18,92,11,16
China Grove,THE DOOBIE BROTHERS,1973-08-18,85,15,13
Brother Louie,THE STORIES,1973-06-23,83,1,18
Free Ride,THE EDGAR WINTER GROUP,1973-08-11,81,14,15
Touch Me In The Morning,DIANA ROSS,1973-06-02,89,1,21
"Theme From ""Cleopatra Jones""",JOE SIMON featuring THE MAINSTREETERS,1973-07-28,86,18,13
Basketball Jones Featuring Tyrone Shoelaces,CHEECH AND CHONG,1973-09-08,84,15,11
Why Me,KRIS KRISTOFFERSON,1973-04-07,100,16,38
You've Never Been This Far Before,CONWAY TWITTY,1973-08-11,77,22,14
Heartbeat - It's A Lovebeat,THE DeFRANCO FAMILY featuring TONY DeFRANCO,1973-09-08,81,3,17
Saturday Night's Alright For Fighting,ELTON JOHN,1973-08-04,74,12,12
Paper Roses,MARIE OSMOND,1973-09-15,86,5,16
Knockin' On Heaven's Door,BOB DYLAN,1973-09-01,80,12,16
Gypsy Man,WAR,1973-07-21,66,8,13
