Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Kind Of A Drag,THE BUCKINGHAMS,1966-12-17,123,1,15
Love Is Here And Now You're Gone,THE SUPREMES,1967-01-28,47,1,11
Ruby Tuesday,THE ROLLING STONES,1967-01-21,78,1,12
I'm A Believer,THE MONKEES,1966-12-10,44,1,15
Georgy Girl,THE SEEKERS,1966-11-26,131,2,17
The Beat Goes On,SONNY AND CHER,1967-01-14,72,6,11
Gimme Some Lovin',THE SPENCER DAVIS GROUP,1966-12-31,100,7,13
Then You Can Tell Me Goodbye,THE CASINOS,1967-01-07,129,6,14
(We Ain't Got) Nothin' Yet,THE BLUES MAGOOS,1966-11-26,120,5,16
Baby I Need Your Lovin',JOHNNY RIVERS,1967-02-04,81,3,11
"Mercy, Mercy, Mercy",CANNONBALL ADDERLEY,1967-01-07,82,11,11
98.6,KEITH,1966-12-03,125,7,15
"Green, Green Grass Of Home",TOM JONES,1966-12-17,106,11,13
Sock It To Me Baby,MITCH RYDER AND THE DETROIT WHEELS,1967-02-04,82,6,11
Pretty Ballerina,THE LEFT BANKE,1966-12-24,117,15,12
Go Where You Wanna Go,THE 5TH DIMENSION,1967-01-14,95,16,10
I Had Too Much To Dream (Last Night),THE ELECTRIC PRUNES,1966-12-03,124,11,15
It Takes Two,MARVIN GAYE &amp; KIM WESTON,1966-12-24,125,14,14
My Cup Runneth Over,ED AMES,1967-01-21,82,8,13
Stand By Me,SPYDER TURNER,1966-12-17,99,12,12
You Got Me,NEIL DIAMOND,1967-01-28,66,18,8
Tell It Like It Is,AARON NEVILLE,1966-11-19,132,2,16
It's Now Winter's Day,TOMMY ROE,1966-12-24,87,23,11
Music To Watch Girls By,THE BOB CREWE GENERATION,1966-12-31,86,15,10
"For What It's Worth (Stop, Hey What's That Sound)",BUFFALO SPRINGFIELD,1967-01-14,115,7,17
The Hunter Gets Captured By The Game,THE MARVELETTES,1967-01-21,97,13,11
Darling Be Home Soon,THE LOVIN' SPOONFUL,1967-02-11,84,15,8
Snoopy Vs. The Red Baron,THE ROYAL GUARDSMEN,1966-12-10,122,2,13
Epistle To Dippy,DONOVAN,1967-02-04,104,19,8
So You Want To Be A Rock'n'Roll Star,THE BYRDS,1967-01-28,76,29,7
I've Been Lonely Too Long,THE YOUNG RASCALS,1967-01-28,79,16,14
Lovin' You,BOBBY DARIN,1967-01-14,86,32,8
Indescribably Blue,ELVIS PRESLEY,1967-01-28,77,33,8
Niki Hoeky,P.J. PROBY,1967-01-14,121,23,12
All,JAMES DARREN,1966-12-24,123,35,11
Pushin' Too Hard,THE SEEDS,1966-11-26,124,36,15
Let's Fall In Love,PEACHES AND HERB,1966-12-17,127,21,16
Wish You Didn't Have To Go,JAMES AND BOBBY PURIFY,1967-01-21,129,38,7
Are You Lonely For Me,FREDDIE SCOTT,1966-12-17,119,39,13
Everybody Needs Somebody To Love,WILSON PICKETT,1967-02-04,77,29,7
Happy Together,THE TURTLES,1967-02-04,134,1,16
There's A Kind Of Hush,HERMAN'S HERMITS,1967-02-11,90,4,12
California Nights,LESLEY GORE,1967-01-28,107,16,15
Bring It Up,JAMES BROWN AND THE FAMOUS FLAMES,1967-01-07,78,29,8
Daddy's Little Girl,AL MARTINO,1967-01-28,99,42,9
Hello Hello,THE SOPWITH CAMEL,1966-12-10,135,26,12
"Hey, Leroy, Your Mama's Calling You",JIMMY CASTOR,1966-12-24,127,31,10
"Ride, Ride, Ride",BRENDA LEE,1967-01-14,87,37,7
I'll Take Care Of Your Cares,FRANKIE LAINE,1967-01-07,128,39,11
The Dis-Advantages Of You,BRASS RING featuring PHIL BODNER,1967-02-04,79,36,7
No Fair At All,THE ASSOCIATION,1967-01-28,122,51,8
I Think We're Alone Now,TOMMY JAMES AND THE SHONDELLS,1967-02-04,112,4,18
Lady,JACK JONES,1967-01-21,100,39,11
Ups And Downs,PAUL REVERE AND THE RAIDERS featuring MARK LINDSEY,1967-02-18,77,22,8
Pucker Up Buttercup,JR. WALKER AND THE ALL STARS,1967-02-04,119,31,9
Let's Spend The Night Together,THE ROLLING STONES,1967-01-21,85,55,8
Dedicated To The One I Love,THE MAMAS AND THE PAPAS,1967-02-25,57,2,10
Tramp,LOWELL FULSON,1967-01-07,106,52,8
Spooky,MIKE SHARPE,1967-01-07,120,57,10
"Sit Down, I Think I Love You",THE MOJO MEN,1967-01-07,127,36,15
One More Mountain To Climb,RONNIE DOVE,1967-02-18,79,45,6
The Love I Saw In You Was Just A Mirage,SMOKEY ROBINSON AND THE MIRACLES,1967-02-18,95,20,10
I Dig You Baby,JERRY BUTLER,1967-01-21,94,60,9
Keep A Light In The Window Till I Get Home,SOLOMON BURKE,1967-02-11,81,64,5
There Goes My Everything,JACK GREENE,1967-01-07,100,65,9
Tiny Bubbles,DON HO AND THE ALIIS,1966-11-19,126,57,20
No Milk Today,HERMAN'S HERMITS,1967-02-18,94,35,10
The People In Me,THE MUSIC MACHINE,1967-01-28,100,66,8
The 59th Street Bridge Song (Feelin' Groovy),HARPERS BIZARRE,1967-02-11,122,13,12
I Wish You Could Be Here,THE CYRKLE,1967-01-07,108,70,8
Skate Now,LOU COURTNEY,1966-12-24,135,71,11
Morningtown Ride,THE SEEKERS,1967-02-11,117,44,8
Hung Up In Your Eyes,BRIAN HYLAND,1967-02-18,81,58,5
Every Day I Have The Blues,BILLY STEWART,1967-02-11,96,74,5
"One, Two, Three",RAMSEY LEWIS,1967-02-04,124,67,9
Peek-A-Boo,THE NEW VAUDEVILLE BAND,1967-02-11,125,72,5
Something Good (Is Going To Happen To You),CARLA THOMAS,1967-01-14,99,74,7
When Something Is Wrong With My Baby,SAM AND DAVE,1967-02-25,78,42,8
The Return Of The Red Baron,THE ROYAL GUARDSMAN,1967-02-25,79,15,7
Raise Your Hand,EDDIE FLOYD,1967-02-04,100,79,6
Ten Commandments,PRINCE BUSTER,1967-01-21,128,81,8
Dry Your Eyes,BRENDA AND THE TABULATIONS,1967-02-25,82,20,11
Strawberry Fields Forever,THE BEATLES,1967-02-18,118,8,10
"Sunrise, Sunset",ROGER WILLIAMS,1967-01-21,124,84,7
Penny Lane,THE BEATLES,1967-02-18,116,1,11
Love You So Much,THE NEW COLONY SIX,1967-01-14,127,61,11
Soul Time,SHIRLEY ELLIS,1967-02-18,112,67,7
My Special Prayer,JOE SIMON,1967-01-14,120,87,8
Jimmy Mack,MARTHA AND THE VANDELLAS,1967-02-25,89,10,14
With This Ring,THE PLATTERS,1967-02-18,126,14,13
Just Be Sincere,JACKIE WILSON,1967-02-11,93,91,3
Girls Are Out To Get You,THE FASCINATIONS,1967-02-04,122,92,7
Gonna Get Along Without Ya' Now,TRINI LOPEZ,1967-02-11,121,93,4
Hold On I'm Coming,CHUCK JACKSON &amp; MAXINE BROWN,1967-02-11,135,91,8
"Baby, Help Me",PERCY SLEDGE,1967-02-18,99,87,6
Ooh Baby,BO DIDDLEY,1967-01-14,106,88,9
People Like You,EDDIE FISHER,1967-02-11,99,97,5
The Dark End Of The Street,JAMES CARR,1967-02-04,107,77,9
Girl Don't Care,GENE CHANDLER,1967-02-25,99,66,9
"Mercy, Mercy, Mercy",LARRY WILLIAMS &amp; JOHNNY WATSON,1967-02-25,100,96,8
Feel So Bad,LITTLE MILTON,1967-02-04,97,91,6
Walk Tall,2 OF CLUBS,1967-02-04,127,92,9
My Best Friend,JEFFERSON AIRPLANE,1967-02-04,114,103,5
Who Do You Love,THE WOOLIES,1967-02-18,113,95,7
Fools Fall In Love,ELVIS PRESLEY,1967-01-28,104,102,5
