Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Peppermint Twist (Part 1),JOEY DEE AND THE STARLIGHTERS,1961-11-20,68,1,18
Can't Help Falling In Love,ELVIS PRESLEY,1961-12-04,57,2,14
The Twist,CHUBBY CHECKER,1961-11-13,55,1,21
Norman,SUE THOMPSON,1961-12-04,94,3,16
I Know (You Don't Love Me No More),BARBARA GEORGE,1961-11-06,118,3,20
The Wanderer,DION,1961-12-04,79,2,18
Duke Of Earl,GENE CHANDLER,1962-01-13,93,1,15
Baby It's You,THE SHIRELLES,1961-12-11,104,8,15
Break It To Me Gently,BRENDA LEE,1962-01-13,56,4,13
The Lion Sleeps Tonight,THE TOKENS,1961-11-06,119,1,16
Dear Lady Twist,GARY (U.S.) BONDS,1961-12-11,65,9,16
A Little Bitty Tear,BURL IVES,1961-12-18,73,9,14
Town Without Pity,GENE PITNEY,1961-10-30,96,13,19
When I Fall In Love,THE LETTERMEN,1961-11-20,89,7,14
Run To Him,BOBBY VEE,1961-11-13,57,2,15
Walk On By,LEROY VAN DYKE,1961-10-23,117,5,17
Irresistible You,BOBBY DARIN,1961-12-11,95,15,13
Cotton Fields,THE HIGHWAYMEN,1961-11-27,100,13,18
"Happy Birthday, Sweet Sixteen",NEIL SEDAKA,1961-11-13,62,6,14
Crying In The Rain,THE EVERLY BROTHERS,1962-01-13,89,6,13
Unchain My Heart,RAY CHARLES,1961-11-27,62,9,12
Shadrack,BROOK BENTON,1962-01-13,62,19,9
Let There Be Drums,SANDY NELSON,1961-10-23,105,7,17
If You Gotta Make A Fool Of Somebody,JAMES RAY,1961-11-20,90,22,14
Letter Full Of Tears,GLADYS KNIGHT AND THE PIPS,1961-11-27,101,19,14
Twist Her,BILL BLACK'S COMBO,1961-12-18,76,26,9
Do-Re-Mi,LEE DORSEY,1961-12-18,82,27,9
She's Everything (I Wanted You To Be),RAL DONNER,1961-12-25,76,18,11
Moon River,HENRY MANCINI AND HIS ORCHESTRA,1961-10-09,93,11,20
When The Boy In Your Arms (Is The Boy In Your Heart),CONNIE FRANCIS,1961-11-20,80,10,12
Dear Ivan,JIMMY DEAN,1961-12-25,104,24,8
Turn On Your Love Light,BOBBY BLAND,1961-11-27,102,28,11
Smokey Places,"THE CORSAIRS featuring JAY ""BIRD"" UZZELL",1961-12-18,117,12,16
I'm Blue (The Gong-Gong Song),THE IKETTES,1962-01-13,81,19,12
Multiplication,BOBBY DARIN,1961-12-18,86,30,10
Funny How Time Slips Away,JIMMY ELLEDGE,1961-11-13,100,22,14
Tuff,ACE CANNON,1961-12-11,119,17,18
Small Sad Sam,PHIL McLEAN,1961-12-04,86,21,10
Pocket Full Of Miracles,FRANK SINATRA,1961-12-18,87,34,8
The Greatest Hurt,JACKIE WILSON,1962-01-13,72,34,9
The Cajun Queen,JIMMY DEAN,1962-01-27,69,22,8
Go On Home,PATTI PAGE,1961-12-11,106,42,10
Let Me In,THE SENSATIONS,1962-01-06,95,4,18
Poor Fool,IKE AND TINA TURNER,1961-11-27,95,38,11
Goodbye Cruel World,JAMES DARREN,1961-10-16,88,3,17
Chip Chip,GENE McDANIELS,1962-01-20,96,10,11
To A Sleeping Beauty,JIMMY DEAN,1962-01-20,80,26,9
Surfer's Stomp,THE MAR-KETS,1962-01-13,95,31,9
Rock-A-Hula Baby (Twist Special),ELVIS PRESLEY,1961-12-04,62,23,9
Please Mr. Postman,THE MARVELETTES,1961-09-04,95,1,23
Maria,ROGER WILLIAMS,1961-12-04,101,48,9
Hey Baby,BRUCE CHANNEL,1962-01-20,113,1,16
Percolator (Twist),BILLY JOE AND THE CHECKMATES,1962-01-13,100,10,13
Let's Twist Again,CHUBBY CHECKER,1961-11-20,65,22,11
There's No Other (Like My Baby),THE CRYSTALS,1961-11-13,101,20,12
Chattanooga Choo Choo,FLOYD CRAMER,1962-01-20,85,36,8
Flying Circle,FRANK SLAY AND HIS ORCHESTRA,1961-11-27,117,45,11
My Boomerang Won't Come Back,CHARLIE DRAKE,1962-01-06,119,21,13
I'll See You In My Dreams,PAT BOONE,1962-01-20,104,32,10
Happy Jose (Ching-Ching),JACK ROSS,1961-12-25,117,57,8
Afrikaan Beat,BERT KAEMPFERT,1962-01-13,115,42,11
What's So Good About Good-Bye,THE MIRACLES,1962-01-13,85,35,10
Lost Someone,JAMES BROWN AND THE FAMOUS FLAMES,1961-12-11,101,48,11
I Could Have Loved You So Well,RAY PETERSON,1961-12-18,99,57,8
I Don't Know Why,LINDA SCOTT,1961-10-30,93,12,14
Her Royal Majesty,JAMES DARREN,1962-02-03,66,6,11
Moon River,JERRY BUTLER,1961-10-02,109,11,18
Dreamy Eyes,JOHNNY TILLOTSON,1961-11-27,118,35,15
It Will Stand,THE SHOWMEN,1961-10-30,116,61,14
Twistin' The Night Away,SAM COOKE,1962-02-03,70,9,15
She's Got You,PATSY CLINE,1962-01-27,96,14,13
Where Have All The Flowers Gone,THE KINGSTON TRIO,1962-01-20,100,21,14
Twistin' Postman,THE MARVELETTES,1962-01-27,97,34,9
What's The Reason,BOBBY EDWARDS,1962-01-13,76,71,6
There'll Be No Next Time,JACKIE WILSON,1962-01-20,87,75,3
Lizzie Borden,THE CHAD MITCHELL TRIO,1962-01-27,87,44,8
