Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
(Love Is) Thicker Than Water,ANDY GIBB,1977-11-05,89,1,29
Stayin' Alive,THE BEE GEES,1977-12-10,65,1,27
Sometimes When We Touch,DAN HILL,1977-11-26,86,3,22
Emotion,SAMANTHA SANG,1977-11-19,86,3,27
Night Fever,THE BEE GEES,1978-02-04,76,1,20
"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)",CHIC,1977-10-29,90,6,28
Lay Down Sally,ERIC CLAPTON,1978-01-07,75,3,23
Just The Way You Are,BILLY JOEL,1977-11-12,89,3,27
I Go Crazy,PAUL DAVIS,1977-08-27,89,7,40
How Deep Is Your Love,THE BEE GEES,1977-09-24,83,1,33
We Are The Champions / We Will Rock You,QUEEN,1977-10-22,87,4,27
Peg,STEELY DAN,1977-11-19,87,11,19
"Theme From ""Close Encounters Of The Third Kind""",JOHN WILLIAMS,1977-12-24,81,13,14
The Name Of The Game,ABBA,1977-12-24,82,12,16
What's Your Name,LYNYRD SKYNYRD,1977-12-03,83,13,18
Thunder Island,JAY FERGUSON,1977-12-17,88,9,21
Can't Smile Without You,BARRY MANILOW,1978-02-04,63,3,19
Happy Anniversary,THE LITTLE RIVER BAND,1977-12-17,89,16,18
Short People,RANDY NEWMAN,1977-11-12,87,2,20
Wonderful World,ART GARFUNKEL with JAMES TAYLOR &amp; PAUL SIMON,1978-01-21,81,17,14
Falling,LeBLANC AND CARR,1977-10-15,87,13,28
The Way You Do The Things You Do,RITA COOLIDGE,1978-01-14,84,20,11
Our Love,NATALIE COLE,1978-01-14,88,10,21
Baby Come Back,PLAYER,1977-10-01,90,1,32
Always And Forever,HEATWAVE,1978-01-07,78,18,20
Dust In The Wind,KANSAS,1978-01-28,81,6,20
Ebony Eyes,BOB WELCH,1978-01-28,88,14,17
Jack And Jill,RAYDIO,1978-01-14,73,8,21
If I Can't Have You,YVONNE ELLIMAN,1978-01-28,89,1,22
Goodbye Girl,DAVID GATES,1977-12-17,93,15,24
You're In My Heart (The Final Acclaim),ROD STEWART,1977-10-29,80,4,22
Poor Poor Pitiful Me,LINDA RONSTADT,1978-01-28,78,31,9
Flash Light,PARLIAMENT,1978-02-11,90,16,16
"Theme Song From ""Which Way Is Up"" / Disco Rufus",STARGARD,1978-01-07,103,21,17
Before My Heart Finds Out,GENE COTTON,1978-02-04,86,23,14
Lady Love,LOU RAWLS,1978-01-14,103,24,18
"Long, Long Way From Home",FOREIGNER,1977-12-10,81,20,14
Native New Yorker,ODYSSEY,1977-10-22,103,21,22
Thank You For Being A Friend,ANDREW GOLD,1978-02-11,73,25,15
Running On Empty,JACKSON BROWNE,1978-02-11,72,11,17
You Really Got Me,VAN HALEN,1978-01-28,91,36,11
Hot Legs,ROD STEWART,1978-02-11,82,28,11
Everybody Loves A Rain Song,B.J. THOMAS,1978-01-21,87,43,8
It's You That I Need,ENCHANTMENT,1978-02-04,81,33,11
"Let It Go, Let It Flow",DAVE MASON,1978-01-21,84,45,8
Sweet Talkin' Woman,THE ELECTRIC LIGHT ORCHESTRA,1978-02-18,78,17,16
Boogie Shoes,K.C. AND THE SUNSHINE BAND,1978-02-11,83,35,10
Theme From Close Encounters,MECO,1978-01-07,61,25,10
Mamas Don't Let Your Babies Grow Up To Be Cowboys,WAYLON AND WILLIE,1978-02-11,81,42,10
We'll Never Have To Say Goodbye Again,ENGLAND DAN AND JOHN FORD COLEY,1978-02-25,70,9,14
Hollywood,BOZ SCAGGS,1978-02-04,87,49,10
The Circle Is Small (I Can See It In Your Eyes),GORDON LIGHTFOOT,1978-02-11,85,33,12
California,DEBBY BOONE,1978-02-11,84,50,5
Silver Dreams,THE BABYS,1978-02-04,85,53,7
Feels So Good,CHUCK MANGIONE,1978-02-11,87,4,25
Ffun,CON FUNK SHUN,1977-12-17,85,23,13
Disco Inferno,THE TRAMMPS,1978-02-18,82,11,20
Don't Let Me Be Misunderstood,SANTA ESMERALDA starring LEROY GOMEZ,1977-11-05,91,15,19
Storybook Children (Daybreak),BETTE MIDLER,1978-01-14,93,57,10
Love Is Like Oxygene,SWEET,1978-02-18,81,8,25
"Sweet, Sweet Smile",THE CARPENTERS,1978-02-04,89,44,13
Little One,CHICAGO,1978-02-11,88,44,9
The Closer I Get To You,ROBERTA FLACK with DONNY HATHAWAY,1978-02-18,86,2,20
Too Hot Ta Trot,THE COMMODORES,1977-12-17,77,24,12
Desiree,NEIL DIAMOND,1977-12-03,70,16,14
Fooling Yourself (The Angry Young Man),STYX,1978-02-18,88,29,14
Street Corner Serenade,WET WILLIE,1977-12-03,87,30,14
Galaxy,WAR,1978-01-07,79,39,9
"Le Spank / Monkey See, Monkey Do",LE PAMPLEMOUSSE featuring THE JONES GIRLS,1977-11-26,92,58,15
Imaginary Lover,THE ATLANTA RHYTHM SECTION,1978-03-04,70,7,17
You Brought The Woman Out Of Me,HOT,1978-02-04,90,71,5
Baby Hold On,EDDIE MONEY,1978-02-25,84,11,20
Let's Live Together,CAZZ,1978-02-18,85,70,5
I'm Gonna Take Care Of Everything,RUBICON,1978-02-25,85,28,11
Until Now,BOBBY ARVON,1977-12-03,98,72,16
I Can't Hold On,KARLA BONOFF,1978-02-11,94,76,4
Fantasy,"EARTH, WIND AND FIRE",1978-03-04,77,32,15
Honey Don't Leave L.A.,JAMES TAYLOR,1978-02-25,88,61,6
Rocket Ride,KISS,1978-02-25,89,39,10
More Than A Woman,TAVARES,1978-02-18,94,32,14
It Amazes Me,JOHN DENVER,1978-03-04,81,59,7
Put Your Head On My Shoulder,LEIF GARRETT,1978-03-04,82,58,7
Rumour Has It,DONNA SUMMER,1978-03-04,83,53,9
I Love My Music,WILD CHERRY,1978-02-25,91,69,8
Love Me Right,DENISE LaSALLE,1978-01-14,95,80,10
Your Love Is So Good For Me,DIANA ROSS,1978-03-04,86,49,7
"Let Me Party With You (Party, Party, Party) (Part 1)",BUNNY SIGLER,1978-02-04,108,43,14
Ready For The Times To Get Better,CRYSTAL GAYLE,1978-02-25,93,52,10
That's Your Secret,SEA LEVEL,1978-02-25,92,50,10
Let's All Chant,THE MICHAEL ZAGER BAND,1978-03-04,90,36,14
We Fell In Love While Dancing,BILL BRANDON,1978-02-25,95,80,7
