Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Tossin' & Turnin',BOBBY LEWIS,1961-04-17,106,1,24
I Like It Like That,CHRIS KENNER,1961-05-15,107,2,19
Last Night,MAR-KEYS,1961-06-26,108,3,15
Dum Dum,BRENDA LEE,1961-06-19,69,4,12
Hats Off To Larry,DEL SHANNON,1961-06-05,92,5,13
Together,CONNIE FRANCIS,1961-06-26,48,6,11
Pretty Little Angel Eyes,CURTIS LEE,1961-07-03,74,7,11
Let's Twist Again,CHUBBY CHECKER,1961-06-19,85,8,12
Wooden Heart,JOE DOWELL,1961-06-19,119,1,17
Michael,HIGHWAYMEN,1961-07-03,105,1,18
The Boll Weevil Song,BROOK BENTON,1961-05-15,90,2,16
Quarter To Three,GARY U.S. BONDS,1961-05-22,99,1,15
Never On Sunday,CHORDETTES,1961-06-12,113,13,13
I'll Be There,DAMITA JO,1961-07-03,81,12,9
You Don't Know What You've Got,RAL DONNER,1961-07-10,83,4,12
School Is Out,GARY US B0NDS,1961-07-24,52,5,11
Cupid,SAM COOKE,1961-05-29,120,17,13
My Kind Of Girl,MATT MONRO,1961-04-10,120,18,21
San Antonio Rose,FLOYD CRAMER,1961-06-05,90,8,12
Hurt,TIMI YURO,1961-07-24,66,4,12
Yellow Bird,ARTHUR LYMAN GROUP,1961-05-29,71,4,12
Let The Four Winds Blow,FATS DOMINO,1961-07-24,56,15,11
Please Stay,DRIFTERS,1961-06-05,93,14,12
Sacred,CASTELLS,1961-05-29,95,20,12
Don't Bet Money Honey,LINDA SCOTT,1961-07-03,85,9,14
I'm Gonna Knock On Your Door,EDDIE HODGES,1961-06-05,115,12,15
That's What Girls Are Made For,SPINNERS,1961-06-19,106,27,9
I Fall To Pieces,PATSY CLINE,1961-05-15,106,12,21
Runaround,REGENTS,1961-07-10,88,28,7
The Fish,BOBBY RYDELL,1961-07-03,60,25,7
Raindrops,DEE CLARK,1961-05-01,90,2,16
As If I Didn't Know,ADAM WADE,1961-07-24,78,10,10
Quite A Party,FIREBALLS,1961-06-12,103,27,12
I'm Telling You,JERRY BUTLER,1961-07-24,73,25,8
Switch-A-Roo,HANK BALLARD,1961-06-19,116,26,8
Moody River,PAT BOONE,1961-05-01,95,1,15
Every Beat Of My Heart,THE PIPS,1961-05-15,81,6,13
Travellin' Man,RICKY NELSON,1961-04-17,108,1,17
A Tear,GENE McDANIELS,1961-07-03,84,31,8
One Summer Night,DIAMONDS,1961-06-12,116,22,12
My True Story,JIVE FIVE,1961-07-03,92,3,19
Princess,FRANK GARI,1961-07-03,95,30,10
Sea Of Heartbreak,DON GIBSON,1961-06-12,118,21,15
I Dreamed Of A Hill-Billy Heaven,TEX RITTER,1961-06-12,115,20,15
Time Was,FLAMINGOS,1961-06-19,111,45,10
Right Or Wrong,WANDA JACKSON,1961-07-24,74,29,7
Better Tell Him No,STARLETS,1961-04-17,119,38,17
The Charleston,ERNIE FIELD'S ORCHESTRA,1961-06-12,106,47,11
Hello Mary Lou,RICKY NELSON,1961-04-17,117,9,17
No No No,CHANTERS,1961-06-19,99,41,9
I Don't Want To Take A Chance,MARY WELLS,1961-07-03,118,33,11
A Thing Of The Past,SHIRELLES,1961-07-03,112,41,9
Mighty Good Lovin',MIRACLES,1961-07-10,91,51,6
What A Sweet Thing That Was,SHIRELLES,1961-07-17,87,54,6
Stand By Me,BEN E. KING,1961-05-01,124,4,15
Should I,STRING-A-LONGS,1961-05-29,119,42,11
I Never Knew,CLYDE McPHATTER,1961-07-17,105,56,6
Amor,BEN E. KING,1961-07-31,72,18,10
You Can't Sit Down,PHIL UPCHURCH COMBO,1961-05-29,113,29,11
Mr. Happiness,JOHNNY MAESTRO,1961-07-24,98,57,5
Nag,THE HALOS,1961-07-17,83,25,11
I Just Don't Understand,ANN-MARGARET,1961-07-17,114,17,13
Ready For Your Love,SHEP &amp; THE LIMELITES,1961-07-10,79,42,5
Peanuts,RICK AND THE KEENS,1961-07-03,99,60,8
Heart & Soul,JAN &amp; DEAN,1961-06-26,87,25,7
"Who Put The Bomp (In The Bomp, Bomp, Bomp)",BARRY MANN,1961-07-24,120,7,14
Don't Cry Baby,ETTA JAMES,1961-08-07,67,39,7
My Claire De Lune,STEVE LAWRENCE,1961-07-03,119,68,7
The Girl's A Devil,DUKAYS,1961-05-08,117,64,14
Tears On My Pillow,McGUIRE SISTERS,1961-07-24,92,59,5
