Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Teenage Dream,KATY PERRY,2010-08-07,20,1,33
Love The Way You Lie,EMINEM featuring RIHANNA,2010-07-10,2,1,29
Just The Way You Are,BRUNO MARS,2010-08-07,43,1,48
Dynamite,TAIO CRUZ,2010-06-19,26,2,47
I Like It,ENRIQUE IGLESIAS featuring PITBULL,2010-05-29,89,4,38
DJ Got Us Fallin' In Love,USHER featuring PITBULL,2010-07-31,19,4,34
Just A Dream,NELLY,2010-09-04,12,3,28
Take It Off,KE$HA,2010-08-07,92,8,19
Club Can't Handle Me,FLO RIDA featuring DAVID GUETTA,2010-07-17,65,9,29
Mine,TAYLOR SWIFT,2010-08-21,3,3,23
Magic,B.O.B featuring RIVERS CUOMO,2010-07-03,100,10,19
California Gurls,KATY PERRY featuring SNOOP DOGG,2010-05-29,2,1,27
Cooler Than Me,MIKE POSNER featuring BIG SEAN,2010-05-15,85,6,29
Airplanes,B.O.B featuring HAYLEY WILLIAMS of PARAMORE,2010-05-01,12,2,30
Not Afraid,EMINEM,2010-05-22,1,1,25
Like A G6,FAR*EAST MOVEMENT featuring CATARACS &amp; DEV,2010-08-28,92,1,26
Bottoms Up,TREY SONGZ featuring NICKI MINAJ,2010-08-28,22,6,26
Ridin' Solo,JASON DERULO,2010-06-05,84,9,21
Misery,MAROON 5,2010-07-10,44,14,20
Deuces,CHRIS BROWN featuring TYGA &amp; KEVIN McCALL,2010-07-17,87,14,27
OMG,USHER featuring WILL.I.AM,2010-04-17,14,1,30
Stuck Like Glue,SUGARLAND,2010-08-14,20,17,24
Billionaire,TRAVIE McCOY featuring BRUNO MARS,2010-04-17,92,4,27
Animal,NEON TREES,2010-06-19,100,13,36
Find Your Love,DRAKE,2010-05-22,34,5,21
Secrets,ONEREPUBLIC,2010-07-17,83,21,32
Your Love,NICKI MINAJ,2010-06-19,51,14,20
Right Above It,LIL WAYNE featuring DRAKE,2010-09-04,6,6,24
The Boys Of Fall,KENNY CHESNEY,2010-08-14,96,18,18
Hot Tottie,USHER featuring JAY-Z,2010-08-28,100,21,16
If I Had You,ADAM LAMBERT,2010-07-10,94,30,20
King Of Anything,SARA BAREILLES,2010-07-10,59,32,22
"Hey, Soul Sister",TRAIN,2009-10-17,98,3,54
If It's Love,TRAIN,2010-06-26,90,34,20
A Year Without Rain,SELENA GOMEZ &amp; THE SCENE,2010-09-25,35,35,6
Fuck You!,CEE LO GREEN,2010-09-11,96,2,48
Letting Go (Dutty Love),SEAN KINGSTON featuring NICKI MINAJ,2010-08-21,46,36,20
Teach Me How To Dougie,CALI SWAG DISTRICT,2010-06-12,91,28,20
If I Die Young,THE BAND PERRY,2010-07-24,92,19,28
Half Of My Heart,JOHN MAYER,2010-06-26,88,34,18
2012 (It Ain't The End),JAY SEAN featuring NICKI MINAJ,2010-08-21,50,31,14
Miss Me,DRAKE featuring LIL WAYNE,2010-06-19,15,15,20
The Only Exception,PARAMORE,2010-06-12,90,24,20
Smile,UNCLE KRACKER,2010-08-07,33,31,9
No Hands,WAKA FLOCKA FLAME feauring ROSCOE DASH &amp; WAL,2010-09-25,45,13,32
Need You Now,LADY ANTEBELLUM,2009-08-29,85,2,60
Pretty Good At Drinkin' Beer,BILLY CURRINGTON,2010-06-19,83,41,20
Break Your Heart,TAIO CRUZ featuring LUDACRIS,2010-03-13,53,1,29
