Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
My Boyfriend's Back,THE ANGELS,1963-08-03,75,1,14
Blue Velvet,BOBBY VINTON,1963-08-10,78,1,15
If I Had A Hammer,TRINI LOPEZ,1963-07-27,76,3,14
"Hello Muddah, Hello Fadouh (A Letter From Camp)",ALLAN SHERMAN,1963-07-27,102,2,11
Heat Wave,MARTHA AND THE VANDELLAS,1963-08-03,82,4,14
Then He Kissed Me,THE CRYSTALS,1963-08-10,111,6,13
Surfer Girl,THE BEACH BOYS,1963-07-27,118,7,15
The Monkey Time,MAJOR LANCE,1963-07-06,126,8,16
"Sally, Go 'Round The Roses",THE JAYNETTS,1963-08-24,126,2,13
Mockingbird,INEZ FOXX with CHARLIE FOXX,1963-06-08,122,7,20
"Hey, Girl",FREDDIE SCOTT,1963-07-20,112,10,13
Candy Girl,THE FOUR SEASONS,1963-07-06,78,3,13
Cry Baby,GARNET MIMMS AND THE ENCHANTERS,1963-08-17,100,4,14
Frankie And Johnny,SAM COOKE,1963-07-27,89,14,11
Mickey's Monkey,THE MIRACLES,1963-08-17,88,8,12
Wonderful Wonderful,THE TYMES,1963-08-17,89,7,11
"Painted, Tainted Rose",AL MARTINO,1963-07-20,118,15,13
Denise,RANDY AND THE RAINDROPS,1963-05-25,129,10,20
You Can Never Stop Me Loving You,JOHNNY TILLOTSON,1963-08-03,118,18,11
Be My Baby,THE RONETTES,1963-08-31,90,2,13
Blowin' In The Wind,"PETER, PAUL AND MARY",1963-06-29,86,2,15
The Kind Of Boy You Can't Forget,THE RAINDROPS,1963-08-03,128,17,12
Fingertips (Part 2),LITTLE STEVIE WONDER,1963-06-22,85,1,15
Martain Hop,THE RAN-DELLS,1963-07-20,115,16,15
Little Deuce Coupe,THE BEACH BOYS,1963-08-10,126,15,12
More,KAI WINDING AND ORCHESTRA,1963-07-06,90,8,15
Make The World Go Away,TIMI YURO,1963-07-13,117,24,12
Danke schoen,WAYNE NEWTON,1963-07-06,109,13,13
