Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Roll With It,STEVE WINWOOD,1988-06-11,53,1,18
Hands To Heaven,BREATHE,1988-04-16,90,2,29
Make Me Lose Control,ERIC CARMEN,1988-05-21,78,3,20
Sign Your Name,TERENCE TRENT D'ARBY,1988-05-28,72,4,21
1-2-3,GLORIA ESTEFAN &amp; MIAMI SOUND MACHINE,1988-06-04,76,3,19
I Don't Wanna Go On With You Like That,ELTON JOHN,1988-06-18,60,2,18
I Don't Wanna Live Without Your Love,CHICAGO,1988-06-04,71,3,21
Monkey,GEORGE MICHAEL,1988-07-09,42,1,16
Hold On To The Nights,RICHARD MARX,1988-05-21,69,1,21
Just Got Paid,JOHNNY KEMP,1988-05-14,96,10,21
Love Will Save The Day,WHITNEY HOUSTON,1988-07-02,52,9,16
Fast Car,TRACY CHAPMAN,1988-06-04,95,6,21
Sweet Child O'Mine,GUNS N'ROSES,1988-06-25,76,1,24
Simply Irresistible,ROBERT PALMER,1988-07-02,59,2,20
Do You Love Me,THE CONTOURS,1988-06-04,91,11,16
The Twist,FAT BOYS &amp; CHUBBY CHECKER,1988-06-18,79,16,15
Perfect World,HUEY LEWIS AND THE NEWS,1988-07-16,51,3,15
Pour Some Sugar On Me,DEF LEPPARD,1988-04-23,93,2,24
Rag Doll,AEROSMITH,1988-06-04,86,17,17
Parents Just Don't Understand,DJ JAZZY JEFF &amp; THE FRESH PRINCE,1988-05-21,75,12,19
When It's Love,VAN HALEN,1988-07-02,69,5,19
If It Isn't Love,NEW EDITION,1988-07-02,93,7,21
I'll Always Love You,TAYLOR DAYNE,1988-06-11,82,3,30
The Colour Of Love,BILLY OCEAN,1988-05-28,76,17,16
Another Part Of Me,MICHAEL JACKSON,1988-07-23,54,11,13
The Flame,CHEAP TRICK,1988-04-09,92,1,27
All Fired Up,PAT BENATAR,1988-07-02,75,19,17
"Nobody's Fool (Theme From ""Caddyshack II"")",KENNY LOGGINS,1988-07-09,68,8,18
It Would Take A Strong Strong Man,RICK ASTLEY,1988-07-16,78,10,16
Rush Hour,JANE WIEDLIN,1988-05-07,90,9,19
Here With Me,REO SPEEDWAGON,1988-06-25,80,20,19
One Good Woman,PETER CETERA,1988-07-23,72,4,18
New Sensation,INXS,1988-05-14,63,3,17
I Know You're Out There Somewhere,THE MOODY BLUES,1988-06-04,98,30,16
Sayin' Sorry (Don't Make It Right),DENISE LOPEZ,1988-06-11,96,31,17
Missed Opportunity,DARYL HALL &amp; JOHN OATES,1988-07-09,75,29,11
Please Don't Go Girl,NEW KIDS ON THE BLOCK,1988-06-25,92,10,28
I Don't Want To Be A Hero,JOHNNY HATES JAZZ,1988-07-09,76,31,12
I Hate Myself For Loving You,JOAN JETT AND THE BLACKHEARTS,1988-06-25,91,8,26
Don't Worry Be Happy,BOBBY McFERRIN,1988-07-30,83,1,26
Knocked Out,PAULA ABDUL,1988-06-18,93,41,13
Better Be Home Soon,CROWDED HOUSE,1988-07-09,85,42,11
Spring Love (Come Back To Me),STEVIE B,1988-07-09,89,43,18
Mercedes Boy,PEBBLES,1988-05-07,77,2,18
Look Out Any Window,BRUCE HORNSBY AND THE RANGE,1988-07-23,77,35,12
Love Changes (Everything),CLIMIE FISHER,1988-05-14,92,23,18
