Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
You Can't Hurry Love,THE SUPREMES,1966-08-06,126,1,14
Sunshine Superman,DONOVAN,1966-07-30,90,1,13
Yellow Submarine,THE BEATLES,1966-08-20,52,2,9
See You In September,HAPPENINGS,1966-07-02,115,3,15
Summer In The City,LOVIN' SPOONFUL,1966-07-09,118,1,12
Land Of 1000 Dances,WILSON PICKETT,1966-07-30,76,6,11
Sunny,BOBBY HEBB,1966-06-18,110,2,16
Working In The Coal Mine,LEE DORSEY,1966-07-23,90,8,12
Bus Stop,HOLLIES,1966-07-23,98,5,14
Guantanamera,SANDPIPERS,1966-07-30,61,9,11
Wouldn't It Be Nice,BEACH BOYS,1966-07-30,84,8,11
Summertime,BILLY STEWART,1966-07-16,97,10,10
Born A Woman,SANDY POSEY,1966-07-09,134,12,16
Cherish,THE ASSOCIATION,1966-08-27,66,1,14
Respectable,OUTSIDERS,1966-07-30,120,15,9
Beauty Is Only Skin Deep,THE TEMPTATIONS,1966-08-20,80,3,12
Blowin' In The Wind,STEVIE WONDER,1966-07-16,110,9,11
Turn-Down Day,THE CYRKLE,1966-08-06,122,16,9
Wade In The Water,RAMSEY LEWIS,1966-07-09,100,19,13
Sunny Afternoon,THE KINKS,1966-08-06,90,14,11
Say I Am (What I Am),TOMMY JAMES AND THE SHONDELLS,1966-07-30,112,21,9
Warm And Tender Love,PERCY SLEDGE,1966-07-16,101,17,10
Wipe Out,SURFARIS,1966-07-30,88,16,14
How Sweet It Is,JUNIOR WALKER AND THE ALL STARS,1966-07-30,97,18,11
The Dangling Conversation,SIMON AND GARFUNKEL,1966-08-06,92,25,7
Eleanor Rigby,THE BEATLES,1966-08-20,101,11,9
Black Is Black,LOS BRAVOS,1966-08-13,100,4,12
The Joker Went Wild,BRIAN HYLAND,1966-07-09,107,20,12
With A Girl Like You,THE TROGGS,1966-07-30,102,29,9
Lil Red Riding Hood,SAM THE SHAM AND THE PHARAOHS,1966-06-04,112,2,15
Open The Door To Your Heart,DARRELL BANKS,1966-07-09,135,27,14
Mr. Dieingly Sad,THE CRITTERS,1966-08-13,86,17,11
I Couldn't Live Without Your Love,PETULA CLARK,1966-07-16,73,9,9
My Heart's Symphony,GARY LEWIS AND THE PLAYBOYS,1966-07-30,75,13,7
There Will Never Be Another You,CHRIS MONTEZ,1966-08-13,90,33,8
Almost Persuaded,DAVID HOUSTON,1966-07-16,89,24,15
What Becomes Of The Broken Hearted,JIMMY RUFFIN,1966-08-20,87,7,17
7 & 7 Is,LOVE,1966-07-30,89,33,10
"Cherry, Cherry",NEIL DIAMOND,1966-08-13,131,6,13
Go Ahead And Cry,RIGHTEOUS BROTHERS,1966-08-06,72,30,6
I've Got You Under My Skin,THE FOUR SEASONS,1966-09-03,83,9,10
God Only Knows,THE BEACH BOYS,1966-08-06,109,39,9
Sweet Pea,TOMMY ROE,1966-05-07,116,8,19
Make Me Belong To You,BARBARA LEWIS,1966-07-23,80,28,8
96 Tears,? (QUESTION MARK) AND THE MYSTERIANS,1966-08-27,112,1,16
Flamingo,HERB ALPERT AND THE TIJUANA BRASS,1966-09-03,72,28,6
"Little Darling, I Need You",MARVIN GAYE,1966-08-13,128,47,8
Summer Wind,FRANK SINATRA,1966-09-03,74,25,7
The Philly Freeze,ALVIN CASH,1966-07-30,96,49,9
Satisfied With You,THE DAVE CLARK FIVE,1966-08-06,108,50,7
Sugar & Spice,CRYIN' SHAMES,1966-07-16,119,49,10
World Of Fantasy,FIVE-STAIRSTEPS,1966-07-30,130,49,9
Sometimes Good Guys Don't Wear White,THE STANDELLS,1966-08-06,130,43,9
B-A-B-Y,CARLA THOMAS,1966-08-13,132,14,17
Ashes To Ashes,THE MINDBENDERS,1966-08-06,134,55,9
I Really Don't Want To Know,RONNIE DOVE,1966-09-03,79,22,9
Reach Out I'll Be There,THE FOUR TOPS,1966-09-03,82,1,15
Money Won't Change You,JAMES BROWN,1966-07-30,79,53,9
Rumors,THE SYNDICATE OF SOUND,1966-08-13,126,55,8
Suspicions,SIDEKICKS,1966-07-30,131,55,10
In The Arms Of Love,ANDY WILLIAMS,1966-08-27,86,49,8
That's Enough,ROSCO ROBINSON,1966-07-02,129,62,13
Cast Your Fate To The Wind,SHELBY FLINT,1966-07-30,134,61,9
Blue Side Of Lonesome,JIM REEVES,1966-08-20,122,59,9
I Choose To Sing The Blues,RAY CHARLES (with THE RAELETTES),1966-09-03,71,32,7
You're Gonna Miss Me,THE THIRTEENTH FLOOR ELEVATORS,1966-07-23,123,55,12
Last Train To Clarksville,THE MONKEES,1966-09-03,101,1,16
I Want To Be With You,DEE DEE WARWICK,1966-08-06,107,41,15
Walk Away Renee,THE LEFT BANKE,1966-08-27,122,5,15
Get Away,GEORGIE FAME AND THE BLUE FLAMES,1966-08-13,124,70,8
She Drives Me Out Of My Mind,THE SWINGIN' MEDALLIONS,1966-08-13,123,71,7
Ain't Nobody Home,HOWARD TATE,1966-08-13,127,63,8
Born Free,ROGER WILLIAMS,1966-08-20,128,7,22
I Got To Handle It,THE CAPITOLS,1966-08-27,87,74,4
"Dianne, Dianne",RONNY AND THE DAYTONAS,1966-08-06,125,69,9
