Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks,Popularity,Youtube viewcount,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Movies_TV_feature_count,Oscars_won,Artist_lifetime_grammy_achievement,Artist_grammy_wins,Artist_grammy_nominations,Song_release_date,Genres
Insatiable,DARREN HAYES,2,81,77,7,44,21311352,0.67,0.847,0.0,-5.449,0.0,0.0545,0.0974,0.0,0.0842,0.852,143.872,310227.0,4.0,0,0,0,0,0,18 January 2002,
Hush Lil' Lady,COREY featuring LIL' ROMEO,2,96,63,13,18,1381795,0.797,0.679,7.0,-6.849,1.0,0.0493,0.0406,6.32e-06,0.149,0.7290000000000001,137.477,224600.0,4.0,0,0,0,0,0,0,
Down A** Chick,"JA RULE feat CHARLI ""CHUCK"" BALTIMORE",2,98,21,19,10,2059461,0.768,0.594,11.0,-6.551,0.0,0.331,0.109,0.0,0.223,0.893,85.566,240627.0,4.0,0,0,0,0,4,,
Still Fly,BIG TYMERS,2,99,11,24,58,33027051,0.674,0.61,11.0,-3.5460000000000003,1.0,0.227,0.0349,1.12e-05,0.343,0.5479999999999999,177.94299999999996,335613.0,4.0,0,0,0,0,1,"March 12, 2002",
Closet Freak,CEE-LO,2,99,99,2,30,1809635,0.763,0.603,1.0,-7.5070000000000014,1.0,0.0477,0.0129,5.74e-06,0.273,0.537,135.095,217373.0,4.0,0,0,0,0,0,Cock of the Walk Studio,
Thrift Shop,MACKLEMORE &amp; RYAN LEWIS featuring WANZ,12,96,1,48,71,1133046868,0.7809999999999999,0.526,6.0,-6.985,0.0,0.293,0.0619,0.0,0.0457,0.662,94.992,235613.0,4.0,0,0,0,0,0,,
When I Was Your Man,BRUNO MARS,13,89,1,32,82,601190373,0.612,0.28,0.0,-8.648,1.0,0.0434,0.932,0.0,0.08800000000000001,0.387,72.795,213827.0,4.0,1,0,0,5,21,"January 15, 2013",
Suit & Tie,JUSTIN TIMBERLAKE featuring JAY Z,13,84,3,26,59,143030402,0.795,0.596,11.0,-3.799,0.0,0.219,0.103,0.0,0.16399999999999998,0.35700000000000004,101.985,326280.0,4.0,0,0,0,10,38,"JanuaryÂ 15,Â 2013",
Harlem Shake,BAAUER,13,1,1,20,57,83723735,0.452,0.794,0.0,-5.151,1.0,0.0483,0.0111,0.00182,0.416,0.282,137.825,196664.0,4.0,0,0,0,0,0,"MayÂ 22,Â 2012",
Just Give Me A Reason,P!NK featuring NATE RUESS,13,84,1,36,71,773581305,0.778,0.547,2.0,-7.273,1.0,0.0489,0.34600000000000003,0.000302,0.132,0.441,95.002,242733.0,4.0,0,0,0,0,0,"February 26, 2013",
Started From The Bottom,DRAKE,13,63,6,22,68,374223506,0.7929999999999999,0.512,8.0,-7.871,1.0,0.188,0.0378,0.0,0.16,0.542,86.35,174133.0,4.0,0,0,0,3,35,"FebruaryÂ 1,Â 2013",
Feel This Moment,PITBULL featuring CHRISTINA AGUILERA,13,99,8,24,68,432896618,0.6729999999999999,0.758,7.0,-3.632,1.0,0.158,0.039,0.0,0.341,0.542,135.95600000000002,229507.0,4.0,0,0,0,1,1,"FebruaryÂ 22,Â 2013",
The Way,JILL SCOTT,1,84,60,20,48,7305890,0.725,0.41,1.0,-9.849,1.0,0.0317,0.0244,0.00891,0.11,0.436,140.394,255733.0,4.0,0,0,0,3,14,"June 5, 2001",
Mirrors,JUSTIN TIMBERLAKE,13,24,2,42,66,575639582,0.574,0.512,5.0,-6.664,0.0,0.0503,0.234,0.0,0.0946,0.512,76.899,484147.0,4.0,0,0,0,10,38,"FebruaryÂ 11,Â 2013",
I Knew You Were Trouble.,TAYLOR SWIFT,12,59,2,34,70,393583761,0.596,0.473,6.0,-6.745,1.0,0.039,0.00563,1.29e-06,0.043,0.648,154.22799999999995,217973.0,4.0,0,0,0,10,29,"NovemberÂ 27,Â 2012",
Daylight,VICKI SUE ROBINSON,76,105,105,1,12,33498,0.634,0.95,9.0,-4.687,1.0,0.109,0.341,6.65e-06,0.399,0.7929999999999999,119.178,447680.0,4.0,0,0,0,0,1,"January 1976 (7"")",
Can't Hold Us,MACKLEMORE &amp; RYAN LEWIS featuring RAY DALTON,13,92,1,37,81,552877386,0.6409999999999999,0.922,2.0,-4.457,1.0,0.0786,0.0291,0.0,0.0862,0.847,146.078,258343.0,4.0,1,0,0,0,0,,
Scream & Shout,WILL.I.AM featuring BRITNEY SPEARS,12,12,3,24,60,648060900,0.773,0.69,0.0,-6.835,1.0,0.0679,0.0216,7.8e-05,0.128,0.489,130.042,283400.0,4.0,1,0,0,0,0,0,
Heart Attack,TREY SONGZ,12,99,35,25,55,56092717,0.607,0.8540000000000001,8.0,-4.867,0.0,0.166,0.0683,0.0,0.2,0.507,149.872,235159.0,4.0,0,0,0,0,0,"March 26, 2012",
Sweet Nothing,CALVIN HARRIS featuring FLORENCE WELSH,12,96,96,1,70,239396599,0.573,0.929,8.0,-3.942,0.0,0.109,0.197,0.000112,0.0567,0.5820000000000001,127.934,212560.0,4.0,0,0,0,1,5,February 2014 â 2015,
Locked Out Of Heaven,BRUNO MARS,12,34,1,36,78,502975065,0.726,0.698,5.0,-4.165,1.0,0.0431,0.049,0.0,0.309,0.867,143.994,233478.0,4.0,2,0,0,5,21,"OctoberÂ 1,Â 2012",
Pour It Up,RIHANNA,13,90,19,20,64,261068679,0.782,0.495,2.0,-8.722999999999999,1.0,0.0436,0.021,0.0,0.104,0.365,134.016,161200.0,4.0,0,0,0,8,32,"January 8, 2013",
F**kin Problems,"A$AP ROCKY featuring DRAKE, 2 CHAINZ &amp; KENDRICK LAMAR",12,73,8,27,28,135877678,0.85,0.6920000000000001,1.0,-6.851,1.0,0.282,0.0241,0.0,0.112,0.688,95.963,233761.0,4.0,0,0,0,0,0,,
Carry On,XXXTENTACION,17,95,95,1,81,11660042,0.735,0.197,3.0,-13.378,0.0,0.537,0.768,0.000276,0.29600000000000004,0.383,147.899,129720.0,4.0,0,0,0,0,0,0,
Ho Hey,THE LUMINEERS,12,90,3,62,70,197042496,0.685,0.466,0.0,-9.074,1.0,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,163133.0,4.0,0,0,0,0,0,"June 4, 2012",
I Love It,ICONA POP featuring CHARLI XCX,13,69,7,29,67,122953688,0.7140000000000001,0.905,8.0,-2.6630000000000003,1.0,0.0289,0.00855,2.55e-05,0.146,0.838,125.927,155337.0,4.0,3,0,0,0,0,9Â MayÂ 2012,
Don't You Worry Child,SWEDISH HOUSE MAFIA featuring JOHN MARTIN,12,68,6,33,75,462785709,0.612,0.84,11.0,-3.145,0.0,0.0509,0.112,0.0,0.116,0.438,129.042,212862.0,4.0,0,0,0,0,2,14 September 2012,
I Will Wait,MUMFORD &amp; SONS,12,23,12,39,68,102680405,0.488,0.752,1.0,-5.131,1.0,0.0323,0.0165,0.00541,0.301,0.445,131.221,276720.0,4.0,0,0,0,0,0,0,
My Songs Know What You Did In The Dark (Light Em Up),FALL OUT BOY,13,26,13,26,70,130305619,0.561,0.927,9.0,-4.374,0.0,0.0619,0.0313,2.34e-05,0.529,0.5529999999999999,152.011,186827.0,4.0,0,0,0,0,1,"FebruaryÂ 4,Â 2013",
It's Time,IMAGINE DRAGONS,12,93,15,47,67,335626908,0.6559999999999999,0.879,2.0,-4.614,1.0,0.0362,0.0178,0.0,0.109,0.9,104.997,237987.0,4.0,3,0,0,1,2,"AprilÂ 27,Â 2017",
Troublemaker,AKON,8,97,97,1,47,7087755,0.858,0.789,5.0,-4.1930000000000005,0.0,0.112,0.14800000000000002,0.0,0.495,0.8170000000000001,122.069,237173.0,4.0,0,0,0,0,5,"December 13, 2008",
Wagon Wheel,DARIUS RUCKER,13,95,15,25,73,127665411,0.529,0.6629999999999999,9.0,-7.138,1.0,0.0306,0.456,0.0,0.142,0.5920000000000001,148.102,298400.0,4.0,0,0,0,3,3,"February 24, 2004",
Bad,MICHAEL JACKSON,87,40,1,14,63,221035784,0.787,0.889,8.0,-3.786,1.0,0.0397,0.00462,0.423,0.0665,0.394,114.091,247360.0,4.0,5,0,1,13,38,"September 7, 1987",
Little Talks,OF MONSTERS AND MEN,12,92,49,26,70,233334505,0.46,0.7859999999999999,1.0,-5.238,1.0,0.038,0.0215,0.0,0.133,0.408,103.192,266600.0,4.0,0,0,0,0,0,20 December 2011,
22,TAYLOR SWIFT,12,44,44,1,63,455969905,0.664,0.7390000000000001,7.0,-6.539,1.0,0.0377,0.0027,0.00273,0.0742,0.703,104.012,230133.0,4.0,0,0,0,10,29,"MarchÂ 12,Â 2013",
Sure Be Cool If You Did,BLAKE SHELTON,13,44,24,20,62,30652569,0.5760000000000001,0.726,11.0,-4.625,1.0,0.035,0.255,0.0,0.108,0.5820000000000001,136.80200000000002,215720.0,4.0,0,0,0,0,7,"JanuaryÂ 8,Â 2013",
Bugatti,ACE HOOD featuring FUTURE &amp; RICK ROSS,13,77,33,20,62,264656780,0.607,0.589,1.0,-4.9289999999999985,1.0,0.0542,0.0168,0.0,0.0855,0.069,130.431,269267.0,4.0,0,0,0,0,0,,
Downtown,"MACKLEMORE &amp; RYAN LEWIS featuring ERIC NALLY, MELLE MEL, KOO",15,94,12,20,72,0,0.828,0.609,1.0,-4.402,1.0,0.0694,0.0916,1.21e-06,0.29100000000000004,0.7070000000000001,109.725,292593.0,4.0,0,0,0,0,0,,
Catch My Breath,KELLY CLARKSON,12,54,54,2,53,44101828,0.6920000000000001,0.908,9.0,-5.364,1.0,0.0677,0.0251,0.0,0.0933,0.513,124.042,250387.0,4.0,0,0,0,3,13,"OctoberÂ 10,Â 2012",
Mama's Broken Heart,MIRANDA LAMBERT,13,89,20,20,63,55931544,0.768,0.809,4.0,-4.204,0.0,0.0616,0.278,0.0,0.139,0.748,111.989,177773.0,4.0,0,0,0,2,14,"January 14, 2013",
Girl On Fire,ALICIA KEYS featuring NICKI MINAJ,12,37,11,30,72,79715872,0.482,0.706,9.0,-5.7620000000000005,1.0,0.0609,0.135,0.00106,0.105,0.14400000000000002,92.494,224920.0,4.0,1,0,0,15,29,"SeptemberÂ 4,Â 2012",
Sail,AWOLNATION,13,63,17,59,73,338614369,0.825,0.435,1.0,-9.582,1.0,0.0568,0.452,0.609,0.0953,0.243,119.038,259102.0,4.0,0,0,0,0,0,"JanuaryÂ 4,Â 2011",
Poetic Justice,KENDRICK LAMAR featuring DRAKE,12,76,26,24,71,105455623,0.777,0.564,6.0,-9.984,0.0,0.412,0.159,0.0,0.251,0.669,135.92,300160.0,4.0,0,0,0,7,22,"OctoberÂ 22,Â 2012",
Get Your Shine On,FLORIDA GEORGIA LINE,13,96,27,20,66,31184609,0.508,0.93,0.0,-4.518,1.0,0.0372,0.00265,2.64e-06,0.406,0.607,96.993,222013.0,4.0,1,0,0,0,0,"JanuaryÂ 21,Â 2013",
Try,COLBIE CAILLAT,14,94,65,18,62,79944903,0.607,0.3670000000000001,1.0,-9.758,1.0,0.0288,0.7909999999999999,0.0,0.106,0.546,139.959,224573.0,4.0,0,0,0,2,5,2013â14,
Gangnam Style,PSY,12,64,2,31,58,3055686116,0.736,0.939,11.0,-2.812,0.0,0.284,0.0055,0.0,0.0905,0.7609999999999999,132.07,219493.0,4.0,0,0,0,0,0,"JulyÂ 15,Â 2012",
Alive,SIA,15,56,56,1,66,188159546,0.508,0.762,6.0,-4.217,0.0,0.0489,0.254,0.000122,0.108,0.444,99.963,263520.0,4.0,0,0,0,0,8,25Â SeptemberÂ 2015,
Madness,MUSE,12,84,56,25,70,119396224,0.502,0.417,10.0,-7.665,1.0,0.0718,0.127,0.00419,0.106,0.218,180.301,281040.0,4.0,0,0,0,2,4,20Â AugustÂ 2012,
I Drive Your Truck,LEE BRICE,13,91,47,20,61,27079425,0.51,0.649,11.0,-6.215,1.0,0.0348,0.0978,0.00206,0.119,0.118,141.963,234840.0,4.0,0,0,0,0,1,"DecemberÂ 3,Â 2012",
Power Trip,J. COLE featuring MIGUEL,13,91,19,29,72,70975032,0.667,0.61,1.0,-7.0539999999999985,1.0,0.217,0.322,0.000203,0.426,0.465,99.991,241160.0,4.0,0,0,0,0,0,"FebruaryÂ 14,Â 2013",
Home,PHILLIP PHILLIPS,12,84,6,36,63,63103312,0.5920000000000001,0.792,0.0,-5.884,1.0,0.0335,0.0215,0.0,0.159,0.293,121.001,209227.0,4.0,0,0,0,0,0,"May 23, 2012",
If I Didn't Have You,THOMPSON SQUARE,12,98,98,1,51,8202904,0.5489999999999999,0.805,6.0,-3.431,1.0,0.0277,0.0628,5.26e-06,0.343,0.53,147.91,202907.0,4.0,0,1,0,0,1,"OctoberÂ 29,Â 2012",
Wop,J. DASH,13,94,51,12,55,55426374,0.836,0.8170000000000001,7.0,-5.6720000000000015,1.0,0.0677,0.00968,0.0,0.114,0.647,112.007,230627.0,4.0,0,0,0,0,0,5 May 2014,
Pirate Flag,KENNY CHESNEY,13,68,46,18,58,14102656,0.5770000000000001,0.805,7.0,-6.251,1.0,0.0509,0.0723,8.64e-06,0.106,0.5760000000000001,160.128,225253.0,4.0,0,0,0,0,5,"FebruaryÂ 4,Â 2013",
Somebody's Heartbreak,HUNTER HAYES,12,100,54,20,53,4637732,0.595,0.623,10.0,-5.975,1.0,0.0314,0.0496,0.0,0.109,0.645,149.974,227747.0,4.0,0,0,0,0,5,"OctoberÂ 22,Â 2012",
All Gold Everything,TRINIDAD JAMES,12,96,36,20,56,39925740,0.6970000000000001,0.75,7.0,-8.863999999999997,1.0,0.311,0.0275,0.0,0.355,0.616,99.96,187907.0,4.0,0,0,0,0,0,"December 20, 2012",
Highway Don't Care,TIM McGRAW with TAYLOR SWIFT,13,84,22,19,68,38974526,0.47,0.79,2.0,-5.352,1.0,0.039,0.0216,0.0,0.0863,0.495,158.061,276880.0,4.0,0,0,0,3,20,"MarchÂ 25,Â 2013",
Next To Me,EMELI SANDE,13,89,25,20,54,77816063,0.674,0.81,7.0,-5.117,0.0,0.0378,0.0923,4.74e-05,0.11,0.391,94.995,196867.0,4.0,0,0,0,0,0,10 February 2012,
R.I.P.,YOUNG JEEZY featuring 2 CHAINZ,13,69,58,14,56,17414491,0.825,0.489,11.0,-9.32,1.0,0.263,0.0215,0.0,0.111,0.438,96.99,199973.0,4.0,0,0,0,0,4,"FebruaryÂ 5,Â 2013",
Loveeeeeee Song,RIHANNA featuring FUTURE UNAPOLOGETIC,13,100,55,20,62,1547887,0.703,0.601,5.0,-7.534,0.0,0.0322,0.474,0.0,0.0853,0.494,119.971,256320.0,4.0,0,0,0,8,32,JuneâNovember 2012,
#thatPOWER,WILL.I.AM featuring JUSTIN BIEBER,13,42,17,16,59,256185892,0.7909999999999999,0.615,6.0,-6.149,0.0,0.0667,0.00162,6.47e-05,0.0812,0.393,128.017,279507.0,4.0,0,0,0,0,0,0,
Two Black Cadillacs,CARRIE UNDERWOOD,12,90,41,20,55,33174748,0.555,0.8540000000000001,5.0,-4.468,0.0,0.0609,0.0223,3.95e-06,0.0672,0.448,119.991,297947.0,4.0,0,0,0,7,14,"NovemberÂ 18,Â 2012",
Kiss You,ONE DIRECTION,13,65,46,14,68,436276716,0.63,0.934,4.0,-2.559,1.0,0.0589,0.0186,0.0,0.324,0.905,89.992,182960.0,4.0,0,0,0,0,0,7 January 2013,
1994,JASON ALDEAN,13,93,52,11,54,12503619,0.598,0.777,11.0,-6.676,0.0,0.0396,0.183,0.0,0.111,0.821,159.942,242680.0,4.0,0,0,0,0,4,2012,
"Gone, Gone, Gone",PHILLIP PHILLIPS,13,100,24,30,66,63577319,0.662,0.65,6.0,-5.981,1.0,0.0383,0.129,0.0,0.113,0.481,117.992,209693.0,4.0,2,0,0,0,0,"February 11, 2013",
Give It All We Got Tonight,GEORGE STRAIT,13,98,43,18,54,5633897,0.588,0.642,7.0,-6.9860000000000015,1.0,0.0266,0.26,2.37e-06,0.08,0.324,130.36,251333.0,4.0,0,0,0,1,16,"OctoberÂ 29,Â 2012",
I'm Different,2 CHAINZ,12,98,27,20,62,81787310,0.941,0.685,10.0,-5.24,1.0,0.0752,0.0415,0.0,0.08,0.7,97.524,207040.0,4.0,0,0,0,0,0,"November 8, 2012",
Boys Round Here,BLAKE SHELTON featuring PISTOL ANNIES &amp; FRIENDS,13,67,12,21,64,72457492,0.611,0.688,2.0,-6.369,1.0,0.0529,0.251,2.35e-06,0.248,0.649,169.895,288760.0,4.0,0,0,0,0,7,,
Love And War,TAMAR BRAXTON,13,98,68,18,53,35802015,0.27,0.58,8.0,-5.7170000000000005,0.0,0.039,0.469,0.0,0.343,0.242,179.919,241920.0,3.0,0,0,0,0,1,2011â2013,
Levitate,HADOUKEN!,13,99,69,15,38,1443262,0.5479999999999999,0.8320000000000001,4.0,-3.72,0.0,0.0655,0.00628,0.0,0.261,0.192,133.031,285267.0,4.0,0,0,0,0,0,20 January 2013,
I Can Take It From There,CHRIS YOUNG,13,97,63,11,52,2104721,0.6859999999999999,0.816,3.0,-5.9529999999999985,1.0,0.0318,0.155,0.0,0.252,0.871,113.939,158293.0,4.0,0,0,0,0,2,"OctoberÂ 15,Â 2012",
Battle Scars,LUPE FIASCO &amp; GUY SEBASTIAN,12,73,73,1,72,50754680,0.517,0.8109999999999999,5.0,-4.526,0.0,0.28600000000000003,0.18600000000000005,0.0,0.105,0.494,168.269,250320.0,4.0,0,0,0,1,12,0,
Like Jesus Does,ERIC CHURCH,13,99,59,17,58,4745644,0.5760000000000001,0.355,1.0,-8.388,1.0,0.033,0.439,4.55e-05,0.13,0.299,137.232,198733.0,4.0,0,0,0,0,4,"JanuaryÂ 28,Â 2013",
We Still In This B****,B.O.B featuring T.I. &amp; JUICY J,13,97,64,19,57,37753161,0.691,0.7929999999999999,1.0,-3.506,1.0,0.131,0.0131,0.0,0.112,0.398,140.011,247494.0,4.0,0,0,0,0,0,,
Rich As Fuck,LIL WAYNE featuring 2 CHAINZ,13,78,38,20,64,32992733,0.523,0.5920000000000001,1.0,-6.266,1.0,0.484,0.0376,0.0,0.476,0.88,78.487,223173.0,5.0,0,0,0,5,24,"AprilÂ 9,Â 2013",
One Of Those Nights,TIM McGRAW,12,96,32,20,51,7607987,0.529,0.777,7.0,-5.567,1.0,0.0319,0.012,0.0,0.116,0.38,127.073,236520.0,4.0,0,0,0,3,20,"NovemberÂ 12,Â 2012",
Neva End,FUTURE,12,99,52,20,51,59357191,0.59,0.561,2.0,-7.612999999999999,1.0,0.058,0.00911,0.0,0.0981,0.15,134.936,262307.0,4.0,0,0,0,0,1,"DecemberÂ 4,Â 2012",
"Bitch, Don't Kill My Vibe",KENDRICK LAMAR,13,84,32,17,67,97537848,0.648,0.6890000000000001,1.0,-9.064,1.0,0.0761,0.0146,0.0,0.424,0.12,134.082,310720.0,4.0,0,0,0,7,22,"MarchÂ 18,Â 2013",
Kisses Down Low,KELLY ROWLAND,13,80,77,7,53,33905700,0.633,0.726,5.0,-9.318,0.0,0.0678,0.017,5.37e-05,0.102,0.218,137.98,254867.0,4.0,0,0,0,4,17,"FebruaryÂ 1,Â 2013",
The Phoenix,FALL OUT BOY,13,80,80,1,66,26716968,0.57,0.962,4.0,-2.989,0.0,0.078,0.000436,1.73e-06,0.59,0.383,138.013,244960.0,4.0,1,0,0,0,1,"July 16, 2013",
Cups,ANNA KENDRICK,13,93,6,44,27,394644119,0.871,0.442,0.0,-8.766,1.0,0.0958,0.052000000000000005,0.008190000000000001,0.0381,0.769,129.964,128013.0,4.0,2,0,0,0,0,February 2011,
Karate Chop (Remix),FUTURE featuring LIL WAYNE,13,93,82,10,51,14766200,0.755,0.5760000000000001,11.0,-5.4270000000000005,1.0,0.155,0.0032600000000000003,0.0,0.147,0.555,134.877,276373.0,4.0,0,0,0,0,1,"FebruaryÂ 19,Â 2013",
Clarity,ZEDD featuring FOXES,13,86,8,33,67,226083463,0.514,0.7759999999999999,8.0,-3.393,1.0,0.0783,0.0371,0.0,0.0735,0.21,127.975,271427.0,4.0,0,0,0,1,1,2011â2012,
One Way Or Another (Teenage Kicks),ONE DIRECTION,13,45,13,8,53,372700208,0.489,0.867,4.0,-3.1210000000000004,0.0,0.071,0.025,0.0,0.586,0.409,162.131,157293.0,4.0,0,0,0,0,0,17 February 2013,
Molly,SPONGE,95,56,55,18,47,271256,0.459,0.6729999999999999,1.0,-8.846,1.0,0.028,1.49e-05,0.0017399999999999998,0.0505,0.5489999999999999,101.159,221500.0,4.0,0,0,0,0,0,1995,
All Around The World,LISA STANSFIELD,90,78,3,22,57,13366826,0.436,0.914,1.0,-4.6080000000000005,1.0,0.192,0.552,1.68e-06,0.0876,0.765,101.211,265760.0,4.0,0,0,0,0,2,16 October 1989,
Pusher Love Girl,JUSTIN TIMBERLAKE,13,64,64,2,49,4737385,0.485,0.441,1.0,-8.248,0.0,0.0775,0.466,0.000936,0.485,0.511,140.009,482360.0,4.0,0,0,0,10,38,May â July 2012,
Hey Pretty Girl,KIP MOORE,13,97,41,20,61,13280214,0.29100000000000004,0.4,2.0,-10.615,1.0,0.0306,0.145,1.86e-05,0.259,0.0935,83.11200000000002,215920.0,1.0,0,0,0,0,0,"JanuaryÂ 28,Â 2013",
If I Lose Myself,ONEREPUBLIC,13,89,76,4,57,73383899,0.484,0.715,2.0,-6.005,1.0,0.0478,0.0923,0.0,0.112,0.313,140.07299999999998,241640.0,4.0,0,0,0,0,1,"January 8, 2013",
Show Out,JUICY J featuring BIG SEAN and YOUNG JEEZY,13,98,75,8,55,36743563,0.8390000000000001,0.665,1.0,-5.72,1.0,0.232,0.14400000000000002,0.0,0.132,0.583,130.046,269160.0,4.0,0,0,0,0,1,2011â13,
More Than Miles,BRANTLEY GILBERT,13,98,73,19,52,14511324,0.469,0.773,5.0,-5.952000000000001,1.0,0.0389,0.035,0.000178,0.344,0.447,151.961,252867.0,4.0,0,0,0,0,0,"DecemberÂ 16,Â 2013",
Beat This Summer,BRAD PAISLEY,13,99,46,19,49,12887293,0.563,0.722,6.0,-5.252000000000002,1.0,0.0407,0.313,0.0,0.393,0.8009999999999999,150.039,281453.0,4.0,0,0,0,3,18,"MarchÂ 4,Â 2013",
Same Love,MACKLEMORE &amp; RYAN LEWIS featuring MARY LAMBERT,13,93,11,28,71,184430515,0.688,0.473,8.0,-9.059,1.0,0.16699999999999998,0.716,4.46e-05,0.104,0.299,84.958,318525.0,4.0,0,0,0,0,0,"July 18, 2012",
DONE.,THE BAND PERRY,13,87,43,20,49,13932862,0.65,0.89,1.0,-2.995,1.0,0.0366,0.322,0.0,0.0543,0.757,100.053,205267.0,4.0,0,0,0,0,0,1984,
Anywhere With You,RUBBER RODEO,84,90,86,5,5,16479,0.562,0.8390000000000001,0.0,-7.9220000000000015,1.0,0.0389,0.000239,0.52,0.159,0.762,164.535,279533.0,4.0,0,0,0,0,1,0,
Wild For The Night,A$AP ROCKY featuring SKRILLEX,13,96,80,14,73,77302522,0.7559999999999999,0.857,2.0,-4.185,1.0,0.336,0.0452,0.0,0.121,0.688,140.016,212640.0,4.0,0,0,0,0,0,"March 26, 2013",
Changed,RASCAL FLATTS,12,73,73,1,51,3925192,0.443,0.5589999999999999,4.0,-6.691,1.0,0.0358,0.0784,1.17e-05,0.0987,0.29100000000000004,140.429,262227.0,4.0,0,0,0,0,4,"September 20, 1991",
Lego House,ED SHEERAN,13,98,42,16,73,225047573,0.5920000000000001,0.637,11.0,-8.48,1.0,0.0992,0.562,0.0,0.13,0.565,159.701,185093.0,4.0,0,0,0,2,11,11Â NovemberÂ 2011,
Freaks,PLAY-N-SKILLZ,4,69,69,10,35,533290,0.716,0.605,1.0,-6.149,0.0,0.213,0.0826,0.0,0.224,0.7959999999999999,68.959,267987.0,4.0,0,0,0,0,1,2004â2005,
Dope,LADY GAGA,13,8,8,2,45,10774906,0.336,0.4270000000000001,0.0,-6.476,0.0,0.033,0.664,0.0,0.08199999999999999,0.158,130.751,221547.0,4.0,0,0,0,6,17,"NovemberÂ 4,Â 2013",
Johnny Angel,SHELLEY FABARES,62,112,1,16,30,4466608,0.369,0.385,0.0,-9.132,1.0,0.0282,0.872,0.0,0.279,0.735,108.025,139320.0,4.0,2,0,0,0,0,February 1962,
Good Luck Charm,JAGGED EDGE,6,100,73,10,45,12858993,0.634,0.653,11.0,-5.89,1.0,0.0689,0.434,0.0,0.109,0.5,116.156,264640.0,4.0,0,0,0,0,1,2006,
Slow Twistin',CHUBBY CHECKER with DEE DEE SHARP,62,60,3,14,4,1686444,0.589,0.586,9.0,-9.62,1.0,0.0293,0.000334,0.0,0.381,0.657,116.034,292027.0,4.0,0,0,0,1,1,,
Mashed Potato Time,DEE DEE SHARP,62,119,2,19,36,3267459,0.677,0.473,2.0,-6.9860000000000015,1.0,0.036000000000000004,0.0784,3.43e-05,0.0558,0.847,125.063,150867.0,4.0,0,0,0,0,0,,
Young World,RICK NELSON,62,84,5,13,41,155208,0.657,0.384,6.0,-16.377,1.0,0.314,0.000458,0.0,0.101,0.716,169.183,277267.0,4.0,0,0,0,1,1,"Pedernales Recording Studio,",
Don't Break The Heart That Loves You,THE BERNIE LEIGHTON PIANO AND ORCHESTRA,62,102,101,3,0,0,0.376,0.309,9.0,-11.295,1.0,0.035,0.112,0.312,0.272,0.503,219.066,184875.0,3.0,0,0,0,0,0,0,
Lover Please,CLYDE McPHATTER,62,104,7,15,24,248256,0.5579999999999999,0.7709999999999999,5.0,-5.346,0.0,0.303,0.727,0.0,0.12,0.947,82.287,116240.0,4.0,0,0,0,0,0,September,
Midnight In Moscow,KENNY BALL AND HIS JAZZMEN,62,79,2,14,7,362293,0.504,0.5579999999999999,5.0,-9.985,0.0,0.0301,0.618,0.8640000000000001,0.0679,0.935,166.739,182507.0,4.0,0,0,0,0,0,1955,
Soldier Boy,THE SHIRELLES,62,63,1,14,38,2196714,0.569,0.198,10.0,-15.481,1.0,0.0265,0.754,0.0002,0.331,0.622,97.595,162013.0,4.0,0,0,0,0,0,March,
Love Me Warm And Tender,PAUL ANKA,62,85,12,12,33,44639,0.633,0.611,4.0,-8.583,0.0,0.0451,0.495,0.0,0.41,0.7959999999999999,110.409,139333.0,4.0,0,0,0,0,0,1974â1980 (1981 UK edition (EMI) &amp; 2011 UK edition (Island) &amp; 1994 U.S. edition),
Shout (Part 1),THE ISLEY BROTHERS,59,112,47,10,1,108784,0.281,0.831,1.0,-13.108,1.0,0.0552,0.444,0.0,0.387,0.7859999999999999,167.622,153893.0,4.0,0,0,1,0,0,"September 21, 1959",
Let Me In,THE OSMONDS,73,86,36,10,15,477223,0.172,0.479,0.0,-10.765,1.0,0.0345,0.696,0.0,0.35100000000000003,0.442,163.06,219173.0,4.0,0,0,0,0,0,"September 1, 1973",
Dear One,LARRY FINEGAN,62,100,11,14,29,574818,0.3670000000000001,0.8959999999999999,4.0,-10.893,1.0,0.0537,0.394,0.0,0.129,0.748,180.644,183562.0,4.0,0,0,0,0,0,0,
Twistin' The Night Away,SAM COOKE,62,70,9,15,54,8593341,0.458,0.8009999999999999,9.0,-7.83,1.0,0.0565,0.691,0.0,0.328,0.93,160.547,159853.0,4.0,0,0,1,0,6,"January 9, 1962",
What's Your Name,DON AND JUAN,62,72,7,13,33,102871,0.55,0.38,5.0,-7.962999999999999,1.0,0.0257,0.845,0.0,0.0791,0.795,99.789,135427.0,3.0,0,0,0,0,0,1962,
Stranger On The Shore,MR. ACKER BILK,62,80,1,21,35,5798684,0.252,0.303,3.0,-13.59,1.0,0.0327,0.528,0.925,0.11,0.22,73.62,197827.0,4.0,1,0,0,0,0,,
"Twist, Twist Senora",GARY (U.S.) BONDS,62,68,9,10,5,54776,0.634,0.8290000000000001,10.0,-7.678,1.0,0.0496,0.6579999999999999,0.012,0.87,0.851,93.48,157893.0,4.0,0,0,0,0,0,"November 17, 1961",
