Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Hey Paula,PAUL AND PAULA,1962-12-29,96,1,15
Ruby Baby,DION,1963-01-19,69,2,13
Walk Like A Man,THE FOUR SEASONS,1963-01-26,40,1,13
Walk Right In,THE ROOFTOP SINGERS,1962-12-29,116,1,14
Rhythm Of The Rain,THE CASCADES,1963-01-05,117,3,17
From A Jack To A King,NED MILLER,1962-12-08,125,6,16
You're The Reason I'm Living,BOBBY DARIN,1963-01-19,87,3,14
Blame It On The Bossa Nova,EYDIE GORME,1963-01-12,107,7,16
You've Really Got A Hold On Me,THE MIRACLES,1962-12-01,128,8,17
Wild Weekend,THE REBELS,1962-12-22,119,8,18
He's Sure The Boy I Love,THE CRYSTALS (THE BLOSSOMS),1962-12-29,93,11,12
Little Town Flirt,DEL SHANNON,1962-12-22,97,12,14
Send Me Some Lovin',SAM COOKE,1963-01-19,121,13,10
Fly Me To The Moon - Bossa Nova,JOE HARNELL AND HIS ORCHESTRA,1962-12-15,128,14,15
The Night Has A Thousand Eyes,BOBBY VEE,1962-12-01,129,3,15
Mama Didn't Lie,JAN BRADLEY,1963-01-05,98,14,14
What Will Mary Say,JOHNNY MATHIS,1963-01-26,81,9,12
Up On The Roof,THE DRIFTERS,1962-10-13,120,5,23
Loop De Loop,JOHNNY THUNDER,1962-12-22,80,4,11
Go Away Little Girl,STEVE LAWRENCE,1962-11-03,125,1,18
The End Of The World,SKEETER DAVIS,1963-01-05,115,2,20
Cast Your Fate To The Wind,THE VINCE GUARALDI TRIO,1962-12-01,127,22,19
In Dreams,ROY ORBISON,1963-02-09,81,7,13
Alice In Wonderland,NEIL SEDAKA,1963-02-02,85,17,10
One Broken Heart For Sale,ELVIS PRESLEY with THE MELLOW MEN,1963-02-16,59,11,9
Love (Makes The World Go 'Round),PAUL ANKA,1963-01-19,66,26,8
Our Day Will Come,RUBY AND THE ROMANTICS,1963-02-02,124,1,14
The Gypsy Cried,LOU CHRISTIE,1963-01-05,91,24,13
Call On Me,BOBBY BLAND,1963-01-05,79,22,12
Our Winter Love,BILL PURCELL,1963-01-26,105,9,15
Greenback Dollar,THE KINGSTON TRIO,1963-01-26,96,21,11
Your Used To Be,BRENDA LEE,1963-01-26,73,32,7
I Wanna Be Around,TONY BENNETT,1963-01-12,90,14,16
Let's Turkey Trot,LITTLE EVA,1963-02-02,82,20,10
It's Up To You,RICK NELSON,1962-12-15,58,6,12
Boss Guitar,DUANE EDDY AND THE REBELETTES,1963-02-09,86,28,9
Butterfly Baby,BOBBY RYDELL,1963-02-09,74,23,9
Half Heaven - Half Heartache,GENE PITNEY,1962-12-15,84,12,12
That's The Way Love Is,BOBBY BLAND,1963-01-19,81,33,10
Let's Limbo Some More,CHUBBY CHECKER,1963-02-16,65,20,9
Cinnamon Cinder (It's A Very Nice Dance),THE PASTEL SIX,1962-12-22,127,25,11
My Dad,PAUL PETERSEN,1962-11-17,93,6,16
Hitch Hike,MARVIN GAYE,1963-01-05,110,30,13
My Coloring Book,SANDY STEWART,1962-12-22,111,20,11
I Saw Linda Yesterday,DICKEY LEE,1962-12-08,74,14,12
Days Of Wine And Roses,HENRY MANCINI AND HIS ORCHESTRA,1963-01-19,105,33,19
She'll Never Know,BRENDA LEE,1963-01-26,66,47,6
"Puddin N' Tain (Ask Me Again, I'll Tell You The Same)",THE ALLEY CATS,1963-01-12,88,43,7
Every Day I Have To Cry,STEVE ALAIMO,1963-01-05,92,46,10
South Street,THE ORLONS,1963-02-16,76,3,13
Tell Him,THE EXCITERS,1962-12-01,81,4,13
Tell Him I'm Not Home,CHUCK JACKSON,1963-01-26,115,42,11
My Coloring Book,KITTY KALLEN,1962-12-22,89,18,10
All About My Girl,JIMMY McGRIFF,1963-01-05,81,50,11
Who Stole The Keeshika,THE MATYS BROTHERS,1963-01-19,96,55,9
Settle Down (Goin' Down That Highway),"PETER, PAUL AND MARY",1963-01-19,78,56,6
Java,FLOYD CRAMER,1962-12-29,86,49,11
I'm Gonna Be Warm This Winter,CONNIE FRANCIS,1962-12-15,82,18,11
All I Have To Do Is Dream,RICHARD CHAMBERLAIN,1963-02-09,89,14,12
Proud,JOHNNY CRAWFORD,1962-12-29,117,29,9
Big Wide World,TEDDY RANDAZZO,1963-01-12,104,51,10
As Long As She Needs Me,SAMMY DAVIS JR.,1963-01-26,95,59,9
I Really Don't Want To Know,"""LITTLE ESTHER"" PHILLIPS",1963-02-09,72,61,5
I'm A Woman,PEGGY LEE,1963-01-05,75,54,9
Love For Sale,THE ARTHUR LYMAN GROUP,1963-01-26,119,43,12
"Baby, Baby, Baby",SAM COOKE,1963-01-19,125,66,9
Don't Make Me Over,DIONNE WARWICK,1962-12-08,78,21,12
Strange I Know,THE MARVELETTES,1962-12-01,91,49,14
Pin A Medal On Joey,JAMES DARREN,1963-02-09,90,54,6
Two Lovers,MARY WELLS,1962-11-24,119,7,14
Would It Make Any Difference To You,ETTA JAMES,1963-01-05,106,64,8
Chicken Feed,BENT FABRIC AND HIS PIANO,1962-12-29,108,63,10
Why Do Lovers Break Each Others Hearts,BOB B. SOXX AND THE BLUE JEANS,1963-02-09,105,38,10
They Remind Me Too Much Of You,ELVIS PRESLEY with THE MELLOW MEN,1963-02-16,119,53,5
Ridin' The Wind,THE TORNADOES,1963-02-02,101,63,7
I'm The One Who Loves You,THE IMPRESSIONS,1963-02-09,80,73,6
Twenty Miles,CHUBBY CHECKER,1963-02-23,77,15,12
Laughing Boy,MARY WELLS,1963-02-23,78,15,9
Let's Stomp,BOBBY COMSTOCK,1963-01-26,122,57,9
"Hi-Lili, Hi-Lo",RICHARD CHAMBERLAIN,1963-02-02,110,64,7
Ain't Gonna Kiss Ya,THE RIBBONS,1963-02-02,93,81,4
Mr. Bass Man,JOHNNY CYMBAL,1963-02-16,99,16,13
Leavin' On Your Mind,PATSY CLINE,1963-01-19,119,83,6
I'm In Love Again,RICK NELSON,1963-02-23,84,67,6
Rainbow,GENE CHANDLER,1963-02-09,104,47,14
Don't Set Me Free,RAY CHARLES,1963-02-23,86,20,8
He's So Fine,THE CHIFFONS,1963-02-23,87,1,15
"Theme From ""Lawrence Of Arabia""",FERRANTE AND TEICHER,1963-02-02,100,84,16
Bossa Nova U.S.A.,THE DAVE BRUBECK QUARTET,1963-02-02,96,69,7
Linda,JAN AND DEAN,1963-02-23,90,28,13
"The 2,000 Pound Bee (Part 2)",THE VENTURES,1963-02-02,107,91,6
"From The Bottom Of My Heart (Dammi, Dammi, Dammi)",DEAN MARTIN,1963-01-19,97,91,6
Don't Fence Me In,GEORGE MAHARIS,1963-02-23,93,93,4
Yakety Sax,BOOTS RANDOLPH,1963-02-09,115,35,11
What Does A Girl Do,MARCIE BLANE,1963-02-16,111,82,6
Don't Be Cruel,BARBARA LYNN,1963-02-23,96,93,6
The Jive Samba,THE CANNONBALL ADDERLEY SEXTET,1963-02-09,123,66,8
Faded Love,JACKIE DeSHANNON,1963-02-16,130,97,4
Meditation (Meditacao),CHARLIE BYRDE,1963-02-16,105,66,9
Only You (And You Alone),MR. ACKER BILK,1963-02-02,80,77,6
Don't Let Me Cross Over,CARL BUTLER,1963-02-02,119,88,7
M.G. Blues,JIMMY McGIRFF,1963-02-02,95,95,4
Is This Me,JIM REEVES,1963-02-02,126,103,9
"Baby, You're Driving Me Crazy",JOEY DEE,1963-01-19,120,100,6
The Bird,THE DUTONES,1963-02-16,125,101,7
I Will Live My Life For You,TONY BENNETT,1963-01-05,94,85,8
Jellybread,BOOKER T. AND THE MG'S,1962-12-15,106,82,12
The (Bossa Nova) Bird,THE DELLS,1962-12-22,99,97,10
I'd Rather Be Here In Your Arms,THE DUPREES,1963-01-26,98,91,5
If Mary's There,BRIAN HYLAND,1963-02-23,110,88,5
Do The Bird,DEE DEE SHARP,1963-02-23,111,10,12
Every Beat Of My Heart,JAMES BROWN AND THE FAMOUS FLAMES,1963-02-09,99,99,5
Feelin' Sad,RAY CHARLES,1963-02-23,113,113,1
Am I That Easy To Forget,"""LITTLE ESTHER"" PHILLIPS",1963-02-09,117,112,4
My Foolish Heart,THE DEMENSIONS,1963-02-16,110,95,5
That's All,RICK NELSON,1963-02-23,116,48,7
Anything You Can Do,THE MAJORS,1963-02-23,117,117,1
Half Time,THE ROUTERS,1963-02-16,115,115,2
Like Locomotion,THE TORNADOES,1963-02-23,119,119,1
Meditation (Meditacao),PAT BOONE,1963-02-23,120,91,4
Four Letter Man,FREDDY CANNON,1963-02-09,125,121,3
Don't Mention My Name,THE SHEPHARD SISTERS,1963-02-23,122,94,12
Just A Simple Melody,PATTI PAGE,1963-02-23,123,114,3
Days Of Wine And Roses,ANDY WILLIAMS,1963-02-23,124,26,15
Sax Fifth Avenue,JOHNNY BEECHER AND HIS BUCKINGHAM ROAD QUINTET,1963-02-23,125,65,9
Boss,THE RUMBLERS,1963-01-26,125,87,7
The Brightest Smile In Town,RAY CHARLES,1963-02-23,127,92,4
Little Star,BOBBY CALLENDER,1963-02-23,128,95,5
Face In The Crowd,JIMMIE RODGERS,1963-02-23,129,129,1
He's Got The Power,THE EXCITERS,1963-02-23,130,57,9
The Bossa Nova Watusi Twist,FREDDY KING,1963-02-23,131,131,1
Any Other Way,JACKIE SHANE,1963-02-23,132,132,1
Shirley,TONY ORLANDO,1963-02-23,133,133,1
I'll Release You,TED TAYLOR,1963-02-23,134,134,1
