Song,Artist,Endurance_Score,Predicted_Endurance_Score,Entry_Position,Peak_Position,Total_Weeks,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Movies_TV_feature_count,Oscars_won,Artist_lifetime_grammy_achievement,Artist_grammy_wins,Artist_grammy_nominations,artist popularity,TopSongsArtist,TopSongsArtist10,days_before_charting,TopSongsArtist100,Entry_Year,Age_Percentage_15_30
Welcome To The Black Parade,MY CHEMICAL ROMANCE,0.911650321,0.924242696,71,9,26,0.217,0.905,2,-4.103,0.0752,0.000289,0.00011,0.222,0.236,96.95,311107,4,0,0,0,0,0,80,0,1,18,6,2006,21
Breakout,SWING OUT SISTER,0.769881874,0.779151423,92,6,23,0.707,0.557,4,-12.834,0.0327,0.191,0.00384,0.0756,0.776,113.196,226453,4,0,0,0,0,2,49,0,1,0,3,1987,25
Hollaback,GWEN STEFANI,0.930350243,0.913046651,82,1,31,0.92,0.918,10,-2.072,0.0887,0.38,2.71E-06,0.0289,0.915,110.02,199907,4,0,0,0,3,18,79,1,2,0,9,2005,21
We're In This Love Together,AL JARREAU,0.792703715,0.783415361,88,15,24,0.63,0.539,5,-7.673,0.039,0.582,9.18E-05,0.639,0.563,158.724,225187,4,1,0,0,6,19,57,0,0,0,6,1981,27.3
Rhythm Divine,ENRIQUE IGLESIAS,0.819235914,0.818237084,90,32,17,0.634,0.969,0,-2.662,0.166,0.135,0,0.185,0.417,102.035,209467,4,0,0,0,1,4,85,2,0,0,3,1999,21
I Am Mine,PEARL JAM,0.85626889,0.727738599,74,43,8,0.323,0.728,7,-5.416,0.0321,0.00394,0.000447,0.102,0.489,161.586,215333,3,0,0,0,1,12,57.77835159,0,0,4,9,2002,20.8
Let's Make Love,FAITH HILL &amp; TIM McGRAW,0.815648231,0.713585136,83,54,14,0.362,0.459,0,-8.62,0.0274,0.342,0,0.111,0.158,147.063,252893,4,0,0,0,5,17,37,0,0,0,1,2000,20.9
Love Is A Wonderful Thing,THE ISLEY BROTHERS,0.40901405,0.488004165,110,110,1,0.58,0.731,5,-10.133,0.0774,0.648,0,0.623,0.883,83.08,116427,4,0,0,1,0,0,69,0,1,0,12,1966,22.1
A Few Questions,CLAY WALKER,0.269902957,0.750344554,78,55,13,0.586,0.247,7,-13.624,0.0284,0.413,0.0063,0.0905,0.115,140.943,224258,4,0,0,0,0,0,61,0,0,0,12,2003,20.9
A Little Too Much,CLARENCE HENRY,0.414960295,0.42095328,87,77,5,0.702,0.606,0,-8.276,0.0314,0.719,0,0.211,0.921,114.691,115800,4,0,0,0,0,0,39,0,0,0,2,1962,20.2
Hold On (Tighter To Love),CLUBLAND,0.253044575,0.649079323,97,79,12,0.702,0.812,0,-7.929,0.0556,0.000306,0.0265,0.0285,0.866,126.999,480960,4,0,0,0,0,0,22,0,0,0,1,1992,22.6
The Different Story (World Of Lust And Crime),PETER SCHILLING,0.643985325,0.666520172,92,61,10,0.629,0.731,4,-10.427,0.0279,0.153,0.00747,0.325,0.869,119.439,232773,4,0,0,0,0,0,53,0,0,0,2,1989,23.9
It's The Little Things,SONNY AND CHER,0.683485338,0.534692446,113,50,8,0.491,0.626,0,-8.511,0.0378,0.164,0,0.079,0.627,130.105,186067,4,0,0,0,0,3,57,0,3,0,7,1967,22.5
I Know You Want Me (Calle Ocho),PITBULL,0.933274939,0.936355526,66,2,35,0.82,0.731,9,-6.02,0.159,0.0133,1.94E-05,0.131,0.793,127.076,237120,4,0,0,0,1,1,88,0,2,18,6,2009,21
Matilda,COOKIE AND HIS CUPCAKES,0.291534804,0.524953852,94,47,15,0.534,0.298,1,-10.264,0.0332,0.74,0.475,0.132,0.843,122.817,126933,3,0,0,0,0,0,57.77835159,0,0,0,2,1959,19.6
Mr. Ice Cream Man,MASTER P,0.768550197,0.720112418,90,90,5,0.806,0.666,0,-5.755,0.117,0.026,0,0.72,0.571,131.939,307933,4,0,0,0,0,0,59,0,0,28,2,1996,21.2
Too Many Lovers,SHACK,0.175609255,0.238836075,120,120,1,0.736,0.801,11,-10.09,0.142,0.109,0,0.253,0.886,88.633,163000,4,0,0,0,0,0,1,0,0,0,0,1971,24.7
You're A Part Of Me,GENE COTTON with KIM CARNES,0.572160146,0.504306228,83,36,12,0.465,0.4,6,-8.025,0.029,0.781,5.47E-06,0.114,0.303,139.584,232493,4,0,0,0,0,0,15,0,0,0,1,1978,27.3
If I Give My Heart To You,KITTY KALLEN,0.505672143,0.522250068,110,34,16,0.247,0.221,7,-15.103,0.0322,0.873,1.12E-06,0.192,0.397,99.563,166867,4,0,0,0,0,0,57.77835159,0,0,0,2,1959,19.6
Love Jones,BRIGHTER SIDE OF DARKNESS,0.674302809,0.577237325,80,16,13,0.527,0.432,6,-14.044,0.0567,0.598,0.00536,0.306,0.544,137.973,270107,4,0,0,0,0,0,17,0,0,0,1,1972,25.3
When You're #1,GENE CHANDLER,0.581885831,0.61423217,105,99,7,0.784,0.884,7,-6.962,0.0596,0.0293,0.00775,0.0591,0.828,119.916,553827,4,0,0,0,0,0,45,1,0,0,13,1979,27.4
Blue Moon With Heartache,ROSANNE CASH,0.638906433,0.662680177,109,104,4,0.557,0.187,11,-15.762,0.0285,0.723,0.000102,0.112,0.147,97.436,266667,4,0,0,0,4,15,51,0,0,63,1,1982,27.1
Wade In The Water,RAMSEY LEWIS,0.625894413,0.686380167,100,19,13,0.655,0.634,0,-12.475,0.0277,0.208,0.263,0.0568,0.832,134.802,230333,4,1,0,0,3,4,44,0,1,0,7,1966,22.1
Deadbeat Club,B-52'S,0.720692409,0.681228761,84,30,11,0.717,0.825,1,-6.104,0.0349,0.02,4.95E-05,0.321,0.939,126.984,296000,4,0,0,0,0,0,64,0,2,0,4,1990,23.5
Fire Escape,FASTBALL,0.65003002,0.691436153,89,86,8,0.585,0.822,6,-5.747,0.0293,0.00405,0.0535,0.0728,0.832,125.679,201133,4,0,0,0,0,2,54,0,0,0,2,1998,20.9
Right Back Where We Started From,SINITTA,0.676038432,0.609319649,84,84,4,0.76,0.639,5,-10.536,0.0314,0.097,0.000178,0.0573,0.973,145.072,192464,4,0,0,0,0,0,37,0,0,0,1,1989,23.9
Time To Kill,THE BAND,0.652165569,0.596677606,121,77,5,0.76,0.785,9,-8.413,0.0595,0.456,0.000245,0.221,0.73,116.374,206472,4,0,0,0,0,0,68,0,0,0,7,1970,24
Vulnerable,SECONDHAND SERENADE,0.780020038,0.789704277,83,83,1,0.422,0.519,0,-5.531,0.0339,0.549,0,0.102,0.358,179.811,200160,4,0,0,0,0,0,66,0,0,146,2,2007,20.9
Where Are You Going,DAVE MATTHEWS BAND,0.819965368,0.851753576,76,39,20,0.444,0.583,7,-8.121,0.0259,0.5,0.15,0.105,0.258,97.492,231867,4,1,0,0,0,1,71,0,0,0,4,2002,20.8
Crazy Train,OZZY OSBOURNE,0.866811859,0.813964328,110,106,5,0.453,0.906,9,-4.001,0.115,0.361,0.000569,0.26,0.473,137.575,296200,4,3,0,0,3,8,74,0,0,0,4,1981,27.3
Tip On In (Part 1),SLIM HARPO,0.509456558,0.49030517,127,127,2,0.935,0.414,4,-15.317,0.0429,0.227,0.145,0.1,0.924,126.574,171427,4,0,0,0,0,0,41,0,0,0,2,1967,22.5
Bad Luck,HAROLD MELVIN &amp; THE BLUE NOTES,0.708766532,0.730424013,88,15,17,0.626,0.779,9,-11.718,0.0873,0.3,0,0.138,0.649,119.637,383907,4,0,0,0,0,0,57,0,0,0,2,1975,26.7
All The Above,MAINO featuring T-PAIN,0.871927303,0.839960878,54,39,20,0.374,0.888,8,-3.197,0.12,0.0762,0,0.202,0.365,148.828,319940,4,0,0,0,0,0,59,0,0,25,1,2009,21
I Created A Monster,Z.Z. HILL,0.313150551,0.497565885,109,109,1,0.618,0.8,11,-8.552,0.0632,0.198,0.00104,0.205,0.847,142.852,250133,4,0,0,0,0,0,40,0,0,0,0,1975,26.7
Cracklin' Rosie,NEIL DIAMOND,0.795842619,0.823668234,62,1,15,0.562,0.492,1,-14.669,0.0341,0.352,0,0.164,0.858,127.811,179933,4,2,0,0,1,13,71,2,8,0,28,1970,24
Hung Up In Your Eyes,BRIAN HYLAND,0.459804653,0.443149649,81,58,5,0.444,0.389,3,-9.427,0.0301,0.763,0,0.221,0.658,98.233,144692,4,0,0,0,0,0,49,2,1,0,11,1967,22.5
My Melancholy Baby,TOMMY EDWARDS,0.218855764,0.507918243,64,26,8,0.479,0.32,2,-13.989,0.0313,0.703,0.000135,0.158,0.319,123.717,160733,3,0,0,0,0,0,36,0,0,0,2,1959,19.6
Searchin',BLACKFOOT,0.567711528,0.602989365,108,108,1,0.327,0.638,2,-13.051,0.0505,0.0143,0.00282,0.0656,0.404,125.389,340067,4,0,0,0,0,0,50,0,0,0,3,1981,27.3
Lucky Man,"EMERSON, LAKE AND PALMER",0.821546869,0.704232005,92,48,12,0.346,0.379,7,-15.662,0.0304,0.0914,0.0566,0.0486,0.478,154.01,275920,3,0,0,0,0,0,56,0,0,72,3,1971,24.7
You Keep Me Hanging On,WILSON PICKETT,0.506415842,0.44274898,94,92,3,0.603,0.681,11,-6.804,0.0535,0.775,0,0.366,0.636,123.58,172373,3,0,0,0,0,5,57.77835159,0,1,0,21,1969,23.5
Touch Me Baby,ULTIMATE,0.529231222,0.410380835,105,82,4,0.742,0.642,8,-12.469,0.0814,0.245,0.0974,0.0659,0.675,130.4,635307,4,0,0,0,0,0,9,0,0,0,1,1979,27.4
Pop Champagne,RON BROWZ featuring JIM JONES &amp; JUELZ SANTANA,0.751759517,0.826436763,96,22,20,0.58,0.442,0,-6.589,0.261,0.0275,0,0.0978,0.506,96.114,221000,4,0,0,0,0,0,60,0,0,0,1,2008,21
Untitled (How Does It Feel),D'ANGELO,0.83370741,0.826384543,77,25,17,0.833,0.301,4,-10.015,0.0586,0.187,0.0234,0.0866,0.204,112.631,430800,3,0,0,0,0,0,69,0,0,21,4,2000,20.9
Tiger,FABIAN,0.339050926,0.541505063,115,3,14,0.425,0.379,7,-13.892,0.0942,0.941,0.0185,0.393,0.903,159.188,132366,4,0,0,0,0,0,23,0,2,0,5,1959,19.6
Inner City Blues (Make Me Wanna Holler),MARVIN GAYE,0.831837934,0.729737259,62,9,9,0.633,0.6,11,-9.093,0.0339,0.714,0.161,0.078,0.687,94.096,331960,4,0,0,1,2,12,78,2,9,23,17,1971,24.7
Basketball,KURTIS BLOW,0.75564263,0.63781907,85,71,6,0.893,0.698,7,-8.336,0.097,0.0889,0.000381,0.229,0.896,104.986,383533,4,0,0,0,0,0,44,0,0,0,2,1985,26
Help Is On The Way,THE LITTLE RIVER BAND,0.315607112,0.734713907,84,14,22,0.547,0.661,11,-10.044,0.0271,0.00396,0.0614,0.14,0.472,108.065,247302,4,0,0,0,0,0,57.77835159,0,3,0,5,1977,27.3
Catching The Sun,SPYRO GYRA,0.685741853,0.648869509,109,68,9,0.689,0.567,5,-9.393,0.0321,0.408,0.185,0.0831,0.546,96.353,280933,4,0,0,0,0,13,49,0,0,0,4,1980,27.4
Love Of A Woman,TRAVIS TRITT,0.765308739,0.799063993,76,39,20,0.324,0.574,7,-5.647,0.0292,0.239,0,0.143,0.335,74.101,217533,4,0,0,0,2,9,66,0,0,0,5,2001,20.9
I Love You Always Forever,DONNA LEWIS,0.854610674,0.827967156,95,2,41,0.744,0.453,5,-11.977,0.0348,0.627,0.421,0.0898,0.122,103.773,239960,4,0,0,0,0,0,55,0,1,39,0,1996,21.2
Your Body Is A Wonderland,JOHN MAYER,0.910506226,0.879273265,63,18,29,0.647,0.729,5,-6.251,0.0236,0.0206,0.0489,0.134,0.687,94.01,249627,4,0,0,0,7,19,86,0,0,19,13,2002,20.8
So Sexy,TWISTA,0.758527731,0.821092516,75,25,17,0.868,0.805,11,-3.218,0.178,0.126,0,0.096,0.544,143.983,231200,4,0,0,0,0,2,71,0,1,4,6,2004,20.9
Love King,THE-DREAM,0.768152878,0.815049167,98,98,2,0.618,0.684,10,-4.392,0.029,0.0341,0,0.112,0.42,84.034,251827,4,0,0,0,0,0,76,0,0,0,3,2010,20.9
All Cried Out,ALLURE featuring 112,0.801748262,0.756387457,40,4,25,0.613,0.464,1,-8.918,0.0241,0.176,0,0.103,0.176,139.802,275773,4,0,0,0,0,0,41,0,1,0,0,1997,21
Every Day Of The Week,JADE,0.68249294,0.779457024,53,20,22,0.757,0.68,1,-8.857,0.0338,0.0039,0,0.0742,0.83,97.381,315600,4,0,0,0,0,0,50,0,0,0,3,1994,21.8
"Run, Run Away",SLADE,0.332015607,0.755331132,67,20,17,0.327,0.373,2,-6.294,0.033,0.673,0,0.302,0.224,119.379,353909,4,0,0,0,0,0,57.77835159,0,0,85,2,1984,26.6
I Need A Girl (Part One),P. DIDDY featuring USHER &amp; LOON,0.856488836,0.873728611,74,2,23,0.66,0.707,6,-5.758,0.208,0.397,0,0.211,0.761,89.279,268800,4,0,0,0,0,0,77,0,1,0,0,2002,20.8
Face The Music,RTZ,0.51593079,0.487504673,90,49,10,0.666,0.909,4,-11.076,0.0955,0.341,0,0.246,0.535,118.137,245907,4,0,0,0,0,0,16,0,0,0,3,1991,23
Jam On It,NEWCLEUS,0.829238735,0.707287903,95,56,15,0.804,0.782,6,-6.224,0.0606,0.00302,0.0872,0.662,0.346,116.806,383600,4,0,0,0,0,0,41,0,0,0,1,1984,26.6
Walk Away From Love,DAVID RUFFIN,0.790359804,0.712417207,90,9,15,0.632,0.801,10,-8.06,0.0892,0.228,7.94E-06,0.448,0.774,102.236,330360,4,0,0,0,0,1,48,0,2,0,4,1975,26.7
Jimmy's Girl,JOHNNY TILLOTSON,0.524742214,0.571642962,95,25,11,0.586,0.348,1,-11.101,0.0275,0.858,0,0.13,0.526,108.566,164960,4,0,0,0,0,1,49,0,3,0,16,1961,19.9
Radio Romance,TIFFANY,0.544890112,0.648927873,84,35,9,0.624,0.739,11,-11.179,0.0319,0.0129,0.000221,0.4,0.801,136.169,244827,4,0,0,0,0,0,55,2,2,56,2,1989,23.9
Badaboom,B2K featuring FABOLOUS,0.518558458,0.740638735,91,59,8,0.8,0.644,4,-4.898,0.148,0.0215,0.00059,0.0924,0.816,96.015,222387,4,0,0,0,0,0,60,0,0,0,1,2003,20.9
Personal Jesus,DEPECHE MODE,0.879551454,0.798960687,97,28,20,0.637,0.682,11,-11.625,0.0366,0.0112,0.0234,0.0473,0.714,129.983,224907,4,0,0,0,0,5,77,0,1,103,14,1989,23.9
Rock & Roll Music,BEACH BOYS,0.664843358,0.763654982,75,5,17,0.686,0.705,4,-7.259,0.233,0.237,0,0.0411,0.943,143.889,148973,4,0,0,1,0,4,76,1,7,0,11,1976,26.9
The Last Dance,THE McGUIRE SISTERS,0.590164109,0.38858591,106,106,1,0.54,0.53,4,-10.583,0.0361,0.614,0,0.198,0.896,143.453,154960,4,0,0,0,0,0,57.77835159,0,0,0,0,1960,19.6
Maria (You Were The Only One),JIMMY RUFFIN,0.46905839,0.544861673,110,97,3,0.354,0.505,0,-11.812,0.0304,0.511,0.000702,0.0889,0.629,82.892,188208,4,0,0,0,0,0,54,0,2,0,4,1971,24.7
Take This Heart Of Mine,MARVIN GAYE,0.520402509,0.634371156,117,44,9,0.548,0.61,0,-10.647,0.0342,0.159,0,0.305,0.931,93.158,166893,4,0,0,1,2,12,78,2,9,9,17,1966,22.1
All I Have To Give,BACKSTREET BOYS,0.861329049,0.857166985,57,5,21,0.731,0.574,1,-7.114,0.029,0.0644,0,0.0675,0.392,95.995,276573,4,0,0,0,0,7,80,0,6,0,5,1999,21
Blue Star,THE VENTURES,0.460779051,0.429558629,122,120,3,0.681,0.551,9,-7.898,0.0265,0.772,0.769,0.145,0.525,103.857,145400,4,0,0,0,0,0,52,0,2,0,2,1966,22.1
The Moment I Knew,TAYLOR SWIFT,0.78659084,0.81417533,64,64,1,0.62,0.521,7,-7.217,0.0315,0.157,3.90E-06,0.0997,0.281,125.941,285560,4,0,0,0,10,29,57.77835159,4,14,0,35,2013,20.9
Brother Rapp,JAMES BROWN,0.495647024,0.573885693,77,32,8,0.757,0.795,3,-4.83,0.0451,0.48,0.764,0.121,0.773,138.947,323813,4,0,0,1,0,4,59,0,3,0,47,1970,24
Walk On The Ocean,TOAD THE WET SPROCKET,0.789201725,0.812323899,91,18,20,0.395,0.502,6,-8.328,0.0309,0.236,5.79E-06,0.332,0.323,183.237,178376,3,1,0,0,0,0,56,0,0,30,3,1992,22.6
Come On Little Angel,THE BELMONTS,0.5866654,0.580929422,115,28,15,0.489,0.592,0,-10.499,0.0403,0.705,0,0.327,0.799,138.414,181007,4,0,0,0,0,0,38,0,0,0,4,1962,20.2
Fife Piper,THE DYNATONES,0.224137333,0.54424982,112,53,11,0.752,0.493,2,-9.895,0.0397,0.426,0.833,0.0912,0.845,125.937,161507,4,0,0,0,0,0,57.77835159,0,0,0,1,1966,22.1
Memorize Your Number,LEIF GARRETT,0.564553908,0.559070638,90,60,9,0.782,0.418,9,-14.367,0.469,0.017,0,0.0868,0.893,140.936,167960,4,0,0,0,0,0,37,0,1,0,5,1979,27.4
When It's Love,VAN HALEN,0.799992348,0.820819311,69,5,19,0.563,0.623,2,-12.327,0.0252,0.0494,0.000159,0.184,0.393,99.34,337907,4,0,0,0,1,3,76,0,2,0,11,1988,24.5
Everyday America,SUGARLAND,0.745896931,0.776234353,95,68,10,0.645,0.854,7,-2.451,0.0459,0.359,5.89E-06,0.0754,0.676,100.996,232133,4,0,0,0,1,4,60,0,0,61,10,2007,20.9
Step Out,THE MAMAS AND THE PAPAS,0.58538927,0.601115247,90,81,3,0.678,0.484,6,-12.905,0.0356,0.69,0.00845,0.0879,0.921,81.475,182013,4,0,0,0,0,0,67,0,2,0,7,1972,25.3
You Can't Run From Love,EDDIE RABBITT,0.590572682,0.635222195,73,55,8,0.691,0.474,7,-9.972,0.0279,0.0776,2.69E-05,0.113,0.755,109.816,224013,4,0,0,0,0,4,54,1,2,23,7,1983,26.8
Lollipop,LIL WAYNE featuring STATIC MAJOR,0.937387713,0.922611079,85,1,28,0.828,0.433,0,-9.716,0.199,0.0656,0.000876,0.122,0.44,148.073,299333,4,0,0,0,5,24,93,1,0,0,0,2008,21
Amen,MEEK MILL featuring DRAKE,0.848164227,0.881507902,86,57,18,0.503,0.795,10,-4.505,0.335,0.178,0,0.042,0.265,149.981,289707,4,0,0,0,0,0,84,0,0,18,2,2012,20.9
Who's Gonna Ride Your Wild Horses,U2,0.780465363,0.794900399,77,35,16,0.436,0.687,7,-10.554,0.0376,0.0397,9.47E-05,0.0746,0.388,132.716,316427,4,0,0,0,22,46,84,2,3,68,20,1992,22.6
Limbo Rock,CHUBBY CHECKER,0.733423873,0.756324185,85,2,23,0.745,0.894,8,-4.811,0.0376,0.154,0.000646,0.0753,0.971,87.498,148520,4,1,0,0,1,1,56,1,4,0,20,1962,20.2
Look Of Love,LESLEY GORE,0.6362722,0.550073761,123,27,10,0.545,0.488,10,-12.911,0.039,0.775,7.39E-06,0.455,0.752,130.713,131040,4,0,0,0,0,3,54,1,2,0,14,1964,21.2
He's Got No Love,SEARCHERS,0.529966398,0.481685671,95,79,4,0.352,0.797,11,-6.472,0.0339,0.18,0,0.223,0.691,86.163,156440,4,0,0,0,0,0,51,0,0,0,6,1965,21.7
Love Never Fails,THE GREG KIHN BAND,0.432896097,0.574821078,77,59,6,0.783,0.654,2,-5.246,0.044,0.488,0.468,0.113,0.864,107.591,206360,4,0,0,0,0,0,43,0,1,0,3,1983,26.8
Baby I'm-A Want You,BREAD,0.817791843,0.743345324,77,3,12,0.613,0.289,8,-16.529,0.0305,0.743,1.57E-06,0.0617,0.553,144.188,150707,4,0,0,0,0,1,65,1,4,0,5,1971,24.7
Afro Puffs,THE LADY OF RAGE,0.773079872,0.721836362,75,57,11,0.799,0.876,10,-3.661,0.242,0.0424,1.08E-06,0.308,0.525,91.35,288333,4,1,0,0,0,0,43,0,0,0,1,1994,21.8
Ain't No Rest For The Wicked,CAGE THE ELEPHANT,0.903338303,0.798590215,83,83,3,0.634,0.849,0,-7.075,0.105,0.0438,0,0.363,0.919,156.004,175493,4,0,0,0,1,2,79,0,0,0,2,2009,21
C'est Si Bon (It's So Good),CONWAY TWITTY,0.539411527,0.580044642,114,22,12,0.597,0.627,0,-8.57,0.0475,0.718,0,0.379,0.851,120.991,134013,4,0,0,0,1,7,57.77835159,0,2,0,9,1960,19.6
He Gives Me Love (La La La),LESLEY GORE,0.353937468,0.421108351,123,119,3,0.444,0.487,2,-12.011,0.0358,0.526,0.000487,0.751,0.473,111.398,171400,4,0,0,0,0,3,54,1,2,0,14,1968,23.1
Just A Little While,JANET JACKSON,0.675994666,0.760545854,47,45,6,0.771,0.779,0,-3.571,0.0629,0.056,3.36E-05,0.0831,0.972,135.1,253107,4,0,0,0,5,26,72,6,6,0,3,2004,20.9
We Owned The Night,LADY ANTEBELLUM,0.810372538,0.844471842,47,31,20,0.657,0.714,1,-6.965,0.0273,0.281,0.000145,0.0838,0.488,99.991,197800,4,0,0,0,5,8,74,0,2,0,14,2011,20.9
I Want To Go Back There Again,CHRIS CLARK,0.49481251,0.335493279,122,114,3,0.546,0.659,5,-3.51,0.0292,0.16,0,0.0901,0.592,114.927,160680,4,0,0,0,0,0,23,0,0,0,0,1967,22.5
Hot Thing,PRINCE,0.653685978,0.699320244,80,63,9,0.769,0.763,6,-7.208,0.0877,0.00995,0.0109,0.0381,0.673,108.531,340707,4,0,0,0,7,38,77,3,8,0,12,1988,24.5
Celebrity Skin,HOLE,0.840939552,0.69627779,85,85,9,0.441,0.913,9,-6.065,0.0477,1.39E-05,9.24E-05,0.366,0.768,134.198,162493,4,0,0,0,0,3,61,0,0,0,2,1998,20.9
We Could,AL MARTINO,0.242448346,0.476203736,83,41,6,0.381,0.45,9,-12.014,0.035,0.826,0.00662,0.123,0.572,114.858,170813,3,0,0,0,0,0,57.77835159,0,2,0,19,1964,21.2
Norman,SUE THOMPSON,0.678944942,0.670254407,94,3,16,0.712,0.506,9,-9.415,0.0313,0.793,1.11E-06,0.115,0.966,127.255,140387,4,0,0,0,0,0,35,0,2,0,5,1961,19.9
No More (Baby I'ma Do Right),3LW,0.847114546,0.803779177,96,23,25,0.721,0.723,2,-7.08,0.0631,0.102,4.40E-06,0.0651,0.761,88.933,263440,4,0,0,0,0,0,51,0,0,0,2,2000,20.9
Ignorance,PARAMORE,0.908871979,0.841650553,67,67,1,0.522,0.964,11,-2.645,0.095,0.00109,0.000389,0.0387,0.51,170.944,218627,4,0,0,0,0,2,83,0,1,18,8,2009,21
I Am Beautiful,CANDICE GLOVER,0.669987107,0.605499666,93,93,1,0.627,0.56,4,-5.871,0.0345,0.499,2.34E-05,0.163,0.199,139.838,177053,4,0,0,0,0,0,28,0,0,16,1,2013,20.9
Hell On The Heart,ERIC CHURCH,0.822193383,0.806871328,100,67,12,0.637,0.89,0,-3.877,0.0312,0.0832,1.90E-06,0.0892,0.928,123.002,164733,4,0,0,0,0,4,79,0,0,0,19,2010,20.9
It Ends Tonight,THE ALL-AMERICAN REJECTS,0.876901448,0.899889101,97,8,23,0.335,0.676,0,-4.68,0.0301,0.00275,0,0.141,0.341,175.845,244827,4,0,0,0,0,0,74,0,2,25,3,2006,21
Arrow Through me,WINGS,0.702423411,0.67568141,83,29,10,0.867,0.35,7,-12.229,0.0907,0.216,0.0322,0.0991,0.643,85.966,216693,4,0,0,0,0,0,66,2,6,11,5,1979,27.4
On Point,HOUSE OF PAIN,0.722063803,0.690857694,91,85,5,0.814,0.537,1,-10.198,0.0691,0.0464,0.000319,0.0928,0.556,104.21,228867,4,0,0,0,0,0,65,0,1,0,2,1994,21.8
Heart Of Glass,BLONDIE,0.911242219,0.822480957,84,1,21,0.694,0.577,4,-14.63,0.0308,0.015,0.00836,0.0853,0.845,114.478,275733,4,0,0,0,0,2,70,3,0,0,5,1979,27.4
Coo-Coo Chee,RIC-A-CHE,0.547133382,0.602108944,97,97,1,0.779,0.629,4,-7.07,0.446,0.89,0,0.278,0.528,100.073,232333,4,0,0,0,0,0,15,0,0,0,1,2004,20.9
Drummin' Up A Storm,SANDY NELSON,0.196959523,0.405574157,99,67,8,0.701,0.954,6,-7.695,0.044,0.077,0.905,0.0592,0.788,100.143,138658,4,0,0,0,0,0,33,0,2,0,4,1962,20.2
Free Ride,THE EDGAR WINTER GROUP,0.765296384,0.754336469,81,14,15,0.674,0.686,2,-11.927,0.0597,0.29,0.00322,0.189,0.814,124.204,187173,4,2,0,0,0,0,54,1,0,0,1,1973,25.8
Pop Bottles,BIRDMAN featuring LIL WAYNE,0.850567755,0.825423921,97,38,20,0.476,0.823,9,-5.842,0.442,0.0633,0,0.624,0.548,149.902,205133,4,0,0,0,0,0,67,0,0,0,3,2007,20.9
Smells Like Teen Spirit,NIRVANA,0.969404437,0.855625464,40,6,21,0.516,0.906,1,-4.525,0.0658,2.86E-05,0.000101,0.105,0.728,116.775,301920,4,0,0,0,1,6,84,0,1,0,3,1991,23
Do Something To Me,? AND THE MYSTERIANS,0.57912938,0.399579553,115,110,2,0.353,0.771,2,-6.999,0.0446,0.246,0.849,0.454,0.477,100.163,246125,4,0,0,0,0,0,57.77835159,0,0,0,2,1967,22.5
Three Window Coupe,RIP CHORDS,0.479230513,0.403033491,92,28,9,0.561,0.547,6,-11.13,0.04,0.593,0,0.323,0.963,156.132,119027,4,0,0,0,0,0,21,0,1,0,2,1964,21.2
Louisiana Lou And Three Card Monty John,ALLMAN BROTHERS BAND,0.51298695,0.640111854,78,67,3,0.58,0.669,7,-11.219,0.0288,0.61,0.635,0.343,0.767,105.32,226572,4,0,0,1,1,8,70,0,0,0,3,1975,26.7
Like To Get To Know You Well,HOWARD JONES,0.736975573,0.642250018,81,49,9,0.759,0.599,8,-9.504,0.0395,0.169,0.000946,0.0369,0.895,97.29,240187,4,0,0,0,0,1,57,0,2,0,6,1985,26
Old Flame,ALABAMA,0.741647077,0.67521913,108,103,2,0.671,0.393,5,-11.396,0.0317,0.369,0,0.0959,0.644,110.47,193867,4,0,0,0,2,13,67,0,0,99,6,1981,27.3
Dude (Looks Like A Lady),AEROSMITH,0.872555759,0.801303875,84,14,20,0.537,0.978,4,-2.921,0.0442,0.417,1.56E-05,0.0374,0.931,126.343,265773,4,0,0,0,4,14,80,1,4,0,17,1987,25
Boom Biddy Bye Bye,CYPRESS HILL,0.765206063,0.649263293,87,87,3,0.745,0.771,6,-6.416,0.278,0.207,6.69E-05,0.196,0.587,91.146,242507,4,0,0,0,0,3,57.77835159,0,0,0,4,1996,21.2
Flirtin' With Disaster,MOLLY HATCHETT,0.794264594,0.620559785,83,42,10,0.273,0.821,9,-6.262,0.0433,0.00153,0.0157,0.18,0.739,179.882,299200,4,0,0,0,0,0,57.77835159,0,0,0,1,1980,27.4
I'll Be Your Shelter (In Time Of Storm),LUTHER INGRAM,0.560721737,0.56016034,84,40,11,0.726,0.625,2,-9.346,0.0618,0.0773,0.000143,0.111,0.754,96.982,201333,4,0,0,0,0,0,37,0,1,0,5,1972,25.3
It Comes And Goes,BURL IVES,0.28075316,0.497224854,124,124,1,0.684,0.306,2,-12.404,0.0393,0.508,0,0.193,0.581,121.442,123947,4,0,0,0,1,4,60,0,2,0,8,1963,20.8
True Colors,CYNDI LAUPER,0.907732028,0.871412845,63,1,20,0.386,0.145,0,-16.94,0.0362,0.792,0.000196,0.1,0.262,171.63,226067,4,4,0,0,2,16,74,1,6,0,4,1986,25.5
Sexual,AMBER,0.688347666,0.666939429,99,93,8,0.584,0.366,4,-14.816,0.0275,0.785,0.689,0.109,0.296,130.902,363507,4,0,0,0,0,0,42,0,0,0,4,1999,21
