Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
I'm A Believer,THE MONKEES,1966-12-10,44,1,15
Snoopy Vs. The Red Baron,THE ROYAL GUARDSMEN,1966-12-10,122,2,13
Tell It Like It Is,AARON NEVILLE,1966-11-19,132,2,16
Winchester Cathedral,THE NEW VAUDEVILLE BAND,1966-10-29,66,1,15
Sugar Town,NANCY SINATRA,1966-11-12,128,5,14
That's Life,FRANK SINATRA,1966-11-19,75,4,11
Good Thing,PAUL REVERE AND THE RAIDERS featuring MARK LINDSEY,1966-12-03,88,4,12
Words Of Love,THE MAMAS AND THE PAPAS,1966-12-03,81,5,12
Standing In The Shadows Of Love,THE FOUR TOPS,1966-12-17,62,6,10
Mellow Yellow,DONOVAN,1966-11-12,65,2,12
Coming Home Soldier,BOBBY VINTON,1966-11-05,125,11,14
Single Girl,SANDY POSEY,1966-11-19,96,12,12
(I Know) I'm Losing You,THE TEMPTATIONS,1966-11-19,79,8,10
Devil With A Blue Dress On & Good Golly Miss Molly (Medley),MITCH RYDER AND THE DETROIT WHEELS,1966-10-08,79,4,16
Tell It To The Rain,THE FOUR SEASONS,1966-12-10,92,10,10
Talk Talk,THE MUSIC MACHINE,1966-10-29,121,15,14
Good Vibrations,THE BEACH BOYS,1966-10-22,81,1,14
Cry,RONNIE DOVE,1966-11-26,100,18,9
A Place In The Sun,STEVIE WONDER,1966-11-12,83,9,11
Georgy Girl,THE SEEKERS,1966-11-26,131,2,17
You Keep Me Hangin' On,THE SUPREMES,1966-10-29,68,1,12
Born Free,ROGER WILLIAMS,1966-08-20,128,7,22
I've Passed This Way Before,JIMMY RUFFIN,1966-12-03,84,17,11
Nashville Cats,THE LOVIN' SPOONFUL,1966-12-10,110,8,11
I Need Somebody,? AND THE MYSTERIANS,1966-11-12,101,22,11
Mustang Sally,WILSON PICKETT,1966-11-19,101,23,10
East West,HERMAN'S HERMITS,1966-12-03,83,27,8
Color My World,PETULA CLARK,1966-12-24,69,16,9
Help Me Girl,ERIC BURDON AND THE ANIMALS,1966-11-26,91,29,9
Happenings Ten Years Times Ago,THE YARDBIRDS,1966-11-26,99,30,9
(We Ain't Got) Nothin' Yet,THE BLUES MAGOOS,1966-11-26,120,5,16
(I'm Not Your) Steppin' Stone,THE MONKEES,1966-12-10,120,20,9
Gallant Men,SENATOR EVERETT McKINLEY DIRKSEN,1966-12-17,101,29,7
Try A Little Tenderness,OTIS REDDING,1966-12-03,85,25,10
Lady Godiva,PETER AND GORDON,1966-10-08,90,6,14
There's Got To Be A Word,THE INNOCENCE,1966-11-19,131,34,10
98.6,KEITH,1966-12-03,125,7,15
Whispers (Gettin' Louder),JACKIE WILSON,1966-10-01,127,11,15
Where Will The Words Come From,GARY LEWIS AND THE PLAYBOYS,1966-12-17,87,21,9
Mame,HERB ALPERT AND THE TIJUANA BRASS,1966-11-19,82,19,8
Knight In Rusty Armor,PETER AND GORDON,1966-12-24,86,15,9
Blue Autumn,BOBBY GOLDSBORO,1966-11-26,121,35,11
Stand By Me,SPYDER TURNER,1966-12-17,99,12,12
Pandora's Golden Heebie Jeebies,THE ASSOCIATION,1966-11-26,77,35,7
I Fooled You This Time,GENE CHANDLER,1966-11-19,127,45,9
I (Who Have Nothing),TERRY KNIGHT AND THE PACK,1966-10-22,128,46,13
I Had Too Much To Dream (Last Night),THE ELECTRIC PRUNES,1966-12-03,124,11,15
Look What You've Done,THE POZO-SECO SINGERS,1966-12-03,132,32,11
Papa Was Too,JOE TEX,1966-12-10,119,44,8
How Do You Catch A Girl,SAM THE SHAM AND THE PHARAOHS,1966-12-24,78,27,8
"Green, Green Grass Of Home",TOM JONES,1966-12-17,106,11,13
Goodnight My Love,THE HAPPENINGS,1966-12-03,123,51,7
Wack Wack,THE YOUNG HOLT TRIO,1966-12-10,115,40,9
The Egg Plant That Ate Chicago,DR. WEST'S MEDICINE SHOW AND JUNK BAND,1966-11-05,111,52,10
You Can Bring Me All Your Heartaches,LOU RAWLS,1966-11-26,88,55,8
