Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
I Feel Fine,BEATLES,1964-12-05,22,1,11
Come See About Me,SUPREMES,1964-11-14,66,1,14
Mr. Lonely,BOBBY VINTON,1964-10-31,70,1,15
Love Potion No. 9,SEARCHERS,1964-11-21,102,3,15
Downtown,PETULA CLARK,1964-12-19,87,1,15
Goin' Out Of My Head,LITTLE ANTHONY &amp; THE IMPERIALS,1964-11-07,75,6,14
Amen,IMPRESSIONS,1964-11-21,96,7,11
The Jerk,THE LARKS,1964-10-24,119,7,16
You've Lost That Lovin' Feeling,RIGHTEOUS BROTHERS,1964-12-05,124,1,17
The Wedding,JULIE RODGERS,1964-11-14,102,10,12
She's A Woman,BEATLES,1964-12-05,46,4,9
Sha-La-La,MANFRED MANN,1964-11-14,71,12,12
Keep Searchin',DEL SHANNON,1964-11-21,87,9,14
How Sweet It Is,MARVIN GAYE,1964-11-21,88,6,14
She's Not There,ZOMBIES,1964-10-03,116,2,17
Any Way You Want It,DAVE CLARK FIVE,1964-11-14,78,15,13
Willow Weep For Me,CHAD &amp; JEREMY,1964-11-14,94,15,13
My Love Forgive Me,ROBERT GOULET,1964-10-17,117,16,16
Leader Of The Laundromat,THE DETERGENTS,1964-12-05,80,19,8
Ringo,LORNE GREENE,1964-10-24,117,1,13
Thou Shalt Not Steal,DICK &amp; DEEDEE,1964-11-14,120,13,14
As Tears Go By,MARIANNE FAITHFULL,1964-11-14,128,22,11
Walk Away,MATT MONRO,1964-11-21,103,23,10
Don't Forget I Still Love You,BOBBI MARTIN,1964-11-21,134,19,13
Dear Heart,ANDY WILLIAMS,1964-11-28,78,24,11
Too Many Fish In The Sea,MARVELETTES,1964-11-07,82,25,12
I'm Into Something Good,HERMAN'S HERMITS,1964-10-10,107,13,14
Hold What You've Got,JOE TEX,1964-12-19,75,5,11
I'll Be There,GERRY AND THE PACEMAKERS,1964-12-05,115,14,11
Dear Heart,JACK JONES,1964-11-28,75,30,11
Do-Wacka-Do,ROGER MILLER,1964-11-28,96,31,8
One More Time,RAY CHARLES,1964-10-31,125,32,12
Dance Dance Dance,BEACH BOYS,1964-11-07,79,8,11
Wild One,MARTHA AND THE VANDELLAS,1964-12-05,63,34,7
Hawaii Tattoo,WAIKIKIS,1964-11-28,127,33,10
You're Nobody Till Somebody Loves You,DEAN MARTIN,1964-12-12,70,25,9
Oh No Not My Baby,MAXINE BROWN,1964-10-03,123,24,16
The Name Game,SHIRLEY ELLIS,1964-12-12,90,3,14
Saturday Night At The Movies,THE DRIFTERS,1964-11-14,82,18,9
Mountain Of Love,JOHNNY RIVERS,1964-10-31,90,9,11
Promised Land,CHUCK BERRY,1964-12-05,134,41,8
Give Him A Great Big Kiss,THE SHANGRI-LAS,1964-12-19,104,18,10
Boom Boom,ANIMALS,1964-12-05,89,43,7
All Day And All Of The Night,KINKS,1964-12-26,69,7,12
What Now,GENE CHANDLER,1964-12-05,78,40,8
She Understands Me,JOHNNY TILLOTSON,1964-10-24,104,31,12
Roses Are Red My Love,THE YOU KNOW WHO GROUP,1964-11-14,126,43,11
I'm Gonna Be Strong,GENE PITNEY,1964-10-24,74,9,12
Time Is On My Side,ROLLING STONES,1964-10-17,80,6,13
Let's Lock The Door (And Throw Away The Key),JAY AND THE AMERICANS,1964-12-19,111,11,11
I Can't Stop,HONEYCOMBS,1964-12-19,84,48,7
Seven Letters,BEN E. KING,1964-12-12,114,45,8
Smile,BETTY EVERETT &amp; JERRY BUTLER,1964-12-05,79,42,7
Somewhere In Your Heart,FRANK SINATRA,1964-12-19,88,32,10
Have You Looked Into Your Heart,JERRY VALE,1964-12-12,115,24,11
Lovin' Place,GALE GARNETT,1964-12-05,90,54,9
Look Of Love,LESLEY GORE,1964-12-19,123,27,10
Makin' Whoopee,RAY CHARLES,1964-12-05,118,46,9
I'm Gonna Love You Too,HULLABALLOOS,1964-11-28,90,56,9
(There's) Always Something There To Remind Me,SANDIE SHAW,1964-11-21,127,52,8
Come On Do The Jerk,MIRACLES,1964-12-12,86,50,8
Bucket-T,RONNY AND THE DAYTONAS,1964-12-12,130,54,8
The 81,CANDY &amp; THE KISSES,1964-11-07,127,51,12
You'll Always Be The One I Love,DEAN MARTIN,1964-12-12,119,64,7
No Arms Can Ever Hold You,BACHELORS,1964-12-26,98,27,10
He's My Guy,IRMA THOMAS,1964-12-19,76,63,8
I Found A Love Oh What A Love,JO ANN &amp; TROY,1964-12-12,84,67,6
Little Bell,DIXIE CUPS,1964-12-19,100,51,9
Paper Tiger,SUE THOMPSON,1964-12-26,105,23,11
Can You Jerk Like Me,THE CONTOURS,1964-12-19,80,47,7
Use Your Head,MARY WELLS,1965-01-02,90,34,6
Do What You Do Well,NED MILLER,1964-12-19,128,52,10
Shake,SAM COOKE,1965-01-09,73,7,11
Sometimes I Wonder,MAJOR LANCE,1964-12-05,88,64,8
Do It Right,BROOK BENTON,1964-12-19,77,67,4
Hey-Da-Da-Dow,DOLPHINS,1964-12-12,108,69,8
Heart Of Stone,ROLLING STONES,1965-01-09,77,19,9
"Lovely, Lovely (Lovely, Lovely)",CHUBBY CHECKER,1964-12-26,115,70,5
"The ""In"" Crowd",DOBIE GRAY,1964-12-26,135,13,11
Dear Heart,HENRY MANCINI,1964-11-28,115,77,9
Tell Her No,ZOMBIES,1965-01-09,81,6,11
Danny Boy,PATTI LABELLE &amp; THE BLUEBELLS,1964-12-19,97,76,5
"Laugh, Laugh",THE BEAU BRUMMELS,1964-12-19,130,15,14
Every Little Bit Hurts,BOBBY VEE,1964-12-12,93,84,5
I Go To Pieces,PETER &amp; GORDON,1965-01-09,85,9,11
Blind Man,BOBBY BLAND,1965-01-02,109,78,4
The Sidewinder,LEE MORGAN,1964-12-19,93,81,6
Blind Man,LITTLE MILTON,1965-01-02,88,86,4
The Jolly Green Giant,THE KINGSMEN,1965-01-02,117,4,13
Ode To The Little Brown Shack Out Back,BILLY EDD WHEELER,1964-12-12,124,50,10
Are You Still My Baby,THE SHIRELLES,1964-12-19,135,91,5
The Crusher,THE NOVAS,1964-12-26,120,88,5
Voice Your Choice,THE RADIANTS,1964-12-12,131,51,11
The Crying Game,BRENDA LEE,1965-01-09,94,87,4
It's Better To Have It,BARBARA LYNN,1964-12-19,113,95,7
Twine Time,ALVIN CASH AND THE CRAWLERS,1965-01-02,100,14,11
Whenever A Teenager Cries,REPARATA AND THE DELRONS,1964-12-26,102,60,11
"Finders Keepers, Losers Weepers",NELLA DODDS,1965-01-02,129,96,3
"No Faith, No Love",MITTY COLLIER,1965-01-02,105,91,6
Hello Pretty Girl,RONNIE DOVE,1965-01-09,100,54,7
This Diamond Ring,GARY LEWIS AND THE PLAYBOYS,1965-01-02,101,1,14
