,Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks,Popularity,Youtube viewcount,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Movies_TV_feature_count,Oscars_won,Artist_lifetime_grammy_achievement,artist popularity,TopSongsArtist,TopSongsArtist10,TopSongsArtist100
10585,"Drink, Swear, Steal & Lie",MICHAEL PETERSON,8/9/1997,92,86,7,38,1177513,0.67,0.716,11.0,-6.6579999999999995,1.0,0.026000000000000002,0.41100000000000003,0.0,0.131,0.7609999999999999,103.38,182533.0,1.0,0,0,0,36.0,0,0,1
10586,Gimme Some Love,GINA G,6/14/1997,61,46,11,16,48218,0.7340000000000001,0.895,10.0,-6.596,0.0,0.0348,0.0507,0.000465,0.0812,0.885,133.994,212373.0,4.0,0,0,0,42.0,0,0,2
10587,Summertime Summertime,CORINA,7/5/1997,94,86,8,10,3236077,0.657,0.7759999999999999,6.0,-9.865,0.0,0.0576,9.26e-06,0.317,0.0808,0.409,130.66,249835.0,4.0,0,0,0,31.0,0,1,2
10588,Tide Is High,ANGELINA,8/16/1997,89,89,4,12,208878,0.784,0.843,11.0,-6.477,1.0,0.0661,0.12300000000000001,9.85e-05,0.0568,0.898,94.988,291720.0,4.0,0,0,0,46.0,0,0,2
10589,If I Could Change,"MASTER P featuring STEADY MOBB'N, MIA X, MO B. DICK &amp; O'DELL",5/17/1997,64,60,15,23,93325,0.792,0.617,6.0,-7.846,0.0,0.311,0.129,0.0,0.162,0.502,84.89,252293.0,4.0,0,0,0,39.0,0,0,1
10590,No One But You,VERONICA featuring CRAIG MACK,5/31/1997,85,66,13,10,55901,0.733,0.669,8.0,-4.8260000000000005,0.0,0.131,0.0811,3.26e-05,0.0637,0.657,96.96600000000001,311133.0,4.0,0,0,0,24.0,0,0,1
10591,Just Another Case,CRU featuring SLICK RICK,7/5/1997,73,68,8,36,76180,0.831,0.539,1.0,-10.253,1.0,0.21899999999999997,0.134,3.28e-05,0.11599999999999999,0.721,99.56700000000001,215640.0,4.0,0,0,0,29.0,0,0,1
10592,Dancehall Queen,BEENIE MAN featuring CHEVELLE FRANKLYN,8/16/1997,95,90,3,44,729171,0.8370000000000001,0.8590000000000001,10.0,-6.027,0.0,0.0786,0.00288,0.0,0.11199999999999999,0.632,102.788,204413.0,4.0,0,0,0,63.0,0,0,1
10593,Hip Hop Drunkies,THA ALKAHOLIKS featuring OL' DIRTY BASTARD,6/28/1997,67,66,9,31,97242,0.789,0.8140000000000001,1.0,-7.3229999999999995,1.0,0.321,0.0973,0.0,0.294,0.78,96.493,298333.0,4.0,0,0,0,41.0,0,0,1
10594,If U Stay Ready,SUGA FREE,5/24/1997,94,79,13,36,2490008,0.8170000000000001,0.67,7.0,-5.7170000000000005,1.0,0.17300000000000001,0.0197,0.0,0.0451,0.41700000000000004,97.51299999999999,287027.0,4.0,0,0,0,54.0,0,0,1
10595,Serenade,SHADES,7/5/1997,95,88,7,0,263077,0.534,0.46399999999999997,0.0,-11.987,1.0,0.0268,0.797,0.54,0.0744,0.34700000000000003,156.001,241528.0,4.0,0,0,0,57.77835159102765,0,0,1
10596,Crazy In Love,BEYONCE featuring JAY-Z,5/24/2003,58,1,27,39,327337177,0.6559999999999999,0.767,2.0,-6.607,0.0,0.21,0.00248,0.0,0.0688,0.7,99.20100000000001,236120.0,4.0,0,0,0,92.0,1,2,1
10597,Right Thurr,CHINGY,5/17/2003,97,2,33,66,9136463,0.866,0.7490000000000001,2.0,-3.977,1.0,0.253,0.15,0.0,0.0591,0.8909999999999999,92.07700000000001,249800.0,4.0,0,0,0,64.0,0,1,1
10598,"Never Leave You ... Uh Ooh, Uh Oooh!",LUMIDEE,5/31/2003,61,3,20,10,7369179,0.8390000000000001,0.8340000000000001,4.0,-3.7430000000000003,0.0,0.0503,0.0347,0.129,0.0837,0.778,99.994,192427.0,4.0,0,0,0,53.0,0,2,0
10599,P.I.M.P.,50 CENT,5/31/2003,70,3,25,67,243620248,0.6729999999999999,0.785,10.0,-2.8939999999999997,0.0,0.35100000000000003,0.0485,3.65e-06,0.0397,0.85,84.60700000000001,249467.0,4.0,1,0,0,85.0,1,3,9
10600,Rock Wit U (Awww Baby),ASHANTI,5/10/2003,56,2,21,59,29157077,0.7120000000000001,0.805,4.0,-3.142,0.0,0.0739,0.433,0.0,0.179,0.851,94.973,209120.0,4.0,0,0,0,75.0,1,2,3
10601,Where Is The Love?,BLACK EYED PEAS,6/14/2003,69,8,25,68,329900123,0.835,0.706,5.0,-3.219,1.0,0.193,0.10400000000000001,0.0,0.13699999999999998,0.843,94.086,272533.0,4.0,0,0,0,80.0,0,3,2
10602,In Those Jeans,GINUWINE,6/14/2003,72,8,20,63,5179786,0.691,0.541,1.0,-5.872999999999999,1.0,0.0776,0.508,0.0,0.0753,0.319,127.68299999999999,243307.0,4.0,0,0,0,73.0,0,3,6
10603,Shake Ya Tailfeather,"NELLY, P. DIDDY &amp; MURPHY LEE",6/28/2003,66,1,30,55,21807224,0.721,0.726,10.0,-7.062,0.0,0.272,0.152,0.0,0.163,0.885,87.655,295173.0,4.0,2,0,0,58.0,1,0,0
10604,Frontin',PHARRELL featuring JAY-Z,6/14/2003,89,5,23,63,11980217,0.894,0.40399999999999997,9.0,-5.912999999999999,0.0,0.13,0.45299999999999996,1.57e-06,0.0801,0.759,102.009,236507.0,4.0,0,0,0,89.0,0,1,0
10605,Like Glue,SEAN PAUL,6/7/2003,89,13,20,63,71634910,0.757,0.78,1.0,-5.038,1.0,0.319,0.0811,0.0,0.113,0.59,97.917,232507.0,4.0,0,0,0,87.0,2,4,3
10606,Are You Happy Now?,MICHELLE BRANCH,5/31/2003,91,16,20,48,3857399,0.484,0.8270000000000001,8.0,-5.324,1.0,0.046,0.0039,0.00143,0.0876,0.7170000000000001,179.56599999999997,230760.0,4.0,1,0,0,64.0,0,1,3
10607,Miss Independent,NE-YO,9/6/2008,98,7,28,69,163079149,0.6679999999999999,0.6970000000000001,1.0,-5.586,1.0,0.122,0.488,0.0,0.183,0.7,171.88400000000001,232000.0,4.0,0,0,0,83.0,1,4,6
10608,Forever And For Always,SHANIA TWAIN,5/24/2003,75,20,23,46,59431107,0.493,0.8109999999999999,6.0,-4.732,1.0,0.0396,0.214,0.0,0.157,0.589,86.008,243493.0,4.0,0,0,0,75.0,0,3,15
10609,Thoia Thoing,R KELLY,7/19/2003,70,13,20,42,17043709,0.5820000000000001,0.642,1.0,-4.925,1.0,0.307,0.27399999999999997,2.98e-05,0.0717,0.9359999999999999,85.565,221267.0,4.0,0,0,0,81.0,1,0,2
10610,My Love Is Like ... Wo,MYA,6/28/2003,81,13,20,52,14172265,0.833,0.677,4.0,-6.412999999999999,1.0,0.10300000000000001,0.207,3.92e-06,0.28600000000000003,0.738,132.876,209490.0,4.0,0,0,0,68.0,0,2,2
10611,Intuition,JEWEL,5/10/2003,73,20,20,41,4035616,0.718,0.7979999999999999,7.0,-4.309,1.0,0.0584,0.00447,0.00629,0.064,0.816,100.031,228893.0,4.0,0,0,0,57.77835159102765,0,1,6
10612,Calling All Angels,TRAIN,5/24/2003,74,19,29,54,19203736,0.45399999999999996,0.8390000000000001,3.0,-5.367999999999999,1.0,0.0441,0.0746,0.0,0.27899999999999997,0.529,166.166,242200.0,4.0,0,0,0,79.0,0,2,9
10613,"No Shoes, No Shirt, No Problems",KENNY CHESNEY,6/28/2003,78,28,20,53,12454433,0.718,0.603,7.0,-8.455,1.0,0.0317,0.255,0.0146,0.47,0.701,117.928,209347.0,4.0,1,0,0,77.0,0,0,39
10614,Red Dirt Road,BROOKS &amp; DUNN,5/31/2003,67,25,20,62,9844186,0.5529999999999999,0.8640000000000001,5.0,-4.038,1.0,0.0414,0.0736,0.00031099999999999997,0.138,0.43700000000000006,136.128,260017.0,4.0,0,0,0,70.0,0,0,20
10615,Let's Get Down,BOW WOW featuring BABY,7/5/2003,90,14,17,30,7584802,0.878,0.63,1.0,-4.453,1.0,0.273,0.10300000000000001,0.0,0.0701,0.775,104.87899999999999,261333.0,4.0,0,0,0,67.0,0,0,1
10616,Celebrity,BRAD PAISLEY,6/14/2003,74,31,20,44,5911768,0.643,0.8370000000000001,0.0,-4.535,1.0,0.0316,0.379,8.76e-06,0.18,0.787,123.777,223400.0,4.0,0,0,0,74.0,0,0,33
10617,The Remedy (I Won't Worry),JASON MRAZ,5/3/2003,70,15,28,61,11886293,0.589,0.867,10.0,-4.523,1.0,0.0385,0.04,0.0,0.306,0.795,94.51899999999999,256441.0,4.0,0,0,0,81.0,0,2,3
10618,What Was I Thinkin',DIERKS BENTLEY,6/21/2003,90,22,20,63,21045120,0.551,0.825,5.0,-6.24,0.0,0.044000000000000004,0.152,6.2e-06,0.0999,0.9329999999999999,164.857,260827.0,4.0,0,0,0,77.0,0,0,20
10619,Beer For My Horses,TOBY KEITH duet with WILLIE NELSON,5/3/2003,74,22,20,58,16723326,0.7170000000000001,0.8320000000000001,10.0,-4.99,1.0,0.0488,0.33299999999999996,0.0,0.0423,0.851,119.035,210827.0,4.0,0,0,1,72.0,0,0,1
10620,Can't Hold Us Down,CHRISTINA AGUILERA feat LIL' KIM,8/2/2003,74,12,20,58,58515023,0.8590000000000001,0.6579999999999999,8.0,-4.481,1.0,0.192,0.0326,0.0018100000000000002,0.0651,0.5379999999999999,98.98899999999999,255267.0,4.0,0,0,0,82.0,0,0,1
10621,Dance With My Father,LUTHER VANDROSS,6/28/2003,71,38,20,59,39676339,0.7390000000000001,0.341,10.0,-9.971,1.0,0.0378,0.525,1.1e-06,0.07200000000000001,0.231,80.958,266000.0,4.0,1,0,0,57.77835159102765,0,3,14
10622,Real Good Man,TIM McGRAW,7/12/2003,78,27,20,56,2484455,0.56,0.8270000000000001,2.0,-5.393,1.0,0.0266,0.009859999999999999,1.13e-05,0.32799999999999996,0.639,89.93,254600.0,4.0,0,0,0,80.0,0,1,38
10623,Senorita,JUSTIN TIMBERLAKE,8/2/2003,66,27,17,64,78904495,0.841,0.629,1.0,-5.351,1.0,0.0442,0.0729,0.0,0.0742,0.87,97.963,294867.0,4.0,0,0,0,86.0,3,4,7
10624,This Is The Night,CLAY AIKEN,6/28/2003,1,1,16,17,166346,0.53,0.562,11.0,-8.314,1.0,0.0275,0.13699999999999998,1.22e-06,0.225,0.332,98.994,211960.0,4.0,0,0,0,44.0,1,0,1
10625,Why Don't You And I,SANTANA feat ALEX BAND or CHAD KROEGER,7/26/2003,77,8,35,48,4378940,0.495,0.894,10.0,-4.89,1.0,0.102,0.136,0.0,0.106,0.777,168.062,274360.0,4.0,0,0,0,75.0,0,1,0
10626,Addicted,SAVING ABEL,6/28/2008,96,20,34,66,25071393,0.512,0.865,7.0,-4.146,1.0,0.0338,0.0008210000000000001,0.0,0.0982,0.529,138.017,222827.0,4.0,0,0,0,60.0,0,0,1
10627,Help Pour Out The Rain (Lacey's Song),BUDDY JEWELL,6/21/2003,86,29,20,42,913168,0.565,0.562,0.0,-7.43,1.0,0.0339,0.263,0.0,0.0994,0.652,75.035,229093.0,4.0,0,0,0,43.0,0,0,2
10628,So Yesterday,HILARY DUFF,8/16/2003,53,42,20,53,41391719,0.547,0.8320000000000001,0.0,-3.752,1.0,0.0808,0.22899999999999998,0.0,0.306,0.7709999999999999,78.209,215333.0,4.0,0,0,0,64.0,0,0,5
10629,Girls And Boys,GOOD CHARLOTTE,7/26/2003,75,48,13,60,16819586,0.6629999999999999,0.72,3.0,-5.497000000000001,1.0,0.0331,0.00212,0.0,0.358,0.608,135.342,183493.0,4.0,0,0,0,72.0,0,0,4
10630,Did My Time,KORN,8/9/2003,38,38,10,53,34763378,0.544,0.8740000000000001,1.0,-3.891,1.0,0.0475,6.05e-05,0.00229,0.353,0.25,93.027,244493.0,4.0,0,0,0,78.0,0,0,4
10631,Baby Boy,BEYONCE feat SEAN PAUL,8/16/2003,57,1,29,57,81676269,0.6579999999999999,0.621,1.0,-5.725,1.0,0.231,0.0667,2.46e-06,0.142,0.8170000000000001,91.26700000000001,246707.0,4.0,0,0,0,92.0,1,0,0
10632,Then They Do,TRACE ADKINS,7/19/2003,74,52,13,37,3162355,0.44799999999999995,0.45299999999999996,10.0,-6.563,1.0,0.0286,0.273,0.000342,0.0751,0.359,149.815,270893.0,4.0,0,0,0,65.0,0,0,17
10633,99.9% Sure (I've Never Been Here Before),BRIAN McCOMAS,7/12/2003,77,57,11,29,62283,0.615,0.9520000000000001,7.0,-3.37,1.0,0.0604,0.0839,0.0,0.21600000000000003,0.738,115.971,193293.0,4.0,0,0,0,21.0,0,0,1
10634,Faint,LINKIN PARK,7/26/2003,73,48,20,60,186732597,0.5539999999999999,0.978,4.0,-3.554,1.0,0.131,0.111,0.0,0.0731,0.594,135.095,162600.0,4.0,0,0,0,57.77835159102765,0,3,13
10635,"Can't Stop, Won't Stop",YOUNG GUNZ,8/9/2003,72,14,20,38,2420259,0.873,0.809,6.0,-5.185,0.0,0.22399999999999998,0.00837,0.0,0.371,0.755,99.98899999999999,262800.0,4.0,0,0,0,40.0,0,0,1
10636,Signs Of Love Makin',TYRESE,7/26/2003,69,57,14,55,12324801,0.687,0.363,8.0,-10.144,1.0,0.0857,0.215,3.08e-06,0.305,0.519,137.365,245893.0,4.0,0,0,0,62.0,0,1,6
10637,Light Your Ass On Fire,BUSTA RHYMES,8/9/2003,69,58,10,38,1479582,0.799,0.705,6.0,-11.767999999999999,0.0,0.294,0.0305,4.23e-06,0.365,0.705,104.87799999999999,219680.0,4.0,0,0,0,57.77835159102765,0,1,4
10638,This One's For The Girls,MARTINA McBRIDE,8/9/2003,73,39,20,52,8585966,0.613,0.8009999999999999,8.0,-4.431,1.0,0.0354,0.0626,1.15e-05,0.124,0.609,126.96600000000001,243160.0,4.0,0,0,0,63.0,0,0,17
10639,A Few Questions,CLAY WALKER,8/9/2003,78,55,13,0,193958,0.586,0.247,7.0,-13.624,1.0,0.0284,0.413,0.0063,0.0905,0.115,140.94299999999998,224258.0,4.0,0,0,0,61.0,0,0,12
10640,I Wish I Wasn't,HEATHER HEADLEY,5/3/2003,78,55,20,41,12608796,0.74,0.434,1.0,-5.7139999999999995,1.0,0.0443,0.778,0.0,0.128,0.33299999999999996,111.912,255467.0,4.0,0,0,0,51.0,0,0,3
10641,Flying Without Wings,RUBEN STUDDARD,6/28/2003,2,2,10,32,1922089,0.498,0.493,8.0,-7.747999999999999,1.0,0.0369,0.75,0.0,0.115,0.222,146.049,226133.0,4.0,0,0,0,46.0,0,2,1
10642,Damn!,YOUNGBLOODZ featuring LIL JON,8/9/2003,85,4,32,48,3902423,0.818,0.711,4.0,-5.816,0.0,0.285,0.0149,0.0,0.35200000000000004,0.496,84.03,297973.0,4.0,0,0,0,60.0,0,1,0
10643,Send The Pain Below,CHEVELLE,5/10/2003,78,65,20,63,18857043,0.46799999999999997,0.851,11.0,-3.617,1.0,0.0398,0.000281,0.00483,0.0644,0.293,92.079,252360.0,4.0,0,0,0,70.0,0,0,3
10644,Who Wouldn't Wanna Be Me,KEITH URBAN,8/16/2003,75,30,20,51,872355,0.6659999999999999,0.8170000000000001,2.0,-6.072,1.0,0.0453,0.115,1.18e-05,0.0668,0.826,120.02,221120.0,4.0,0,0,0,78.0,0,0,30
10645,What The World Needs,WYNONNA,7/5/2003,80,70,8,25,89835,0.539,0.74,0.0,-5.566,0.0,0.049,0.19399999999999998,0.0,0.076,0.675,170.054,217160.0,4.0,0,0,0,52.0,0,0,3
10646,Hole In The World,EAGLES,8/2/2003,77,69,14,44,11689,0.662,0.39,4.0,-10.415999999999999,1.0,0.0239,0.46,0.0,0.179,0.713,82.007,256973.0,4.0,0,0,0,79.0,2,2,3
10647,Show Me How To Live,AUDIOSLAVE,8/16/2003,80,67,20,72,67457692,0.433,0.8540000000000001,9.0,-3.8680000000000003,1.0,0.0483,0.000336,0.000177,0.162,0.368,89.4,277840.0,4.0,0,0,0,75.0,0,0,7
10648,She Only Smokes When She Drinks,JOE NICHOLS,8/16/2003,81,72,5,43,4896384,0.637,0.46299999999999997,4.0,-7.7139999999999995,1.0,0.0329,0.0527,2.97e-05,0.111,0.2,78.04,202040.0,4.0,0,0,0,65.0,0,0,12
10649,Seven Nation Army,THE WHITE STRIPES,5/24/2003,76,76,20,74,165418537,0.737,0.46299999999999997,0.0,-7.827999999999999,1.0,0.0792,0.00817,0.447,0.255,0.324,123.881,231733.0,4.0,2,0,0,77.0,0,0,3
10650,Officially Missing You,TAMIA,8/2/2003,88,83,18,51,16698249,0.47600000000000003,0.40700000000000003,4.0,-9.238999999999999,0.0,0.0368,0.247,0.0,0.14400000000000002,0.226,178.25799999999998,242467.0,4.0,0,0,0,67.0,0,0,4
10651,"Swing, Swing",THE ALL-AMERICAN REJECTS,6/21/2003,71,60,11,62,26352037,0.54,0.691,7.0,-5.888,1.0,0.0306,7.780000000000001e-05,0.331,0.0413,0.36700000000000005,127.946,233267.0,4.0,0,0,0,74.0,0,2,3
10652,Na Na Na Na,112 featuring SUPER CAT,8/9/2003,86,75,6,29,1023102,0.828,0.652,6.0,-5.971,0.0,0.152,0.00893,0.000218,0.225,0.878,99.009,223493.0,4.0,0,0,0,72.0,0,0,1
10653,24's,T.I.,8/2/2003,99,78,15,54,11895647,0.7390000000000001,0.725,6.0,-4.301,1.0,0.203,0.22699999999999998,0.0,0.0991,0.5820000000000001,162.06,282907.0,4.0,0,0,0,83.0,1,3,11
10654,Feelin' Freaky,NICK CANNON featuring B2K,8/16/2003,93,92,3,16,1128054,0.8440000000000001,0.599,1.0,-3.9389999999999996,0.0,0.287,0.0369,0.0,0.141,0.784,97.195,215467.0,4.0,0,0,0,49.0,0,0,1
10655,I'm Glad,JENNIFER LOPEZ,5/3/2003,64,32,16,44,18813408,0.741,0.575,10.0,-5.416,0.0,0.0555,0.0398,0.127,0.0853,0.345,93.992,222040.0,4.0,0,0,0,82.0,2,2,8
10656,Act A Fool,LUDACRIS,6/7/2003,72,32,11,51,64072220,0.568,0.904,0.0,-2.497,1.0,0.349,0.221,0.0,0.22,0.799,109.331,270733.0,5.0,0,0,0,81.0,0,2,5
10657,I Kissed A Girl,KATY PERRY,5/24/2008,76,1,23,64,159158063,0.6990000000000001,0.76,5.0,-3.173,1.0,0.0677,0.00223,0.0,0.132,0.696,129.996,179640.0,4.0,2,0,0,57.77835159102765,6,2,6
10658,Disturbia,RIHANNA,7/5/2008,18,1,37,67,175191217,0.706,0.794,11.0,-4.321000000000001,0.0,0.0568,0.11,0.0,0.276,0.7290000000000001,124.93,238627.0,4.0,0,0,0,96.0,7,6,10
10659,A Milli,LIL' WAYNE,5/10/2008,60,6,23,71,36746807,0.679,0.684,6.0,-8.559,1.0,0.278,0.0527,0.000895,0.177,0.755,151.748,221840.0,4.0,0,0,0,93.0,0,1,2
10660,When I Grow Up,THE PUSSYCAT DOLLS,6/14/2008,76,9,20,62,181972988,0.675,0.693,11.0,-5.682,0.0,0.0514,0.00164,0.0,0.38,0.353,118.42299999999999,245680.0,4.0,5,0,0,75.0,0,2,2
10661,Burnin' Up,"FAITH EVANS feat MISSY ""MISDEMEANOR"" ELLIOTT",8/17/2002,65,60,15,26,1536,0.726,0.82,11.0,-3.472,0.0,0.18,0.162,2.96e-06,0.212,0.894,98.051,211133.0,4.0,0,0,0,73.0,0,0,1
10662,American Boy,STUDIO ALL-STARS,9/6/2008,85,52,3,0,575589,0.7,0.573,4.0,-10.749,1.0,0.0292,0.0754,0.00256,0.128,0.621,120.486,171120.0,4.0,0,0,0,57.77835159102765,0,0,1
10663,Leavin',JESSE McCARTNEY,5/10/2008,14,10,24,64,51198993,0.693,0.7090000000000001,9.0,-5.787000000000001,1.0,0.0608,0.0352,3.4e-06,0.0688,0.889,79.237,216880.0,4.0,0,0,0,69.0,0,1,3
10664,Paper Planes,M.I.A.,8/2/2008,55,4,20,68,131560023,0.457,0.8540000000000001,2.0,-6.2,1.0,0.265,0.0277,9.620000000000001e-05,0.731,0.485,172.231,203760.0,4.0,0,0,0,71.0,0,1,0
10665,Lolli Lolli (Pop That Body),"THREE 6 MAFIA featuring PROJECT PAT, YOUNG D &amp; SUPERPOWER",5/31/2008,79,18,20,50,5905247,0.89,0.946,2.0,-5.672999999999999,1.0,0.0489,0.0188,0.000128,0.11,0.872,120.0,251373.0,4.0,0,0,0,66.0,0,0,1
10666,Get Like Me,DAVID BANNER featuring CHRIS BROWN,5/24/2008,97,16,21,57,33770651,0.935,0.747,1.0,-4.231,1.0,0.391,0.00417,0.0,0.207,0.736,117.613,224547.0,5.0,0,0,0,59.0,0,0,1
10667,Put On,YOUNG JEEZY featuring KANYE WEST,6/21/2008,36,12,20,67,28343178,0.649,0.785,9.0,-6.031000000000001,0.0,0.0369,0.0027,0.0,0.0859,0.294,137.618,321293.0,4.0,0,0,0,79.0,0,0,1
10668,Corona And Lime,SHWAYZE,8/9/2008,26,23,8,56,5840767,0.863,0.755,7.0,-4.8469999999999995,1.0,0.0904,0.168,1.27e-06,0.147,0.883,100.005,236000.0,4.0,0,0,0,58.0,0,0,1
10669,7 Things,MILEY CYRUS,6/21/2008,84,9,15,57,261011203,0.599,0.893,1.0,-4.404,0.0,0.0376,0.018000000000000002,0.0,0.0772,0.591,107.03299999999999,213453.0,4.0,0,0,0,87.0,1,6,7
10670,I Luv Your Girl,THE-DREAM,5/10/2008,97,20,20,56,23073419,0.6859999999999999,0.322,8.0,-9.829,1.0,0.0386,0.017,0.0,0.125,0.0396,89.958,267867.0,4.0,0,0,0,76.0,0,0,3
10671,Got Money,LIL WAYNE featuring T-PAIN,6/14/2008,13,10,27,58,73398943,0.442,0.638,7.0,-5.053,1.0,0.26,0.00199,0.0,0.6459999999999999,0.706,82.206,244627.0,4.0,0,0,0,93.0,0,1,1
10672,All I Want To Do,SUGARLAND,7/5/2008,91,18,16,51,20935779,0.705,0.71,9.0,-4.894,1.0,0.0675,0.245,1.6899999999999997e-05,0.154,0.735,97.031,213360.0,4.0,0,0,0,60.0,0,0,10
10673,Can't Believe It,T-PAIN featuring LIL WAYNE,8/16/2008,29,7,24,61,68574359,0.578,0.546,10.0,-8.149,0.0,0.0552,0.0024,0.0,0.0908,0.0819,120.818,275933.0,5.0,0,0,0,83.0,0,1,1
10674,In The Ayer,FLO RIDA featuring WILL.I.AM.,7/5/2008,38,9,21,54,25927705,0.83,0.746,5.0,-6.2860000000000005,0.0,0.0579,0.00456,0.0,0.26,0.6459999999999999,125.992,220507.0,4.0,2,0,0,83.0,0,1,0
10675,Fall For You,SECONDHAND SERENADE,6/28/2008,85,21,30,63,57794785,0.387,0.442,0.0,-7.086,1.0,0.0352,0.19,0.0,0.0788,0.382,169.481,185600.0,4.0,0,0,0,66.0,0,0,2
10676,All Summer Long,KID ROCK,7/19/2008,80,23,20,67,77446265,0.7,0.8640000000000001,7.0,-3.6289999999999996,1.0,0.0283,0.0212,0.0,0.0956,0.887,102.99700000000001,297587.0,4.0,0,0,0,73.0,0,0,4
10677,Heaven Sent,KEYSHIA COLE,5/17/2008,83,28,20,54,65177007,0.5379999999999999,0.728,2.0,-3.6630000000000003,0.0,0.0524,0.07400000000000001,0.0,0.0776,0.43700000000000006,78.42699999999999,232880.0,4.0,0,0,0,72.0,0,0,5
10678,Should've Said No,TAYLOR SWIFT,6/7/2008,84,33,20,57,5806428,0.474,0.773,4.0,-3.662,0.0,0.0307,0.0113,0.0,0.254,0.467,167.97400000000002,242200.0,4.0,0,0,0,57.77835159102765,4,14,35
10679,The Time Of My Life,DAVID COOK,6/7/2008,3,3,20,50,5294886,0.414,0.578,8.0,-6.382999999999999,1.0,0.0287,0.0541,0.0,0.124,0.281,154.96,216147.0,3.0,0,0,0,51.0,0,1,4
10680,You Look Good In My Shirt,KEITH URBAN,7/5/2008,93,44,17,49,552090,0.653,0.865,7.0,-6.395,1.0,0.0325,0.0075,1.18e-06,0.0629,0.828,116.96600000000001,227733.0,4.0,0,0,0,78.0,0,0,30
10681,The Business,YUNG BERG featuring CASHA,7/26/2008,88,33,14,44,15956946,0.63,0.726,7.0,-5.372000000000001,1.0,0.177,0.00867,0.0,0.0864,0.327,133.317,253840.0,4.0,0,0,0,51.0,0,0,1
10682,Get Silly,V.I.C.,5/10/2008,92,29,17,44,13444227,0.846,0.8140000000000001,1.0,-4.945,1.0,0.353,0.0769,0.0,0.0588,0.6709999999999999,75.01,227120.0,4.0,0,0,0,53.0,0,0,2
10683,Take You Down,CHRIS BROWN,5/3/2008,99,43,20,62,54873418,0.387,0.631,11.0,-5.79,0.0,0.0807,0.126,0.0,0.0666,0.589,59.409,245933.0,4.0,0,0,0,96.0,1,4,15
10684,Put A Girl In It,BROOKS &amp; DUNN,6/14/2008,97,54,13,39,2801390,0.589,0.953,4.0,-3.3169999999999997,1.0,0.0619,0.0328,0.0010199999999999999,0.062,0.772,119.96700000000001,207880.0,4.0,0,0,0,70.0,0,0,20
10685,Need U Bad,JAZMINE SULLIVAN,8/2/2008,73,37,20,56,12166814,0.529,0.659,7.0,-5.318,1.0,0.0629,0.0232,0.0,0.114,0.36,138.196,257427.0,4.0,0,0,0,70.0,0,0,4
10686,Lookin' Boy,HOT STYLZ featuring YUNG JOC,6/21/2008,86,47,11,43,7575147,0.85,0.687,0.0,-5.995,0.0,0.308,0.213,0.0,0.0724,0.502,149.989,207013.0,4.0,0,0,0,35.0,0,0,1
10687,I Still Miss You,KEITH ANDERSON,6/28/2008,98,48,19,52,2143384,0.505,0.763,3.0,-5.386,1.0,0.0297,0.14,0.0,0.0949,0.446,156.024,235907.0,4.0,0,0,0,56.0,0,0,3
10688,Out Here Grinding,"DJ KHALED feat AKON, RICK ROSS, YOUNG JEEZY, LIL' BOOSIE, TR",7/19/2008,38,38,15,8,3618,0.591,0.6890000000000001,1.0,-8.839,1.0,0.0498,2.7600000000000003e-05,0.8640000000000001,0.342,0.157,175.96599999999998,260693.0,4.0,0,0,0,57.77835159102765,0,0,1
10689,She Never Cried In Front Of Me,TOBY KEITH,7/26/2008,72,42,20,41,5149261,0.445,0.637,7.0,-4.601,1.0,0.0317,0.34700000000000003,0.0,0.10099999999999999,0.324,145.99,239507.0,4.0,0,0,0,72.0,0,0,35
10690,Waitin' On A Woman,BRAD PAISLEY,7/26/2008,99,44,20,51,14826028,0.5479999999999999,0.617,0.0,-7.093,1.0,0.0283,0.0846,5.0900000000000004e-05,0.113,0.33899999999999997,76.37100000000001,272587.0,4.0,0,0,0,74.0,0,0,33
10691,If I Never See Your Face Again,MAROON 5 featuring RIHANNA,5/24/2008,57,51,20,51,110378536,0.753,0.8690000000000001,1.0,-2.4659999999999997,1.0,0.039,0.0238,0.0,0.213,0.9179999999999999,106.01,201000.0,4.0,2,0,0,95.0,0,0,1
10692,Love Remains The Same,GAVIN ROSSDALE,6/21/2008,76,27,31,43,3968920,0.406,0.632,4.0,-5.115,1.0,0.0344,0.23600000000000002,0.0,0.18,0.109,149.25799999999998,249440.0,4.0,3,0,0,42.0,0,0,1
10693,I'll Be Lovin' U Long Time,MARIAH CAREY,7/26/2008,100,58,8,40,13109306,0.465,0.731,1.0,-5.197,1.0,0.125,0.213,0.0,0.281,0.467,178.702,181027.0,4.0,0,0,0,82.0,11,2,6
10694,Girls Around The World,LLOYD featuring LIL WAYNE,6/7/2008,93,64,14,39,9325582,0.732,0.84,7.0,-8.654,1.0,0.0991,0.0247,0.000407,0.126,0.609,97.601,229800.0,4.0,0,0,0,72.0,0,0,1
10695,Do You Believe Me Now,JIMMY WAYNE,8/2/2008,96,36,20,39,3748483,0.489,0.8140000000000001,4.0,-3.9360000000000004,1.0,0.0462,0.0662,1.14e-06,0.0923,0.496,161.864,204387.0,4.0,0,0,0,40.0,0,0,3
