Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks,Popularity,Movies_TV_feature_count,Oscars_won,Artist_lifetime_grammy_achievement,Artist_grammy_wins,Artist_grammy_nominations
I'm On One,"DJ KHALED featuring DRAKE, RICK ROSS &amp; LIL WAYNE",6/4/11,78,10,23,-1,0,0,0,0,2
Best Thing I Never Had,BEYONCE,6/18/11,84,16,20,71,0,0,0,22,62
Pumped Up Kicks,FOSTER THE PEOPLE,5/14/11,96,3,40,82,7,0,0,0,0
Knee Deep,ZAC BROWN BAND featuring JIMMY BUFFETT,5/28/11,73,18,20,-1,0,0,0,3,9
Marvin's Room,DRAKE,8/6/11,68,21,17,-1,0,0,0,3,35
Just A Kiss,LADY ANTEBELLUM,5/21/11,7,7,42,61,1,0,0,5,8
Remind Me,BRAD PAISLEY duet with CARRIE UNDERWOOD,6/25/11,59,17,20,50,0,0,0,3,18
Don't Wanna Go Home,JASON DERULO,6/4/11,92,14,15,61,0,0,0,0,0
Country Girl (Shake It For Me),LUKE BRYAN,5/7/11,22,22,20,70,1,0,0,0,0
Where Them Girls At,DAVID GUETTA featuring FLO RIDA &amp; NICKI MINAJ,5/21/11,14,14,20,-1,0,0,0,2,9
You And Tequila,KENNY CHESNEY featuring GRACE POTTER,6/11/11,92,33,20,-1,0,0,0,0,5
You Make Me Feel...,COBRA STARSHIP featuring SABI,7/30/11,76,7,29,-1,1,0,0,0,0
Am I The Only One,DIERKS BENTLEY,5/21/11,89,39,20,51,0,0,0,0,14
Rain Over Me,PITBULL featuring MARC ANTHONY,7/23/11,93,30,17,-1,0,0,0,1,1
Every Teardrop Is A Waterfall,COLDPLAY,6/18/11,29,14,18,69,0,0,0,7,27
Out Of My Head,FASTBALL,7/3/99,64,20,20,52,0,0,0,0,2
Stereo Hearts,GYM CLASS HEROES featuring ADAM LEVINE,7/2/11,85,4,37,-1,1,0,0,0,0
I'm Into You,JENNIFER LOPEZ featuring LIL WAYNE,6/18/11,96,41,13,-1,0,0,0,0,2
Take A Back Road,RODNEY ATKINS,6/18/11,92,23,23,67,0,0,0,0,0
Right There,ARIANA GRANDE featuring BIG SEAN,11/16/13,100,86,7,-1,0,0,0,0,4
Love You Like A Love Song,SELENA GOMEZ &amp; THE SCENE,7/9/11,72,22,38,-1,1,0,0,1,2
California King Bed,RIHANNA,6/4/11,80,37,14,57,0,0,0,8,32
Take Over Control,AFROJACK featuring EVA SIMONS,7/2/11,96,41,20,-1,1,0,0,1,3
Keep Your Head Up,ANDY GRAMMER,6/18/11,94,53,20,60,1,0,0,0,0
Made In America,TOBY KEITH,6/25/11,95,40,20,55,0,0,0,0,7
God Gave Me You,BLAKE SHELTON,7/30/11,65,22,25,63,0,0,0,0,7
Better With The Lights Off,NEW BOYZ featuring CHRIS BROWN,7/23/11,76,38,18,-1,0,0,0,0,0
Love Done Gone,BILLY CURRINGTON,7/2/11,98,58,15,45,0,0,0,0,0
Man Down,RIHANNA,6/11/11,94,59,14,60,0,0,0,8,32
I Love You This Beg,SCOTTY McCREERY,6/11/11,11,11,16,-1,0,0,0,0,0
Long Hot Summer,KEITH URBAN,7/30/11,89,45,18,56,0,0,0,4,18
Booty Work (One Cheek At A Time),T-PAIN featuring JOEY GALAXY,7/30/11,44,44,7,-1,0,0,0,2,13
Just Fishin',TRACE ADKINS,6/18/11,98,61,20,42,0,0,0,0,3
Here For A Good Time,GEORGE STRAIT,7/16/11,65,46,20,52,0,0,0,1,16
Never Gonna Leave This Bed,MAROON 5,5/14/11,100,55,18,55,0,0,0,3,12
Mr. Saxobeat,ALEXANDRA STAN,7/30/11,92,21,20,56,0,0,0,0,0
The Adventures Of Rain Dance Maggie,RED HOT CHILI PEPPERS,8/6/11,38,38,17,65,0,0,0,0,2
Marvin & Chardonnay,BIG SEAN featuring KANYE WEST &amp; ROSCOE DASH,8/6/11,88,32,20,-1,0,0,0,0,4
Unusual,TREY SONGZ featuring DRAKE,6/18/11,90,68,11,-1,0,0,0,0,0
Country Must Be Country Wide,BRANTLEY GILBERT,7/23/11,84,50,20,54,0,0,0,0,0
Skyscraper,DEMI LOVATO,7/30/11,10,10,15,64,1,0,0,0,1
On My Level,WIZ KHALIFA featuring TOO $HORT,7/23/11,79,78,7,-1,0,0,0,0,10
Gucci Gucci,KREAYSHAWN,8/13/11,82,57,10,52,0,0,0,0,0
"Save Me, San Francisco",TRAIN,7/9/11,98,75,11,48,0,0,0,1,4
Pretty Girls,IYAZ featuring TRAVIE McCOY,8/6/11,93,43,12,-1,0,0,0,0,0
Quickie,MIGUEL,8/6/11,95,62,14,57,0,0,0,1,10
Dirty Dancer,ENRIQUE IGLESIAS with USHER featuring LIL WAYNE,5/28/11,18,18,12,-1,0,0,0,1,4
Cheers (Drink To That),RIHANNA,8/13/11,91,7,18,54,0,0,0,8,32
Novacane,FRANK OCEAN,7/23/11,82,82,4,65,0,0,0,2,7
Don't Stop The Party,THE BLACK EYED PEAS,8/13/11,93,86,4,45,0,0,0,0,0
Walk,FOO FIGHTERS,7/23/11,100,83,13,66,1,0,0,10,25
Oh My,"DJ DRAMA featuring FABOLOUS, ROSCOE DASH &amp; WIZ KHALIFA",8/6/11,100,95,3,-1,0,0,0,0,0
Fish,CRAIG CAMPBELL,8/13/11,97,83,10,52,0,0,0,0,0
Faster,MATT NATHANSON,8/13/11,99,74,12,49,0,0,0,0,0
One More Drinkin' Song,JERROD NIEMANN,8/13/11,100,72,18,44,0,0,0,0,0
Cold Water,MAJOR LAZER featuring JUSTIN BIEBER &amp; MO,8/13/16,2,2,27,-1,0,0,0,0,0
This Is What You Came For,CALVIN HARRIS featuring RIHANNA,5/21/16,9,3,32,-1,0,0,0,1,5
Send My Love (To Your New Lover),ADELE,6/11/16,26,8,26,72,0,0,0,15,18
Don't Mind,KENT JONES,5/21/16,63,8,20,72,0,0,0,0,0
Just Like Fire,P!NK,5/7/16,42,10,26,73,0,0,0,0,0
Me Too,MEGHAN TRAINOR,6/4/16,39,13,20,75,0,0,0,1,3
For Free,DJ KHALED featuring DRAKE,6/25/16,18,13,20,-1,0,0,0,0,2
Treat You Better,SHAWN MENDES,6/25/16,34,6,39,76,0,0,0,0,0
Controlla,DRAKE,5/21/16,34,16,26,70,0,0,0,3,35
H.O.L.Y.,FLORIDA GEORGIA LINE,5/21/16,20,14,22,76,0,0,0,0,0
Too Good,DRAKE featuring RIHANNA,5/21/16,52,14,29,-1,0,0,0,3,35
We Don't Talk Anymore,CHARLIE PUTH featuring SELENA GOMEZ,7/2/16,86,9,23,-1,0,0,0,0,3
Into You,FABOLOUS featuring TAMIA or ASHANTI,6/14/03,67,4,26,-1,0,0,0,0,3
All In My Head (Flex),FIFTH HARMONY featuring FETTY WAP,7/9/16,78,24,18,-1,0,0,0,0,0
I Hate U I Love U,GNASH featuring OLIVIA O'BRIEN,5/7/16,93,10,39,-1,0,0,0,0,0
Broccoli,D.R.A.M. featuring LIL YACHTY,7/2/16,87,5,37,-1,0,0,0,0,0
I Got The Keys,DJ KHALED featuring JAY Z &amp; FUTURE,7/16/16,56,30,17,-1,0,0,0,0,2
THat Part,SCHOOLBOY Q featuring KANYE WEST,7/2/16,76,40,19,-1,0,0,0,0,5
Hymn For The Weekend,COLDPLAY,7/2/16,88,25,21,80,0,0,0,7,27
Tiimy Turner,DESIIGNER,8/13/16,46,34,20,-1,0,0,0,0,1
Wicked,FUTURE,5/7/16,73,41,20,69,0,0,0,0,1
From The Ground Up,DAN + SHAY,6/11/16,90,48,16,68,0,0,0,0,0
Luv,TORY LANEZ,7/16/16,96,19,22,71,0,0,0,0,0
Make Me,BRITNEY SPEARS featuring G-EAZY,8/6/16,17,17,9,-1,0,0,0,1,8
Kill Em With Kindness,SELENA GOMEZ,6/18/16,74,39,15,71,0,0,0,1,2
Make You Miss Me,SAM HUNT,6/18/16,93,45,19,74,0,0,0,0,2
Toothbrush,DNCE,7/2/16,98,44,10,70,0,0,0,0,0
My PYT,WALE,7/2/16,94,54,15,66,0,0,0,0,0
Church Bells,CARRIE UNDERWOOD,5/28/16,90,43,17,67,0,0,0,7,14
Peter Pan,KELSEA BALLERINI,6/18/16,92,35,20,68,1,0,0,0,1
No Limit,USHER featuring YOUNG THUG,7/16/16,80,32,20,-1,0,0,0,8,22
Unsteady,X AMBASSADORS,6/4/16,99,20,34,74,0,0,0,0,0
Vice,MIRANDA LAMBERT,8/6/16,47,47,19,63,0,0,0,2,14
"Sit Still, Look Pretty",DAYA,6/18/16,100,28,24,70,0,0,0,1,1
Different For Girls,DIERKS BENTLEY featuring ELLE KING,7/2/16,99,42,19,-1,0,0,0,0,14
Sucker For Pain,"LIL WAYNE, WIZ KHALIFA &amp; IMAGINE DRAGONS with LOGIC, TY DOLL",7/16/16,32,15,22,-1,0,0,0,0,0
Fix,"BLACKSTREET, DIRTY OL' BASTARD &amp; SLASH",8/2/97,81,58,10,-1,0,0,0,0,0
American Country Love Song,JAKE OWEN,6/18/16,89,55,16,67,0,0,0,0,1
Purple Lamborghini,SKRILLEX &amp; RICK ROSS,8/13/16,67,33,10,-1,2,0,0,8,12
Money Longer,LIL UZI VERT,7/2/16,92,54,22,81,0,0,0,0,0
She's Got A Way With Words,BLAKE SHELTON,7/16/16,86,61,12,63,0,0,0,0,7
Hit Or Miss,JACOB SARTORIUS,9/3/16,81,81,1,56,0,0,0,0,0
Wherever I Go,ONEREPUBLIC,6/4/16,67,55,12,66,0,0,0,0,1
Lockjaw,FRENCH MONTANA featuring KODAK BLACK,7/23/16,98,73,10,-1,0,0,0,0,0
Wake Up,HILARY DUFF,9/3/05,29,29,6,47,0,0,0,0,0
Hasta El Amanecer,NICKY JAM,6/11/16,98,73,19,77,0,0,0,0,0
No Shopping,FRENCH MONTANA featuring DRAKE,8/6/16,89,36,11,-1,0,0,0,0,0
Back On The Road,GUCCI MANE &amp; DRAKE,8/13/16,81,81,1,-1,0,0,0,0,0
Duele El Corazon,ENRIQUE IGLESIAS featuring WISIN,7/30/16,86,82,8,-1,0,0,0,1,4
Brand New,BEN RECTOR,7/23/16,94,82,5,62,1,0,0,0,0
"Wat U Mean (Aye, Aye, Aye)",DAE DAE,8/6/16,96,66,17,61,0,0,0,0,0
1 Night,LIL YACHTY,9/3/16,94,49,19,76,0,0,0,0,1
P**** Print,GUCCI MANE featuring KANYE WEST,8/13/16,89,89,1,-1,0,0,0,0,0
Why You Always Hatin?,YG featuring DRAKE &amp; KAMAIYAH,7/9/16,92,62,16,-1,0,0,0,0,0
This Girl,KUNGS vs COOKIN' ON 3 BURNERS,8/13/16,91,26,14,72,0,0,0,0,0
You Was Right,LIL UZI VERT,7/30/16,89,40,28,79,0,0,0,0,0
No Money,GALANTIS,8/13/16,93,88,4,76,0,0,0,0,1
No Problem,LIL SCRAPPY,7/17/04,88,29,20,53,0,0,0,0,0
It Don't Hurt Like It Used To,BILLY CURRINGTON,8/13/16,97,44,17,73,0,0,0,0,0
Middle Of A Memory,COLE SWINDELL,8/13/16,99,46,20,72,0,0,0,0,0
Castaway,ZAC BROWN BAND,9/3/16,96,96,1,60,1,0,0,3,9
Tossin' & Turnin',BOBBY LEWIS,4/17/61,106,1,24,31,0,0,0,0,1
I Like It Like That,LOGGINS &amp; MESSINA,8/30/75,84,84,2,-1,0,0,0,0,0
Dum Dum,BRENDA LEE,6/19/61,69,4,12,12,0,0,1,0,4
Wooden Heart,JOE DOWELL,6/19/61,119,1,17,11,0,0,0,0,7
Michael,TRINI LOPEZ,8/15/64,115,42,9,29,0,0,0,0,1
Pretty Little Angel Eyes,CURTIS LEE,7/3/61,74,7,11,23,1,0,0,0,0
Let's Twist Again,CHUBBY CHECKER,6/19/61,85,8,12,44,2,0,0,1,1
School Is Out,GARY US B0NDS,7/24/61,52,5,11,-1,0,0,0,0,0
You Don't Know What You've Got,RAL DONNER,7/10/61,83,4,12,6,0,0,0,0,0
Never On Sunday,DON COSTA ORCHESTRA,8/8/60,75,19,15,7,0,1,0,0,4
Hats Off To Larry,DEL SHANNON,6/5/61,92,5,13,19,0,0,0,0,0
Don't Bet Money Honey,LINDA SCOTT,7/3/61,85,9,14,-1,0,0,0,0,0
Let The Four Winds Blow,FATS DOMINO,7/24/61,56,15,11,39,0,0,1,0,0
Quarter To Three,GARY U.S. BONDS,5/22/61,99,1,15,23,0,0,0,0,0
The Boll Weevil Song,BROOK BENTON,5/15/61,90,2,16,19,0,0,0,0,1
As If I Didn't Know,ADAM WADE,7/24/61,78,10,10,4,0,0,0,0,0
I'm Gonna Knock On Your Door,EDDIE HODGES,6/5/61,115,12,15,24,0,0,0,0,0
I Fall To Pieces,PATSY CLINE,5/15/61,106,12,21,46,3,0,1,0,0
One Summer Night,THE DIAMONDS,6/12/61,116,22,12,8,0,0,0,0,0
I'm Telling You,JERRY BUTLER,7/24/61,73,25,8,31,0,0,0,0,2
Quite A Party,THE FIREBALLS,6/12/61,103,27,12,10,0,0,0,0,0
Runaround,FLEETWOODS,5/16/60,111,23,14,17,0,0,0,0,0
San Antonio Rose,FLOYD CRAMER,6/5/61,90,8,12,18,0,0,0,0,7
Please Stay,THE DAVE CLARK FIVE,5/18/68,126,115,4,-1,0,0,0,0,0
A Tear,GENE McDANIELS,7/3/61,84,31,8,18,0,0,0,0,0
My True Story,JIVE FIVE,7/3/61,92,3,19,35,0,0,0,0,0
I Dreamed Of A Hill-Billy Heaven,TEX RITTER,6/12/61,115,20,15,7,0,0,0,0,2
Yellow Bird,ARTHUR LYMAN GROUP,5/29/61,71,4,12,-1,0,0,0,0,0
Sacred,CASTELLS,5/29/61,95,20,12,1,0,0,0,0,0
Princess,FRANK GARI,7/3/61,95,30,10,-1,0,0,0,0,0
That's What Girls Are Made For,THE SPINNERS,6/19/61,106,27,9,6,0,0,0,0,0
Right Or Wrong,WANDA JACKSON,7/24/61,74,29,7,24,0,0,0,0,2
Does Your Chewing Gum Lose Its Flavour,LONNIE DONEGAN,7/24/61,117,5,13,19,0,0,0,0,0
I Don't Want To Take A Chance,MARY WELLS,7/3/61,118,33,11,16,0,0,0,0,3
I Just Don't Understand,ANN-MARGARET,7/17/61,114,17,13,-1,0,0,0,0,0
Who Put The Bomp,BARRY MANN,7/24/61,120,7,14,36,0,0,0,2,4
A Thing Of The Past,THE SHIRELLES,7/3/61,112,41,9,20,0,0,0,0,0
The Charleston,ERNIE FIELD'S ORCHESTRA,6/12/61,106,47,11,-1,0,0,0,0,0
I'll Never Smile Again,PLATTERS,7/24/61,111,25,9,9,0,0,0,0,0
Raindrops,DEE CLARK,5/1/61,90,2,16,22,0,0,0,0,0
Mighty Good Lovin',MIRACLES,7/10/61,91,51,6,19,0,0,0,0,0
Don't Cry Baby,ETTA JAMES,8/7/61,67,39,7,24,1,0,1,3,17
Starlight Starbright,LINDA SCOTT,8/14/61,53,44,5,-1,0,0,0,0,0
Nag,THE HALOS,7/17/61,83,25,11,5,0,0,0,0,0
No No No,CHANTERS,6/19/61,99,41,9,0,0,0,0,0,0
I Never Knew,CLYDE McPHATTER,7/17/61,105,56,6,1,0,0,0,0,0
Mr. Happiness,JOHNNY MAESTRO,7/24/61,98,57,5,-1,0,0,0,0,1
The Fish,BOBBY RYDELL,7/3/61,60,25,7,-1,0,0,0,0,0
Tears On My Pillow,JOHNNY TILLOTSON,6/7/69,131,119,5,4,0,0,0,0,1
Peanuts,SUNGLOWS,4/17/65,104,64,7,7,0,0,0,0,0
Transistor Sister,FREDDY CANNON,7/31/61,95,35,8,4,0,0,0,0,0
It's Gonna Work Out Fine,IKE AND TINA TURNER,7/24/61,101,14,16,21,0,0,0,0,0
Let Me Belong To You,BRIAN HYLAND,7/31/61,107,20,12,8,0,0,0,0,0
Water Boy,DON SHIRLEY TRIO,7/17/61,93,40,14,3,0,0,0,0,0
The Mountain's High,DICK AND DEEDEE,7/31/61,90,2,15,2,0,0,0,0,0
Candy Man,ROY ORBISON,8/7/61,71,60,5,32,0,0,1,5,9
What A Sweet Thing That Was,SHIRELLES,7/17/61,87,54,6,18,0,0,0,0,0
Lonely Street,ANDY WILLIAMS,8/31/59,111,5,17,19,0,0,0,1,4
Lover's Island,BLUE JAYS,8/7/61,102,31,10,3,0,0,0,0,0
Guns Of Navarone,JOE REISMAN,7/3/61,100,96,2,-1,0,0,0,0,7
When We Get Married,DREAMLOVERS,7/24/61,107,10,13,30,0,0,0,0,0
Teardrops In My Heart,JOE BARRY,7/24/61,115,63,6,1,0,0,0,0,7
My Claire De Lune,STEVE LAWRENCE,7/3/61,119,68,7,4,0,0,0,1,2
Hully Gully Again,LITTLE CAESAR,8/7/61,90,54,4,-1,0,0,0,0,0
Don't Cry No More,BOBBY BLAND,10/16/61,82,78,3,18,0,0,1,0,0
Now & Forever,BERT KAEMPFERT,7/31/61,94,48,7,2,0,0,0,0,1
Back Beat No. 1,RONDELS,8/14/61,83,66,4,-1,0,0,0,0,0
San-Ho-Zay,FREDDY KING,8/7/61,98,47,5,33,0,0,0,0,0
Summer Souveniers,KARL HAMMEL JR.,7/24/61,119,68,7,-1,0,0,0,0,0
Here In My Heart '61,AL MARTINO,7/17/61,119,86,5,-1,0,0,0,0,0
Bless You,TONY ORLANDO,8/7/61,103,15,13,9,0,0,0,0,1
Magic Moon (Clair De Lune),THE RAYS,8/7/61,118,49,9,-1,0,0,0,0,0
Dedicated (To The Songs I Love),THE 3 FRIENDS,7/10/61,106,89,6,-1,0,0,0,0,0
Every Breath I Take,GENE PITNEY,7/31/61,114,42,9,29,0,0,0,0,0
Mexico,BOB MOORE,8/7/61,110,7,16,11,0,0,0,0,6
Well-A Well-A,SHIRLEY AND LEE,8/7/61,96,77,6,-1,0,0,0,0,0
"Music, Music, Music",THE SENSATIONS,8/7/61,117,54,9,1,0,0,0,0,0
Starlight,RAY KENNEDY,8/31/80,109,109,2,1,0,0,0,3,0
My Heart's On Fire,BILLY BLAND,8/7/61,100,90,4,7,0,0,0,0,0
More Money For You And Me,FOUR PREPS,8/14/61,98,17,11,7,0,0,0,0,0
Girls Girls Girls (Part 2),THE COASTERS,8/7/61,116,96,3,0,0,0,0,0,0
Pitter-Patter,FOUR SPORTSMEN,8/14/61,100,76,5,-1,0,0,0,0,0
Stick Shift,THE DUALS,8/21/61,109,25,14,12,0,0,0,0,0
(Theme From) Silver City,THE VENTURES,8/21/61,102,83,4,-1,0,0,0,0,0
Johnny Willow,FRED DARIAN,9/25/61,96,96,4,1,0,0,0,0,0
Black Land Farmer,WINK MARTINDALE,7/31/61,115,85,5,-1,0,0,0,0,0
Mr. Paganini (You'll Have To Swing It),ELLA FITZGERALD,8/21/61,106,103,3,22,0,0,1,13,20
"Baby, You're Right",JAMES BROWN AND THE FAMOUS FLAMES,8/14/61,106,49,5,17,0,0,1,0,4
Look In My Eyes,THE CHANTELS,8/21/61,104,14,13,38,0,0,0,0,0
"Pretty, Pretty Girl (The New Beat)",THE TIME TONES,7/31/61,108,106,3,-1,0,0,0,0,0
Nothing But Good,HANK BALLARD AND THE MIDNIGHTERS,8/14/61,110,49,4,0,0,0,0,0,1
Don't Forget I Love You,THE BUTANES,7/3/61,113,96,9,2,0,0,0,0,0
You Don't Know What It Means,JACKIE WILSON,9/25/61,115,79,4,-1,0,0,0,0,2
Big Cold Wind,PAT BOONE,8/14/61,113,19,10,-1,0,0,0,0,6
Jeremiah Peabody's Poly Unsaturated Quick Dissolving Fast Ac,RAY STEVENS,8/14/61,114,35,7,-1,0,0,0,2,12
A Far Far Better Thing,DELLA REESE,8/14/61,115,115,1,-1,0,0,0,0,3
The Way You Look Tonight,THE LETTERMEN,9/4/61,93,13,13,27,0,0,0,0,0
The Bells Are Ringing,THE VAN DYKES,7/17/61,117,99,5,5,0,0,0,0,0
Tennessee Waltz,JERRY FULLER,10/19/59,87,63,6,3,0,0,0,0,0
Save Your Heart For Me,GARY LEWIS &amp; THE PLAYBOYS,7/3/65,80,2,11,-1,0,0,0,0,0
I'm Henry The VIII I Am,HERMAN'S HERMITS,7/3/65,42,1,10,19,0,0,0,0,0
What's New Pussycat,TOM JONES,6/12/65,118,3,13,41,0,0,0,0,3
It's The Same Old Song,FOUR TOPS,7/24/65,110,5,10,45,0,0,1,0,1
Don't Just Stand There,PATTY DUKE,6/19/65,114,8,12,16,0,0,0,0,0
Down In The Boondocks,BILLY JOE ROYAL,6/26/65,127,9,14,31,1,0,0,0,0
I Want Candy,BOW WOW WOW,5/15/82,103,62,9,59,10,0,0,0,0
Baby I'm Yours,SHAI,6/5/93,96,10,25,37,0,0,0,0,0
Help,BEATLES,7/31/65,110,1,14,59,0,0,0,7,23
Hold Me Thrill Me Kiss Me,MEL CARTER,6/5/65,133,8,18,42,0,0,0,0,1
Take Me Back,LITTLE ANTHONY &amp; THE IMPERIALS,6/26/65,81,16,11,-1,0,0,0,0,0
I'm A Fool,DINO DESI &amp; BILLY,6/26/65,99,17,12,-1,0,0,0,0,1
All I Really Want To Do,BYRDS,7/3/65,83,40,10,38,0,0,0,0,1
Cara Mia,PAUL DELICATO,3/20/76,108,108,2,-1,0,0,0,0,0
Papa's Got A Brand New Bag,JAMES BROWN &amp; THE FAMOUS FLAMES,7/17/65,80,8,13,-1,0,0,1,0,4
Sunshine Lollipops And Rainbows,LESLEY GORE,6/19/65,98,13,11,38,0,0,0,0,3
You Were On My Mind,WE FIVE,7/3/65,131,3,18,33,0,0,0,0,1
You'd Better Come Home,PETULA CLARK,7/3/65,118,22,10,12,0,0,0,2,9
Pretty Little Baby,MARVIN GAYE,7/10/65,66,25,7,4,0,0,1,2,12
Like A Rolling Stone,BOB DYLAN,7/24/65,91,2,12,71,0,0,1,0,6
Nothing But Heartaches,SUPREMES,7/31/65,88,11,9,19,0,0,0,0,2
Ride Your Pony,LEE DORSEY,6/5/65,135,28,13,32,0,0,0,0,0
Since I Lost My Baby,TEMPTATIONS,7/24/65,68,17,10,36,0,0,0,4,9
What The World Needs Now Is Love,TOM CLAY,7/10/71,84,8,9,9,0,0,0,0,0
One Dyin' And A Buryin',ROGER MILLER,7/10/65,99,34,7,17,0,0,0,11,18
Too Many Rivers,BRENDA LEE,5/22/65,119,13,14,16,0,0,1,0,4
(Say) You're My Girl,ROY ORBISON,7/10/65,86,39,7,12,0,0,1,5,9
Marie,THE BACHELORS,6/5/65,108,15,11,5,0,0,0,0,0
Looking Through The Eyes Of Love,GENE PITNEY,7/24/65,86,28,8,30,0,0,0,0,0
Seventh Son,JOHNNY RIVERS,5/29/65,101,7,12,22,0,0,0,0,1
You Turn Me On,IAN WHITCOMB,5/8/65,135,8,15,12,0,0,0,0,1
You Tell Me Why,BEAU BRUMMELS,7/17/65,113,38,8,9,0,0,0,0,0
Ju Ju Hand,SAM THE SHAM AND THE PHARAOHS,7/31/65,80,26,7,13,0,0,0,0,0
Shake And Finger Pop,JUNIOR WALKER AND THE ALL STARS,7/31/65,81,29,8,-1,0,0,0,0,0
Heart Full Of Soul,YARDBIRDS,7/31/65,86,9,12,61,0,0,0,0,0
Hung On You,RIGHTEOUS BROTHERS,7/10/65,120,47,8,20,0,0,0,0,2
Sugar Dumpling,SAM COOKE,7/24/65,94,32,9,31,0,0,1,0,6
It Ain't Me Baby,TURTLES,7/31/65,116,8,12,-1,0,0,0,0,0
It's Gonna Be Fine,GLENN YARBROUGH,7/10/65,116,54,7,2,0,0,0,0,8
One Step At A Time,JORDIN SPARKS,7/12/08,79,17,21,-1,0,0,0,0,1
I Don't Wanna Lose You Baby,CHAD &amp; JEREMY,8/7/65,68,35,7,-1,0,0,0,0,0
The 'In' Crowd,RAMSEY LEWIS,7/24/65,126,5,17,34,1,0,0,3,4
Houston,DEAN MARTIN,8/7/65,79,21,9,43,0,0,1,0,1
No Pity (In The Naked City),JACKIE WILSON,6/19/65,115,59,12,26,0,0,0,0,2
A Little You,FREDDIE AND THE DREAMERS,7/31/65,90,48,7,12,0,0,0,0,0
Nobody Knows What's Going On,CHIFFONS,6/12/65,115,49,10,17,0,0,0,0,0
It's Too Late Baby It's Too Late,ARTHUR PRYSOCK,7/3/65,114,56,10,1,0,0,0,0,2
Agent OO Soul,EDWIN STARR,8/7/65,85,21,11,-1,0,0,0,0,1
Moon Over Naples,BERT KAEMPFERT ORCHESTRA,7/3/65,122,59,11,9,0,0,0,0,1
You're My Baby,SARAH VAUGHAN,3/7/60,97,97,1,0,0,0,1,1,9
Here I Am,RICK ROSS featuring NELLY &amp; AVERY STORM,7/12/08,99,41,14,-1,0,0,0,0,4
Sad Sad Girl,BARBARA MASON,8/7/65,90,27,9,26,0,0,0,0,0
If I Didn't Love You,CHUCK JACKSON,7/31/65,106,46,8,-1,0,0,0,0,0
Tickle Me,ELVIS PRESLEY,7/10/65,98,70,7,-1,0,0,1,3,14
The Loser,PETER COURTNEY,3/4/67,123,121,3,-1,0,0,0,0,0
Who'll Be The Next In Line,KINKS,8/7/65,106,34,8,19,0,0,0,0,0
You've Been In Love Too Long,MARTHA AND THE VANDELLAS,8/14/65,75,36,7,12,0,0,0,0,0
Annie Fanny,KINGSMEN,8/7/65,97,47,8,2,0,0,0,0,0
It's A Man Down There,G.L. CROCKETT,7/24/65,111,67,8,-1,0,0,0,0,0
He's Got No Love,SEARCHERS,7/31/65,95,79,4,16,0,0,0,0,0
We Gotta Get Out Of This Place,ANIMALS,8/7/65,107,13,12,49,0,0,0,0,0
First I Look At The Purse,CONTOURS,8/14/65,81,57,8,24,0,0,0,0,0
Moonlight And Roses,VIC DANA,8/7/65,94,51,9,6,0,0,0,0,0
You Better Go,DEREK MARTIN,7/17/65,105,78,8,-1,0,0,0,0,1
Summer Wind,ROGER WILLIAMS &amp; THE HARRY SIMEONE CHORALE,8/21/65,119,109,4,-1,0,0,0,0,2
(My Girl) Sloopy,LITTLE CAESAR,8/14/65,86,50,8,0,0,0,0,0,0
I'll Take You Where The Music's Playing,THE DRIFTERS,8/7/65,116,51,7,8,0,0,0,0,0
Is It Really Over,JIM REEVES,7/31/65,123,79,8,25,0,0,0,0,10
Oowee Oowee,PERRY COMO,7/31/65,96,88,5,-1,0,0,1,1,4
I'm A Happy Man,JIVE FIVE,7/24/65,101,36,11,-1,0,0,0,0,0
You're Gonna Make Me Cry,O.V. WRIGHT,7/24/65,115,86,10,20,0,0,0,0,0
Danger Heartbreak Dead Ahead,MARVELETTES,8/14/65,92,61,8,23,0,0,0,0,0
Only Those In Love,BABY WASHINGTON,7/10/65,111,73,11,3,0,0,0,0,1
I've Cried My Last Tear,THE O'JAYS,7/31/65,132,94,4,-1,0,0,0,0,0
Colours,DONOVAN,7/31/65,121,61,9,42,0,0,0,0,1
Liar Liar,CASTAWAYS,8/14/65,96,12,14,35,0,0,0,0,0
Give All Your Love To Me,GERRY AND THE PACEMAKERS,8/14/65,98,68,6,1,0,0,0,0,0
What Are We Going To Do,DAVY JONES,7/31/65,135,93,6,-1,0,0,0,0,4
99 Plus 1,J. GARDNER,8/14/65,102,102,4,-1,0,0,0,0,0
Eve Of Destruction,BARRY McGUIRE,8/14/65,103,1,12,44,0,0,0,0,1
I'm Down,THE BEATLES,8/7/65,118,101,7,34,0,0,0,7,23
We're Doing Fine,DEE DEE WARWICK,7/17/65,120,96,8,9,0,0,0,0,2
Laugh At Me,SONNY,8/14/65,107,10,11,26,0,0,0,0,3
Out In The Sun (Hey-O),THE BEACH-NUTS,7/31/65,129,106,5,-1,0,0,0,0,0
The Tracker,THE SIR DOUGLAS QUINTET,7/24/65,118,105,4,-1,0,0,0,0,0
After Loving You,EDDY ARNOLD,10/6/62,128,112,4,3,0,0,1,0,6
Ain't That Love,THE FOUR TOPS,7/24/65,119,93,4,-1,0,0,1,0,0
"You Can't Be True, Dear",PATTI PAGE,8/14/65,113,94,7,6,0,0,1,1,1
