Song,Artist,Endurance_Score,Predicted_Endurance_Score
Shadow Days,JOHN MAYER,0.5730284796187225,0.47607989408439916
Man In The Mirror,MICHAEL JACKSON,0.680286505056079,0.5677988608011544
My Little Honey Dripper,JOE TURNER,0.06000088757908618,0.16584745097577974
Never Get Enough Of Your Love,L.T.D.,0.15000842083680188,0.2865719268083821
Beautiful Mess,DIAMOND RIO,0.5613118746851391,0.5831887922406123
You'll Never Rock Alone,TATA VEGA,2.8939357940840303e-06,0.13581375873453583
N 2 Gether Now,LIMP BIZKIT &amp; METHOD MAN,0.4302753944383026,0.3023437739601051
After The Fire Is Gone,CONWAY TWITTY / LORETTA LYNN,0.3301322343978181,0.13206423902985484
Stay Close To Me,THE FIVE STAIRSTEPS AND CUBIE,0.22000388990373093,0.14546489368497686
White Room,CREAM,0.6437470430390548,0.33632547624929016
Walking In L.A.,MISSING PERSONS,0.3703008811694208,0.2538652264110589
"Hot Pants - I'm Coming, I'm Coming, I'm Coming",BOBBY BYRD,0.34001830585346426,0.25593018796077
One Track Mind,BOBBY LEWIS,0.06000592859101876,0.3164186688706987
I'll Keep On Trying,WALTER JACKSON,4.554192480964902e-07,0.10162514698957101
Wagon Wheel,DARIUS RUCKER,0.7596942216246009,0.53803867414726
Back For A Taste Of Your Love,SYL JOHNSON,0.3200079235506157,0.16963855500388741
Raining In My Heart,LEO SAYER,0.1700768065259697,0.3086085734555913
You Should Do It,PETER BROWN with BETTY WRIGHT,0.0601118286848177,0.28451508225498023
So It Goes,NICK LOWE,0.3700088146186135,0.23015490166337305
99 Worlds,PETER WOLF,0.0400007703516597,0.15387732725986597
Ain't That Love,THE FOUR TOPS,0.14000120018555678,0.15566519889071312
The Wall Street Shuffle,10CC,0.4400874651506092,0.2163061541503319
A Closer Walk,PETE FOUNTAIN,0.2800421760555864,0.1626320643904886
How Will It End,BARRY DARVELL,0.030002121025599283,0.13313174532163877
Will You Be My Baby,BOBBY RYDELL,1.4537131259464064e-07,0.1504049843474982
O-H-I-O,THE OHIO PLAYERS,0.16003928025903946,0.31501340010058054
What's Your Name,DON AND JUAN,0.3300239274202708,0.28635867192209613
The Last Time I Saw Her,GLEN CAMPBELL,0.12002433911182805,0.2980849624115756
I'll Get Over You,CRYSTAL GAYLE,0.26008021240137824,0.24926946706447567
Pay You Back With Interest,THE HOLLIES,0.1500533077766255,0.21744078393131136
Wolfman Jack,TODD RUNDGREN featuring WOLFMAN JACK,0.2900021463783562,0.22360958058667252
Gotta Get Thru This,DANIEL BEDDINGFIELD,0.4718216814116738,0.5805112138811699
Nobody's Perfect,J. COLE featuring MISSY ELLIOTT,0.6573226111948433,0.5338630811646177
Little Red Rented Rowboat,JOE DOWELL,0.03000883531948835,0.21688198467851577
How Do You Fall In Love,ALABAMA,0.19016842185310784,0.19328709134158548
"Sitting, Waiting, Wishing",JACK JOHNSON,0.6310570524972124,0.4717149601391134
Sanctified,RICK ROSS featuring KANYE WEST &amp; BIG SEAN,0.5304378132702796,0.4605766574683077
The Battle,DUANE EDDY AND THE REBELS,0.02000041587825107,0.054768694244941185
If I Didn't Have A Dime (To Play The Jukebox),GENE PITNEY,0.2401369276815709,0.17025221450314904
The Sign Of Fire,THE FIXX,0.22006488212423725,0.32288525365938237
Pride And Passion,JOHN CAFFERTY &amp; THE BEAVER BROWN BAND,0.22019162683610355,0.22768459521460593
Beds Are Burning,MIDNIGHT OIL,0.6834471571816556,0.44122569754476604
Mr. President,DICKIE GOODMAN,0.010009639862480777,0.19038093603493847
Pinball Wizard,THE WHO,0.6121392721412495,0.36699410283535944
Put Your Mouth On Me,EDDIE MURPHY,0.19014645892260693,0.2901371320056959
Every Little Thing I Do,SOUL FOR REAL,0.5134074500705753,0.5412027521026004
It Happened Today,THE SKYLINERS,0.20001705961427566,0.2077045277576139
Pocketful Of Sunshine,NATASHA BEDINGFIELD,0.6528356505246488,0.6509804550684375
Third Rock From The Sun,JOE DIFFIE,0.43083751204314974,0.23767047161609456
I Count The Tears,DRIFTERS,0.2601318075876443,0.27099714381824436
Boogie Down,EDDIE KENDRICKS,0.4100720583500092,0.3714476933439313
He's My Guy,IRMA THOMAS,0.17000161722677834,0.22340613267724124
Perfect Situation,WEEZER,0.5233977457795288,0.5352615767390646
Baby You're So Right For Me,BRENDA AND THE TABULATIONS,0.010000225151088948,0.22898218757260624
Highway To Hell,AC/DC,0.8753995544680016,0.3712890341051018
That's Not My Name,THE TING TINGS,0.52307839782246,0.8179558438707284
She Wants To Dance With Me,RICK ASTLEY,0.4202811395125763,0.3348165389637375
I Know There's Something Going On,FRIDA,0.3611072416521432,0.4015929577492174
I've Got You Under My Skin,THE FOUR SEASONS,0.37047211624817,0.2891193157915547
Danza Kuduro,DON OMAR &amp; LUCENZO,0.9334371293056968,0.43197758493812133
Buttons And Bows,THE BROWNS featuring JIM EDWARD BROWN,4.233212622755935e-08,0.07894731222988743
How I Feel,FLO RIDA,0.5342040327625156,0.4290071318752199
Rose Anne,THE GUESS WHO,0.3700029809259876,0.06081606723725835
Mr. Magic Man,WILSON PICKETT,0.4500181695533215,0.15292787608554928
Never Marry A Railroad Man,SHOCKING BLUE,0.051576258118740385,0.11034488558525812
Da' Dip,FREAK NASTY,0.4608295073171931,0.43702722529690385
Twilight Time,ANDY WILLIAMS,1.668467258616217e-05,0.027770007698604604
Bulldog,FIREBALLS,0.2100592347394856,0.19637028261794867
A Visit To A Sad Planet,LEONARD NIMOY,0.050009197933690484,0.05451282544418501
Soul Song,JOE STAMPLEY,0.08001096099696964,0.31949231774250125
Something More,SUGARLAND,0.4923563022071893,0.5358267828610745
Giving You The Best That I Got,ANITA BAKER,0.4916226090058304,0.384005807407563
I Got Stung,ELVIS PRESLEY,0.3300315574371321,0.29268234760961487
My Friends Over You,NEW FOUND GLORY,0.6342444601756569,0.4800851631662396
Mr. Telephone Man,NEW EDITION,0.4821000279342956,0.33769951022278283
If You Love Her,BARBARA LEWIS,0.21000268599666852,0.08454551638891433
One Toke Over The Line,BREWER &amp; SHIPLEY,0.41010830255825936,0.3115906158106804
Little Sister,ELVIS PRESLEY,0.4903090894152151,0.34590160693494076
Do You Wanna Hold Me,BOW WOW WOW,0.3101059326569729,0.2171093511854025
Stop This Game,CHEAP TRICK,0.3000325427057404,0.3406135701695356
So Wrong,PATRICK SIMMONS,0.13001621157618645,0.34385162631900207
Georgy Girl,THE SEEKERS,0.4829765660111333,0.29232915206302473
Here And Now,LETTERS TO CLEO,0.4101747239902514,0.31813667469031887
I Got The Feelin' (It's Over),GREGORY ABBOTT,0.09021568008978252,0.2069180489688831
Ro Ro Rosey,VAN MORRISON,0.3100054964311807,0.17791480666211734
Hello Hello,THE SOPWITH CAMEL,0.6400063654027388,0.2907796980871675
Don't Take Your Love From Me,BEN E. KING,5.835785972799253e-07,0.10548776718226474
Love (Can Make You Happy),MERCY,0.280206495879144,0.30136535975138656
Only In America,BROOKS &amp; DUNN,0.4711040490655245,0.5386114791441695
Sneakin',DRAKE featuring 21 SAVAGE,0.7239787877055525,0.6686451640981275
Flaming Youth,KISS,0.3100875046916062,0.23928546819905575
Never,HEART,0.4434898314119375,0.41021960262376955
Sweet Caroline,NEIL DIAMOND,0.6972879242040935,0.4852369833526958
Poor Side Of Town,JOHNNY RIVERS,0.3103740006137149,0.31212161904126456
Point It Out,SMOKEY ROBINSON AND THE MIRACLES,0.20000439044623447,0.21038058581207478
I'll Never Need More Than This,IKE AND TINA TURNER,0.12000104504529198,0.16793747331799203
What Can I Do For You,LABELLE,0.19004493648236692,0.25837428979640553
Wrapped,GEORGE STRAIT,0.0001560220290346745,0.38369601654948815
Trading Places,USHER,0.5902386713397336,0.5849665343542172
"Dance, Everybody, Dance",THE DARTELLS,0.3600007054579057,0.3022922726705131
Don't Call Us We'll Call You,SUGARLOAF,0.15028881116378162,0.28160642687976206
Are You Never Coming Home,SANDY POSEY,2.0945098718635826e-06,0.16381043594627315
Do Something To Me,? AND THE MYSTERIANS,0.35000044402213715,0.10302325440647864
Justine,THE RIGHTEOUS BROTHERS,0.1300061374605207,0.14671546876828911
Window Shopper,50 CENT,0.5856118158059661,0.5663363765144469
39-21-46,THE SHOWMEN,0.17000600813820102,0.1675780416640704
Eso Beso (That Kiss),PAUL ANKA,0.2900312127326757,0.3193329823344074
These Things Will Keep Me Loving You,THE VELVELETTES,0.1300125926445822,0.15148105116378544
Taxi,HARRY CHAPIN,0.4505321364579317,0.3516716326688814
(There's) Always Something There To Remind Me,DIONNE WARWICK,0.2800296699360094,0.1405825248326034
This Song,GEORGE HARRISON,0.28005331777817183,0.4086496542867223
Yolanda,"BOBBY ""BLUE"" BLAND",0.1800262738295531,0.15213057702422306
In The Ayer,FLO RIDA featuring WILL.I.AM.,0.5460306314460608,0.7485642530216619
Rock It,LIPPS INC.,0.14008146957248954,0.29537204539174267
Say... If You Feel Alright,CRYSTAL WATERS,0.19000173864089864,0.3573762936867604
If Nobody Believed In You,JOE NICHOLS,0.3510776454484634,0.4890295676308408
Ride For You,DANITY KANE,0.4417450425860504,0.4334710882860571
I Lied To My Heart,ENCHANTERS,1.6162964019522525e-06,0.19762217772549273
Bad Boy / Having A Party,LUTHER VANDROSS,0.3901346222088503,0.3628533757473935
This Time I'll Be Sweeter,ANGELA BOFILL,0.4504749050514308,0.15170056976531554
I'll Be Your Shelter (In Time Of Storm),LUTHER INGRAM,0.1900043020604764,0.3197440488603556
Hully Gully,OLYMPICS,0.12006738088265514,0.14811913364773316
Marryin' Kind Of Love,THE CRITTERS,0.010005029614821677,0.17908523676533664
Move B***h,LUDACRIS feat MYSTIKAL &amp; INFAMOUS 2.0,0.5746574398390516,0.6746915882180581
Trying To Make A Fool Of Me,THE DELFONICS,0.29009795328377314,0.10880793612756962
Gotta Get To Know You,BOBBY BLAND,2.5373690385518955e-06,0.2015594323968789
Lay It On The Line,TRIUMPH,0.4800435288228728,0.2830334739879344
Ain't It A Shame,MAJOR LANCE,0.19000129927064344,0.14713485457726486
Spies In The Night,THE MANHATTAN TRANSFER,0.1100046374611688,0.22604240458776276
All That I Am,ELVIS PRESLEY,0.20001539865980644,0.23586547415382564
Cleaning This Gun (Come On In Boy),RODNEY ATKINS,0.5926418379808526,0.5195562357951358
Beep,THE PUSSYCAT DOLLS featuring WILL.I.AM,0.02265699897135561,0.6367096065555669
Boondocks,LITTLE BIG TOWN,0.6044596046012268,0.5015762202869999
Love Of The Common People,THE WINSTONS,0.07000018212118042,0.24296053177892651
6 Foot 7 Foot,LIL WAYNE feat CORY GUNZ,0.7378545930195652,0.7077512582791609
What's Now Is Now,FRANK SINATRA,0.12003544920161588,0.18111567553616179
2 Become 1,SPICE GIRLS,0.6366505886909807,0.4834743544001434
Kiss Me Kiss Me,5 SECONDS OF SUMMER,0.4900817631062439,0.5170927479695309
Upsetter,GRAND FUNK RAILROAD,0.280010560004741,0.28994846623838416
Broken Hearted,MIRACLES,0.05000926422300903,0.13388077966918524
You Went Back On Your Word,CLYDE McPHATTER,0.02000159699109164,0.17502977715478513
"Good Times, Rock And Roll",FLASH CADILLAC AND THE CONTINENTAL KIDS,0.05000025422535147,0.13816672280412873
All The King's Horses,FIRM,0.19009938699380646,0.22718028985941519
Hold On To The Night,HOTEL,5.975109838789957e-06,0.27563537909000985
Child Of Our Times,BARRY McGUIRE,0.07000074848781429,0.21398858360104595
Rockin' Robin,RIVIERAS,0.07001068607074326,0.18693963706371994
Little Bitty Girl,BOBBY RYDELL,0.24003722645313516,0.3146421249717306
I Wish,SKEE-LO,0.5629499135183852,0.41801179436407376
One Trick Pony,PAUL SIMON,0.30002698161339986,0.32608635060930347
When The Going Gets Tough,BILLY OCEAN,0.4113239239899032,0.40095703543711686
New Americana,HALSEY,0.6818291691018794,0.39194189439111554
Hopelessly Devoted To You,OLIVIA NEWTON-JOHN,0.5031476473451824,0.4390961796792597
Feels So Real (Won't Let Go),PATRICE RUSHEN,0.40033937270186665,0.3300885690825195
Sober,PINK,0.5802689243682186,0.6837079692916146
I Can't Get You Out Of My Heart,AL MARTINO,0.010044595964604334,0.13435757086931718
Don't Be Stupid (You Know I Love You),SHANIA TWAIN,0.4634948542815303,0.3198865830710248
"You Want It, You Got It",THE DETROIT EMERALDS,0.14005523621430988,0.3076508178811045
Don't Touch My Hair,SOLANGE featuring SAMPHA,0.6342246250159842,0.364154204658373
Compass,LADY ANTEBELLUM,0.4913914381489777,0.5314089767195904
Tippy Toeing,HARDEN TRIO,0.09000272902657708,0.21213207148922467
Black Friday,STEELY DAN,0.4000336719500967,0.308070296165627
Un-Mundo,THE BUFFALO SPRINGFIELD,0.04000901581251007,0.18164588177319732
Tube Snake Boogie,ZZ TOP,0.4004780690289752,0.1503295038060084
She Believes In Me,KENNY ROGERS,0.5339377108896834,0.3767741976604071
The Next Time I Fall,PETER CETERA &amp; AMY GRANT,0.5524692750223857,0.3900341879281504
The Wanderer,DONNA SUMMER,0.260050201482418,0.43447527767956323
Making Dreams Come True,CYNDI GRECCO,0.18005229041003146,0.28899287714923594
I'll Never Do You Wrong,JOE TEX,0.11004203184724426,0.2879378441383518
I Struck It Rich,LEN BARRY,1.0389978453764156e-06,0.1504949360023189
Just So Lonely,GET WET,7.895406729640122e-06,0.24964714596668816
More Than I Can Say,LEO SAYER,0.3667266344016488,0.4264741071203765
Gone With The Wind,THE DUPREES,0.08000656031659477,0.1945257732607139
Come Prima,TONY DALLARA,0.1602162741351143,0.19767835487159408
(Theme From) The Great Imposter,HENRY MANCINI AND HIS ORCHESTRA,0.04000125740370542,0.30849626574684574
Never Give Up,SAMMY HAGAR,0.15000257156037128,0.25612856751663
Not Meant To Be,THEORY OF A DEADMAN,0.5838071407026519,0.5849526045247586
Take Me Back To Chicago,CHICAGO,0.1900326908681822,0.24606858104617502
Take It To Heart,MICHAEL McDONALD,0.34007042018976186,0.22146634979381918
Maria Elena,LOS INDIOS TABARAJAS,0.3305786178303119,0.3156790982531449
Do I,LUKE BRYAN,0.629173089405208,0.5636959203978088
99 Miles From L.A.,ALBERT HAMMOND,0.09000683524282115,0.1891796987764057
It's Time To Say Goodbye,THE THIRD RAIL,0.02000008908354036,0.17106419824822586
Abracadabra,THE STEVE MILLER BAND,0.0035271036861103397,0.43987719294118255
Chasin' The Wind,CHICAGO,0.17003688151608462,0.3296748686663586
Beware,BIG SEAN featuring LIL WAYNE &amp; JHENE AIKO,0.6442679891831676,0.5733274421114212
Dani California,RED HOT CHILI PEPPERS,0.7844143448758609,0.7122551984184159
You're A Special Part Of Me,DIANA ROSS &amp; MARVIN GAYE,0.1700191538915534,0.37700622048845994
The Cajun Queen,JIMMY DEAN,0.29011212780083045,0.30836949310687856
Six Pack Summer,PHIL VASSAR,0.4002176052711495,0.4263729189072864
I Do What I Do,JOHN TAYLOR,0.20003536011807554,0.3233443238513729
No Mediocre,T.I. featuring IGGY AZALEA,0.6560439145136661,0.6096119548413083
F.U.R.B.,FRANKEE,0.3921368052482233,0.5042259578704025
Can I Get To Know You Better,THE TURTLES,0.22006967239972985,0.10328171091344135
Google Eye,THE NASHVILLE TEENS,0.09000392456025186,0.10887650186513897
Your Cash Ain't Nothin' But Trash,STEVE MILLER BAND,0.21001664978347112,0.22936148107620058
Girls Girls Girls (Part 2),THE COASTERS,2.4338646639845114e-06,0.1935597772101415
Ain't Nobody Home,HOWARD TATE,0.08001726080817224,0.17595911620026897
Just One Look,DORIS TROY,0.43039485267479344,0.3593190737568654
Little Red Corvette,PRINCE,0.5807779430659422,0.46543518308108456
Bonfire,CRAIG MORGAN,0.4508117017736383,0.4726123374609097
Down To The Nightclub,THE TOWER OF POWER,4.0947726143458066e-05,0.235820182638601
"Here Comes The Rain, Baby",EDDY ARNOLD,0.020045070689162742,0.12361193953836153
New York Groove,ACE FREHLEY,0.4709344884317023,0.34301638097357545
I Drive Myself Crazy,N SYNC,0.4707713694914837,0.30468418794134755
I Don't Wanna Fight,TINA TURNER,0.4310580980076926,0.43959801774835094
(Just Like) Romeo And Juliet,SHA NA NA,0.06004013364679293,0.21127835590785285
Now That We Found Love,THIRD WORLD,0.20063024348640512,0.300393261409521
Changed,RASCAL FLATTS,0.5109129767337557,0.4368354703971661
Look At Me (I'm In Love),MOMENTS,0.24030317757097155,0.29049131195078537
The Stroke,BILLY SQUIER,0.6011220565007581,0.6718249259686597
Love On My Mind,XSCAPE,0.3103890138650974,0.3172774308319191
First Of May,BEE GEES,0.3009102523590606,0.23961576051080455
Gotta Go Solo,PATTI LaBELLE feat RON ISLEY,0.10004419799609897,0.5008243649277034
Ballin',YOUNG JEEZY featuring LIL WAYNE,0.4513158604176392,0.5187263727306626
Funky Music,THE JU-PAR UNIVERSAL ORCHESTRA,0.3700021470761385,0.23280109276297234
Fill Me In,CRAIG DAVID,0.48176030006123793,0.6369285482090424
It Will Rain,BRUNO MARS,0.8120960836430863,0.8319753426071697
I'm Gonna Be Alright,JENNIFER LOPEZ featuring NAS,0.33451415629109993,0.640546820775061
Don't Take It So Hard,PAUL REVERE AND THE RAIDERS featuring MARK LINDSEY,0.06001498208377305,0.26465508970384655
Cupid,SPINNERS,0.3201024870079733,0.39367217399410687
Barracuda,HEART,0.6941722150525853,0.3805027292553234
Supermarket Flowers,ED SHEERAN,0.8281563740746262,0.34316201403050384
Kissin' Time,BOBBY RYDELL,0.2000096668433964,0.36591968724166324
It's Alright,MEMPHIS BLEAK &amp; JAY-Z,0.3300145796959798,0.3261795040160257
Sometimes Love Just Ain't Enough,PATTY SMYTH,0.4227784174690556,0.4472386811991684
You Got What It Takes,MARV JOHNSON,0.2000306438075068,0.30305943376807476
Never Gonna Let You Down,SURFACE,0.30007854446908605,0.3192288006893241
Whataya Want From Me,ADAM LAMBERT,0.6193400708030535,0.6806022168734869
Shake,YING YANG TWINS featuring PITBULL,0.523206777882511,0.5078190172983017
(Till I) Run With You,THE LOVIN' SPOONFUL,0.2700034775143913,0.12454941737465178
Come On Sock To Me,SYL JOHNSON,0.2600092702704556,0.2147563525674974
Thank You Pretty Baby,BROOK BENTON,0.1500051989433266,0.29419950545498114
V.S.O.P.,K. MICHELLE,0.5371875656647307,0.3438784322373063
Faraway Star,THE CHORDETTES,0.14000067382510814,0.16735676081736192
New Romance,SPIDER,0.030013092721897526,0.2582471918468447
Do For Love,2PAC featuring ERIC WILLIAMS,0.570013089232986,0.5003796771266967
Irresistible,JESSICA SIMPSON,0.4328871631190758,0.6201719211089729
Take A Walk,PASSION PIT,0.6978707475683302,0.5294428871973552
Unconditionally,KATY PERRY,0.7572763295975357,0.6720354924951032
Don't Know Why,NORAH JONES,0.7289088703947019,0.6803163022782412
Stay Awhile,DUSTY SPRINGFIELD,0.19004367512456186,0.25768188250539137
Who's Your Daddy?,TOBY KEITH,0.4746108882232532,0.5569226655962927
High Enough,DAMN YANKEES,0.562800409473819,0.44575943493220443
I'll Take Care Of You,BOBBY BLAND,0.35015232308505995,0.2331897008476006
(Do The New) Continental,THE DOVELLS,0.1300072206512451,0.30610199528237914
Bill,PEGGY SCOTT-ADAMS,0.30087227346401146,0.20615234283346118
Day And Night,THE WACKERS,1.8484253139033744e-06,0.21372612551489342
Life Of The Party,SHAWN MENDES,0.6759802822873227,0.5705064475693832
She Let Herself Go,GEORGE STRAIT,0.4906616988147273,0.5525996677644485
Flathead,THE FRATELLIS,0.461141852352028,0.44469893219059176
Got A Girl,FOUR PREPS,0.010001142269625844,0.23369744461171865
Sex (I'm A...),BERLIN,0.2901819937188517,0.23361603753523164
What's Right,DAVID WERNER,0.030003801285378776,0.12352917463997865
That's The Way,JO DEE MESSINA,0.28006427133213024,0.5513240592424618
Tonight Is What It Means To Be Young,FIRE INC.,0.3403277348560656,0.2496083003280382
Fool For The City,FOGHAT,0.4201697113547991,0.34261532275326817
Freak Me,SILK,0.5937570234192981,0.47177049521823516
Let It Be Me,BETTY EVERETT &amp; JERRY BUTLER,0.11012698591194817,0.3086577958634879
Redneck Crazy,TYLER FARR,0.6079993965280945,0.5438779407825896
Dancing Queen,ABBA,0.7199372180725604,0.3514041599921956
Is It Wrong (For Loving You),WEBB PIERCE,0.010000770351659702,0.21576391529598726
Love Has No Pride,LINDA RONSTADT,0.2800641250304413,0.305259264939321
Traces / Memories Medley,THE LETTERMEN,0.30002328801908945,0.1859450653363097
Pictures Of Matchstick Men,THE STATUS QUO,0.00029998103025319573,0.27664970076269013
No Time For Talk,CHRISTOPHER CROSS,0.3300034693735979,0.35886283622288484
Deep River Woman,LIONEL RICHIE,0.3804008049904105,0.2862287269349366
Love Her,THE EVERLY BROTHERS,0.09000226127984166,0.11862522752858112
Do The Choo Choo,ARCHIE BELL AND THE DRELLS,0.05000038052394785,0.2066965880048916
Good Combination,SONNY AND CHER,0.2300008773449458,0.25957814568649284
A Lie,FRENCH MONTANA featuring THE WEEKND &amp; MAX B,0.7657907920396896,0.4294913234330682
Mississippi Cotton Picking Delta Town,CHARLEY PRIDE,0.2700243337621638,0.18693235498064423
Losing My Religion,GLEE CAST,0.400443599281115,0.44771572651528346
The Best Of Me,DAVID FOSTER &amp; OLIVIA NEWTON-JOHN,0.4402330858040792,0.2975024184883585
Wear It On Our Face,THE DELLS,0.1800353138318496,0.2408841010742792
Falls Apart,SUGAR RAY,0.37075443245429895,0.5974581649486415
Sweetheart Tree,JOHNNY MATHIS,0.16001343091371914,0.11061569322740541
Sweet Thing,KEITH URBAN,0.5003814982845333,0.613572603453671
I'm Out,CIARA featuring NICKI MINAJ,0.6163092424491078,0.5137817313274022
Party Music,PAT LUNDI,3.3854071277039915e-06,0.09863685636945993
Heighdy-Ho Princess,NEON PHILHARMONIC,0.040001487206676366,0.19560807132381336
The Goonies 'R Good Enough,CYNDI LAUPER,0.5032182338397257,0.42659028800832116
Runnin' (Dying To Live),TUPAC feat NOTORIOUS B.I.G.,0.5516428156182811,0.6351328870167787
Cara Mia,PAUL DELICATO,0.04000288974910028,-0.0878037792479624
Happy Hour,DEODATO with KELLY BARRETTO,0.16000357822763672,0.2110009679314114
My Back Pages,THE BYRDS,0.5302139265628615,0.23332854871810496
House Of Strangers,JIM GILSTRAP,5.393857182511546e-07,0.23107028079111247
Beg For It,IGGY AZALEA featuring MO,0.5162379365200791,0.5495187508131193
Gonna Be Ready,BETTY EVERETT,0.12000686268892495,0.11604400775099605
Time Is Love,JOSH TURNER,0.562978118809346,0.5586130195969404
Anymore,TERESA BREWER,3.7084803328143205e-06,0.24089101802656293
Every Little Thing She Does Is Magic,THE POLICE,0.6053666041317968,0.41906851045870847
Tip Of My Tongue,THE TUBES,0.2500039978273934,0.27694181029524867
There Will Never Be Another You,CHRIS MONTEZ,0.2300310164232552,0.2423966816378983
What Will Mary Say,JOHNNY MATHIS,0.1900546447275132,0.3071333516917508
Butterfly Baby,BOBBY RYDELL,0.12000264087341313,0.29843400477920723
Monkey,GEORGE MICHAEL,0.4110036770357038,0.5067046452269653
Lonesome Whistle Blues,FREDDY KING,0.0800061323434505,0.14883602122614426
Best Of Me,MYA featuring JADAKISS,0.43172723750768377,0.5458218773664547
I Wanna Do It All,TERRI CLARK,0.38019546766247936,0.5530408755702132
Shout And Shimmy,JAMES BROWN AND THE FAMOUS FLAMES,0.13000435160301976,0.2785050394691975
Ride,CIARA featuring LUDACRIS,0.6160440384653879,0.5939416860751109
Popsicle,JAN AND DEAN,0.27003121482602266,0.1692345868984982
The Gypsy Cried,LOU CHRISTIE,0.2502182877022393,0.2526664664772775
Do You Hear What I Hear,CARRIE UNDERWOOD,0.4334198308219323,0.38831741155997257
Runnin' Down A Dream,TOM PETTY,0.6638057251349585,0.3036112614958699
Return Of The Mack,MARK MORRISON,0.6930666711257127,0.5911739530782023
All You've Got,RTZ,0.09000398038283589,0.22765217841835617
To All The Girls I've Loved Before,JULIO IGLESIAS &amp; WILLIE NELSON,0.3618952906991429,0.3129270437436321
Buddy,MUSIQ SOULCHILD,0.4814112574922517,0.5469038216724661
Hello World,LADY ANTEBELLUM,0.4325895775754601,0.6176579444742738
My Babe,THE RIGHTEOUS BROTHERS,0.1800110824110899,0.354521066866769
Lonely Days,BEE GEES,0.3916075289999412,0.3254666593118726
Hometown Girls,BENNY MARDONES,0.020001201115933183,0.15816474923565957
Full Moon,BRANDY,0.4214511720354022,0.4238648195838085
One Night At A Time,GEORGE STRAIT,0.4702697884553007,0.26370687493021416
Who Can I Run To,XSCAPE,0.5541314199081716,0.41845829068267726
I'll Be Standing By,FOGHAT,0.1600064382046922,0.24848253071679333
Voo Doo,RACHEL SWEET,0.020021853146085632,0.25316508638359597
Hold My Hand,HOOTIE AND THE BLOWFISH,0.5822833483698945,0.5050423000228311
Sylvia,FOCUS,0.4104473707944489,0.16133195264953698
Besame Mucho,COASTERS,0.15000404225286654,0.21662679656944223
Dog Days,THE ATLANTA RHYTHM SECTION,0.19000028492777268,0.31335595410773676
Mighty Mighty,"EARTH, WIND AND FIRE",0.5101138643483822,0.31475013618023223
Tra La La La La,IKE AND TINA TURNER,0.18000401085266302,0.1344506890071283
Destination Unknown,MISSING PERSONS,0.4306926163854899,0.3769211171167253
This Afternoon,NICKELBACK,0.5942947109680241,0.5326663485682088
"If You Really Want Me To, I'll Go",THE RON-DELS,6.823845710242507e-06,0.07758096861687297
Hold Back The Tears,THE DELACARDOS,0.010001403705394414,0.17051219916621901
Fall For Your Type,JAMIE FOXX featuring DRAKE,0.3450104497865377,0.509564483350859
Hearts On Fire,BRYAN ADAMS,0.19020328677834414,0.31316388241525756
Laughed Until We Cried,JASON ALDEAN,0.5227312241261349,0.4932394977772928
Making Love Out Of Nothing At All,AIR SUPPLY,0.6325009783378855,0.5163842859434895
Carpet Man,THE 5TH DIMENSION,0.1800116985528612,0.2409265062640242
Do You Wanna Do A Thing,BLOODSTONE,0.1600010645831964,0.18785637411970835
If I Give My Heart To You,KITTY KALLEN,0.08003125273886094,0.22360180658120976
The Bells,JAMES BROWN,0.0800042913611478,0.18730030394858285
I Won't Give Up,JASON MRAZ,0.7872519019324818,0.8396765978700964
Jump,POINTER SISTERS,0.6004749036558662,0.46246915682212675
Bermuda,LINDA SCOTT,1.4499916203439834e-06,0.17086958302032398
Is It True,BRENDA LEE,0.17000649519024674,0.26776244562301343
Two Faces Have I,LOU CHRISTIE,0.2403366953111798,0.22557932352757298
Noise,KENNY CHESNEY,0.5813485829186189,0.4351463878124504
Adventure Of A Lifetime,COLDPLAY,0.9115834944142648,0.6537062928820976
Don't Tell 'Em,JEREMIH featuring YG,0.6830016415158825,0.6599838997454541
How Can I Forget You,ELISA FIORILLO,0.060001803767246675,0.2543013780635561
"That Was Then, This Is Now",MONKEES,0.28003308767371704,0.30938814667239234
Ways To Be Wicked,LONE JUSTICE,0.2832088689662718,0.17542955721001308
Right On,THE RASCALS,0.07000158978067454,0.15517023182541054
Silent Prayer,SHANICE,0.2201700667585841,0.37996985449493825
"Please, Please, Please","THE ""5"" ROYALES",0.010001948208182869,0.1823834002372935
Ooh Ooh Song,PAT BENATAR,0.2200691451089048,0.24486595951506335
Club Michelle,EDDIE MONEY,0.12002149750970648,0.2646050436949584
Friends With You,JOHN DENVER,0.3300080961354381,0.24300823647250352
Tell Someone You Love Them,"DINO, DESI AND BILLY",0.060011410833959326,0.1273034850194716
Two Wrongs Don't Make A Right,MARY WELLS,0.12000436648904216,0.1434927778119299
Wishin' And Hopin',DUSTY SPRINGFIELD,0.4003420756779045,0.30445268852098606
Give U My Heart,BABYFACE featuring TONY BRAXTON,0.34039314473631604,0.39710759209780233
Bei mir bist du schon,LOUIS PRIMA &amp; KEELY SMITH,0.030030612174709124,0.2304590976414368
It Ain't My Fault,BROTHERS OSBORNE,0.7032434237807721,0.4335609207023259
Around My Way (Freedom Ain't,LUPE FIASCO,0.4512852196338557,0.4621104159816247
