Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Aquarius / Let The Sunshine In,5TH DIMENSION,1969-03-08,89,1,17
You've Made Me So Very Happy,BLOOD SWEAT AND TEARS,1969-03-01,95,2,13
It's Your Thing,ISLEY BROTHERS,1969-03-08,126,2,15
Hair,COWSILLS,1969-03-01,126,2,17
Only The Strong Survive,JERRY BUTLER,1969-02-22,109,4,14
25 Miles,EDWIN STARR,1969-02-15,100,6,14
Galveston,GLEN CAMPBELL,1969-03-01,87,4,12
Time Is Tight,BOOKER T AND THE MGS,1969-03-15,86,6,13
Dizzy,TOMMY ROE,1969-01-18,110,1,17
Sweet Cherry Wine,TOMMY JAMES &amp; THE SHONDELLS,1969-03-22,86,7,10
Do Your Thing,WATTS 103RD STREET RHYTHM BAND,1969-02-01,95,11,17
Time Of The Season,ZOMBIES,1969-01-18,108,3,16
Hawaii 5-0,VENTURES,1969-03-08,100,4,14
Gimmie Gimmie Good Lovin',CRAZY ELEPHANT,1969-03-01,94,12,13
Don't Give In To Him,GARY PUCKETT &amp; THE UNION GAP,1969-03-15,69,15,9
The Boxer,SIMON &amp; GARFUNKEL,1969-04-05,116,7,11
Rock Me,STEPPENWOLF,1969-02-22,103,10,11
The Chokin' Kind,JOE SIMON,1969-03-15,126,13,13
Runaway Child Running Wild,TEMPTATIONS,1969-02-15,70,6,12
Traces,CLASSICS IV,1969-02-01,124,2,13
I Don't Want Nobody To Give Me Nothing,JAMES BROWN,1969-04-05,61,20,8
Brother Love's Travelling Salvation Show,NEIL DIAMOND,1969-02-22,100,22,13
Proud Mary,CREEDENCE CLEARWATER REVIVAL,1969-01-11,115,2,16
I Can Hear Music,BEACH BOYS,1969-03-08,86,24,10
Atlantis,DONOVAN,1969-03-29,126,7,14
Gitarzan,RAY STEVENS,1969-03-22,135,8,15
Mr. Sun Mr. Moon,PAUL REVERE AND THE RAIDERS,1969-02-08,125,18,13
Hot Smoke & Sasafrass,BUBBLE PUPPY,1969-01-25,124,14,15
I'll try Something New,DIANA ROSS &amp; THE SUPREMES &amp; THE TEMPTATIONS,1969-03-08,113,25,8
My Way,FRANK SINATRA,1969-03-22,103,27,9
Mercy,OHIO EXPRESS,1969-03-22,102,30,9
The Composer,DIANA ROSS &amp; THE SUPREMES,1969-04-19,53,27,6
