Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Blue Moon,MARCELS,1961-03-06,87,1,14
Runaway,DEL SHANNON,1961-03-06,77,1,17
Mother-In-Law,ERNIE K-DOE,1961-03-27,55,1,14
On The Rebound,FLOYD CRAMER,1961-03-06,51,4,13
But I Do,CLARENCE (FROGMAN) HENRY,1961-02-20,90,4,16
Apache,JORGE INGMANN,1961-01-23,94,2,17
Dedicated To The One I Love,SHIRELLES,1961-01-23,68,3,16
Asia Minor,KOKOMO,1961-02-20,75,8,14
One Hundred Pounds Of Clay,GENE McDANIELS,1961-03-13,103,3,16
Surrender,ELVIS PRESLEY,1961-02-20,24,1,12
Take Good Care Of Her,ADAM WADE,1961-03-13,63,7,14
Don't Worry,MARTY ROBBINS,1961-01-23,110,3,16
Please Love Me Forever,CATHY JEAN AND THE ROOMMATES,1961-02-13,101,12,14
One Mint Julip,RAY CHARLES,1961-03-06,70,8,13
Pony Time,CHUBBY CHECKER,1961-01-23,49,1,16
You Can Depend On Me,BRENDA LEE,1961-03-27,62,6,12
Baby Blue,ECHOES,1961-03-06,65,12,12
I've Told Every Little Star,LINDA SCOTT,1961-03-13,86,3,14
Tonight My Love Tonight,PAUL ANKA,1961-03-13,56,13,11
Please Tell Me Why,JACKIE WILSON,1961-03-13,77,20,8
Walk Right Back,EVERLY BROTHERS,1961-02-06,71,7,13
Think Twice,BROOK BENTON,1961-02-06,107,11,13
Portrait Of My Love,STEVE LAWRENCE,1961-02-27,107,9,17
Gee Whiz,CARLA THOMAS,1961-01-30,96,10,14
Just For Old Time's Sake,McGUIRE SISTERS,1961-03-13,89,20,14
Wheels,STRING-A-LONGS,1961-01-09,81,3,16
Daddy's Home,SHEP &amp; THE LIMELITES,1961-03-27,88,2,14
Once Upon A Time,ROCHELL AND THE CANDLES,1961-02-06,95,26,13
Where The Boys Are,CONNIE FRANCIS,1961-01-16,90,4,15
Trust In Me,ETTA JAMES,1961-03-13,78,30,9
Find Another Girl,JERRY BUTLER,1961-03-06,74,27,10
Tenderly,BERT KAEMPFERT,1961-03-27,87,31,7
Hide Away,FREDDY KING,1961-02-13,110,29,13
Shu Rah,FATS DOMINO,1961-03-20,97,32,7
Brass Buttons,STRING-A-LONGS,1961-03-27,80,35,7
Some Kind Of Wonderful,DRIFTERS,1961-03-20,95,32,11
One Eyed Jacks,FERRANTE &amp; TEICHER,1961-03-20,75,37,7
Like Long Hair,PAUL REVERE AND THE RAIDERS,1961-03-20,119,38,7
Theme From Dixie,DUANE EDDY,1961-03-20,93,39,7
Model Girl,JOHNNY MAESTRO,1961-02-06,90,20,12
Ebony Eyes,EVERLY BROTHERS,1961-01-30,67,8,12
Bumble Boogie,B. BUMBLE AND THE STINGERS,1961-03-20,104,21,11
Fell In Love On Monday,FATS DOMINO,1961-03-20,84,32,6
Tonight I Fell In Love,TOKENS,1961-03-06,93,15,14
I'm In The Mood For Love,CHIMES,1961-03-27,92,38,9
Funny,MAXINE BROWN,1961-03-27,83,25,10
Frogg,BROTHERS FOUR,1961-04-03,118,32,6
To Be Loved,PENTAGONS,1961-02-20,84,48,10
That's It - I Quit - I'm Movin',SAM COOKE,1961-03-06,66,31,8
Ginnie Bell,PAUL DINO,1961-03-13,75,38,6
The Continental Walk,HANK BALLARD,1961-04-03,73,33,8
Ain't It Baby,MIRACLES,1961-03-27,85,49,6
What'd I Say,JERRY LEE LEWIS,1961-03-27,118,30,9
Running Scared,ROY ORBISON,1961-04-10,71,1,17
My Three Sons,LAWRENCE WELK,1961-03-20,94,55,7
Breakin' In A Brand New Broken Heart,CONNIE FRANCIS,1961-04-17,56,7,10
Happy Birthday Blues,KATHY YOUNG &amp; THE INNOCENTS,1961-02-06,114,30,12
Sleepy Eyed John,JOHNNY HORTON,1961-03-27,89,54,7
Bye Bye Baby,MARY WELLS,1961-03-20,79,45,5
Foolin' Around,KAY STARR,1961-03-20,89,49,9
Spanish Harlem,BEN E. KING,1961-01-02,86,10,16
Trees,PLATTERS,1961-03-20,114,62,6
Bonanza,AL CAIOLA,1961-03-20,120,19,12
African Walk,CANNONBALL ADDERLEY,1961-04-03,104,41,7
Bewildered,JAMES BROWN,1961-02-13,103,40,10
Merry-Go-Round,MARV JOHNSON,1961-03-06,107,61,7
(It Never Happens) In Real Life,CHUCK JACKSON,1961-04-10,75,46,7
Exodus,EDDIE HARRIS,1961-04-03,106,36,12
Good Good Lovin',CHUBBY CHECKER,1961-04-17,69,43,6
The Second Time Around,FRANK SINATRA,1961-03-06,86,50,7
The Charanga,MERV GRIFFIN,1961-04-03,107,69,5
The Next Kiss,CONWAY TWITTY,1961-04-03,99,72,4
Triangle,JANIE GRANT,1961-03-27,96,29,13
Underwater,FROGMEN,1961-04-03,93,44,8
Lullaby Of Love,FRANK GARI,1961-04-10,89,23,12
Glory Of Love,ROOMMATES,1961-04-10,80,49,9
Hello Walls,FARON YOUNG,1961-04-10,97,12,15
Mama Said,SHIRELLES,1961-04-17,78,4,11
Saved,LaVERN BAKER,1961-04-10,95,37,7
The Continental Walk,ROLLERS,1961-04-03,103,80,4
Seventeen,FRANKIE FORD,1961-03-20,99,72,5
Girl Of My Best Friend,RAL DONNER AND THE STARFIRES,1961-04-10,116,19,12
Come Along,MAURICE WILLIAMS &amp; THE ZODIACS,1961-04-10,87,83,2
I'll Just Have A Cup Of Coffee,CLAUDE GRAY,1961-03-13,119,84,6
Flaming Star,ELVIS PRESLEY,1961-04-17,85,14,7
The Very Thought Of You,LITTLE WILLIE JOHN,1961-03-13,93,61,6
La Pachanga,AUDREY ARNO,1961-04-03,114,87,3
A Scottish Soldier,ANDY STEWART,1961-04-03,94,88,3
California Sun,JOE JONES,1961-03-13,106,89,6
Ling-Ting-Tong,BUDDY KNOX,1961-03-06,97,65,7
Come On Over,STROLLERS,1961-04-10,94,91,2
