Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Honky Tonk Woman,ROLLING STONES,1969-07-19,79,1,15
Sugar Sugar,THE ARCHIES,1969-06-21,124,1,27
A Boy Named Sue,JOHNNY CASH,1969-07-26,42,2,12
Green River,CREEDENCE CLEARWATER REVIVAL,1969-08-02,70,2,13
Get Together,YOUNGBLOODS,1969-06-21,108,5,18
I'll Never Fall In Love Again,TOM JONES,1969-07-26,86,6,16
Lay Lady Lay,BOB DYLAN,1969-07-12,94,7,14
Easy To Be Hard,THREE DOG NIGHT,1969-08-09,77,4,13
Put A Little Love In Your Heart,JACKIE DeSHANNON,1969-06-14,118,4,16
I Can't Get Next To You,TEMPTATIONS,1969-08-16,84,1,17
Oh What A Night,THE DELLS,1969-08-09,127,10,12
Sweet Caroline,NEIL DIAMOND,1969-06-28,59,4,14
Share Your Love With Me,ARETHA FRANKLIN,1969-07-26,101,13,11
Hurts So Bad,LETTERMEN,1969-05-17,105,12,23
I'd Wait A Million Years,GRASS ROOTS,1969-06-28,105,15,16
Little Woman,BOBBY SHERMAN,1969-08-23,73,3,13
This Girl Is A Woman Now,GARY PUCKETT &amp; THE UNION GAP,1969-08-16,112,9,12
Jean,OLIVER,1969-08-09,122,2,15
The Nitty Gritty,GLADYS KNIGHT AND THE PIPS,1969-07-19,88,19,11
Your Good Thing,LOU RAWLS,1969-07-19,87,18,14
Crystal Blue Persuasion,TOMMY JAMES &amp; THE SHONDELLS,1969-06-07,89,2,15
Keem-O-Sabe,ELECTRIC INDIAN,1969-08-02,91,16,11
Everybody's Talkin',NILSSON,1969-08-09,111,6,13
Laughing,GUESS WHO,1969-07-12,83,10,11
Soul Deep,BOX TOPS,1969-07-05,94,18,14
Hot Fun In The Summertime,SLY AND THE FAMILY STONE,1969-08-02,104,2,17
Workin' On A Groovy Thing,5TH DIMENSION,1969-07-12,101,20,11
Polk Salad Annie,TONY JOE WHITE,1969-07-05,86,8,12
Give Peace A Chance,PLASTIC ONO BAND,1969-07-26,62,14,9
Commotion,CREEDENCE CLEARWATER REVIVAL,1969-08-02,71,30,8
That's The Way Love Is,MARVIN GAYE,1969-08-23,75,7,12
When I Die,MOTHERLOAD,1969-08-09,80,18,13
Did You See Her Eyes,ILUSION,1969-06-28,126,32,14
Birthday,UNDERGROUND SUNSHINE,1969-07-12,105,26,11
I'm Gonna Make You Mine,LOU CHRISTIE,1969-08-16,113,10,13
What Kind Of Fool Do You Think I Am,BILL DEAL &amp; THE RHONDELLS,1969-08-16,87,23,9
Move Over,STEPPENWOLF,1969-08-16,77,31,9
