Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Itsy Bitsy Teeny Weeny Yellow Polka Dot Bikini,BRIAN HYLAND,1960-06-27,108,1,16
I'm Sorry,BRENDA LEE,1960-05-23,111,1,24
It's Now Or Never,ELVIS PRESLEY,1960-07-18,44,1,20
Only The Lonely,ROY ORBISON,1960-06-06,88,2,21
Alley-Oop,HOLLYWOOD ARGYLES,1960-05-23,102,1,16
Image Of A Girl,SAFARIS,1960-06-06,95,6,18
Walk Don't Run,VENTURES,1960-07-11,108,2,19
Tell Laura I Love Her,RAY PETERSON,1960-06-13,86,7,14
Please Help Me I'm Falling,HANK LOCKLIN,1960-05-23,77,8,22
Walking To New Orleans,FATS DOMINO,1960-06-20,57,6,14
The Twist,CHUBBY CHECKER,1960-07-25,106,1,19
Everybody's Somebody's Fool,CONNIE FRANCIS,1960-05-02,106,1,19
Mule Skinner Blues,FENDERMEN,1960-05-23,80,5,18
Feels So Fine,JOHNNY PRESTON,1960-06-20,98,14,14
Finger Poppin' Time,HANK BALLARD,1960-05-09,107,7,27
Look For A Star,GARY MILES,1960-06-13,114,16,14
Because They're Young,DUANE EDDY,1960-05-16,113,4,16
Mission Bell,DONNIE BROOKS,1960-06-13,84,7,20
Question,LLOYD PRICE,1960-06-20,103,19,12
Trouble In Paradise,THE CRESTS,1960-06-13,90,20,13
When Will I Be Loved,EVERLY BROTHERS,1960-05-30,96,8,13
Josephine,BILL BLACK'S COMBO,1960-06-13,113,18,12
In My Little Corner Of The World,ANITA BRYANT,1960-07-11,94,10,14
All My Love,JACKIE WILSON,1960-07-04,108,12,14
Over The Rainbow,DEMENSIONS,1960-06-27,104,16,16
This Bitter Earth,DINAH WASHINGTON,1960-06-13,107,24,15
Volare (Nel Blu Di Pinto Di Blu),BOBBY RYDELL,1960-07-18,60,4,15
Greenfields,BROTHERS FOUR,1960-02-22,95,2,29
A Woman A Lover A Friend,JACKIE WILSON,1960-07-04,110,15,13
Don't Come Knockin',FATS DOMINO,1960-06-20,113,21,12
Is There Any Chance,MARTY ROBBINS,1960-06-13,106,31,13
Where Are You,FRANKIE AVALON,1960-06-13,89,32,12
That's All You Gotta Do,BRENDA LEE,1960-06-06,78,6,14
A Rockin' Good Way,DINAH WASHINGTON &amp; BROOK BENTON,1960-05-16,115,7,14
Look For A Star,GARY MILLS,1960-06-20,99,26,11
Theme From 'The Apartment',FERRANTE &amp; TEICHER,1960-07-25,96,10,20
Bad Man Blunder,KINGSTON TRIO,1960-06-13,105,37,11
Is A Blue Bird Blue,CONWAY TWITTY,1960-06-13,93,35,11
Hot Rod Lincoln,CHARLIE RYAN &amp; THE TIMBERLINE RIDERS,1960-07-11,92,33,13
Sticks And Stones,RAY CHARLES,1960-06-27,92,40,8
Dreamin',JOHNNY BURNETTE,1960-07-11,113,11,17
Alley-Oop,DANTE AND THE EVERGREENS,1960-05-23,104,15,14
Look For A Star,DEANE HAWLEY,1960-06-20,85,29,11
One Of Us (Will Weep Tonight),PATTI PAGE,1960-05-23,113,31,16
There's Something On Your Mind,BOBBY MARCHAN,1960-06-13,99,31,11
In The Still Of The Night,DION &amp; THE BELMONTS,1960-07-11,114,38,8
I Really Don't Want To Know,TOMMY EDWARDS,1960-05-09,112,18,15
Heartbreak (It's Hurtin' Me),JON THOMAS,1960-07-18,70,48,6
Heartbreak (It's Hurtin' Me),LITTLE WILLIE JOHN,1960-06-27,87,38,9
My Tani,BROTHERS FOUR,1960-07-04,78,50,7
A Mess Of Blues,ELVIS PRESLEY,1960-07-25,53,32,11
Cathy's Clown,EVERLY BROTHERS,1960-04-11,109,1,18
