Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
You Needed Me,ANNE MURRAY,1978-07-15,88,1,26
MacArthur Park,DONNA SUMMER,1978-09-09,85,1,20
Reminiscing,THE LITTLE RIVER BAND,1978-07-29,81,3,20
Double Vision,FOREIGNER,1978-09-23,67,2,20
"Whenever I Call You ""Friend""",KENNY LOGGINS with STEVIE NICKS,1978-07-29,90,5,20
Hot Child In The City,NICK GILDER,1978-06-10,88,1,31
Kiss You All Over,EXILE,1978-07-08,85,1,23
How Much I Feel,AMBROSIA,1978-09-02,90,3,21
Beast Of Burden,THE ROLLING STONES,1978-09-09,70,8,13
Get Off,FOXY,1978-07-22,86,9,21
Love Is In The Air,JOHN PAUL YOUNG,1978-07-15,78,7,21
You Never Done It Like That,THE CAPTAIN AND TENNILLE,1978-08-05,83,10,22
Ready To Take A Chance Again,BARRY MANILOW,1978-09-16,70,11,16
Who Are You,THE WHO,1978-08-26,70,14,15
I Love The Night Life (Disco 'Round),ALICIA BRIDGES,1978-07-08,86,5,31
I Just Wanna Stop,GINO VANNELLI,1978-09-09,87,4,21
Boogie Oogie Ooogie,A TASTE OF HONEY,1978-06-24,82,1,23
Talking In Your Sleep,CRYSTAL GAYLE,1978-07-29,83,18,18
Time Passages,AL STEWART,1978-09-30,85,7,18
It's A Laugh,DARYL HALL &amp; JOHN OATES,1978-08-26,84,20,14
Alive Again,CHICAGO,1978-10-21,63,14,13
Strange Way,FIREFALL,1978-09-30,86,11,19
Sharing The Night Together,DR. HOOK,1978-09-16,79,6,22
You Make Me Feel (Might Real) / Dance (Disco Heat),SYLVESTER,1978-08-12,110,19,19
Blue Collar Man (Long Nights),STYX,1978-09-16,73,21,14
(Our Love) Don't Throw It All Away,ANDY GIBB,1978-10-14,70,9,18
Prisoner Of Your Love,PLAYER,1978-09-09,89,27,11
Sweet Life,PAUL DAVIS,1978-08-26,85,17,21
Straight On,HEART,1978-09-23,79,15,18
Took The Last Train,DAVID GATES,1978-08-12,96,30,14
You Don't Bring Me Flowers,BARBRA AND NEIL,1978-10-28,48,1,17
Don't Want To Live Without It,PABLO CRUISE,1978-09-16,88,21,16
