Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
One Bad Apple,OSMONDS,1971-01-02,78,1,15
Me & Bobby McGee,JANIS JOPLIN,1971-01-30,94,1,15
For All We Know,CARPENTERS,1971-02-06,87,3,13
Just My Imagination,TEMPTATIONS,1971-02-06,71,1,15
She's A Lady,TOM JONES,1971-02-06,60,2,14
Mama's Pearl,JACKSON FIVE,1971-01-30,47,2,10
Proud Mary,IKE &amp; TINA TURNER,1971-01-30,99,4,13
Have You Ever Seen The Rain / Hey Tonight,CREEDENCE CLEARWATER REVIVAL,1971-01-30,56,8,10
Doesn't Somebody Want To Be Wanted,PARTRIDGE FAMILY,1971-02-06,103,6,13
If You Could Read My Mind,GORDON LIGHTFOOT,1970-12-18,103,5,16
Amos Moses,JERRY REED,1970-10-30,97,8,24
Mr. Bojangles,NITTY GRITTY DIRT BAND,1970-11-06,111,9,21
Theme From 'Love Story',HENRY MANCINI,1971-01-02,111,13,13
Sweet Mary,WADSWORTH MANSION,1970-12-18,115,7,15
Help Me Make It Through The Night,SAMMI SMITH,1971-01-16,98,8,16
Cried Like A Baby,BOBBY SHERMAN,1971-02-06,107,16,10
Don't Let The Green Grass Fool You,WILSON PICKETT,1971-01-16,84,17,11
What's Going On,MARVIN GAYE,1971-02-13,121,2,16
What Is Life,GEORGE HARRISON,1971-02-27,66,10,9
Temptation Eyes,GRASS ROOTS,1970-12-18,112,15,19
Knock Three Times,DAWN,1970-11-20,90,1,18
Rose Garden,LYNN ANDERSON,1970-11-13,126,3,19
(Where Do I Begin) Love Story,ANDY WILLIAMS,1971-02-06,88,9,13
Free,CHICAGO,1971-02-20,85,20,9
Oye Como Va,SANTANA,1971-02-20,82,13,10
I Hear You Knockin',DAVE EDMUND'S ROCKPILE,1970-12-25,90,4,12
Watching Scotty Grow,BOBBY GOLDSBORO,1970-12-18,116,11,14
Blue Money,VAN MORRISON,1971-02-06,79,23,12
Amazing Grace,JUDY COLLINS,1970-12-11,76,15,15
You're All I Need To Get By,ARETHA FRANKLIN,1971-02-20,91,19,9
Theme From 'Love Story',FRANCIS LAI,1971-01-30,75,31,9
No Love At All,B.J. THOMAS,1971-02-20,101,16,12
Wild World,CAT STEVENS,1971-02-06,113,11,14
Jody's Got Your Girl And Gone,JOHNNIE TAYLOR,1971-01-02,101,28,12
Burning Bridges,MIKE CURB CONGREGATION,1970-11-06,92,34,21
Another Day,PAUL McCARTNEY,1971-03-06,55,5,12
(Do The) Push & Pull,RUFUS THOMAS,1970-12-18,92,25,13
Love's Lines Angels And Rhymes,5TH DIMENSION,1971-02-27,69,19,10
One Toke Over The Line,BREWER &amp; SHIPLEY,1971-01-30,103,10,16
Soul Power,JAMES BROWN,1971-02-27,84,29,9
D.O.A.,BLOODROCK,1971-01-02,94,36,13
Country Road,JAMES TAYLOR,1971-02-06,81,37,8
Chairman Of The Board,CHAIRMEN OF THE BOARD,1971-02-13,71,42,8
Cherish What Is Dear To You,FREDA PAYNE,1971-02-13,85,44,8
Eighteen,ALICE COOPER,1971-02-13,103,27,11
Precious Precious,JACKIE MOORE,1970-12-04,84,30,15
Just Seven Numbers,FOUR TOPS,1971-01-23,79,40,8
Hang On To Your Life,GUESS WHO,1971-01-30,82,43,7
