Song,Artist,count
Beneath Mt. Sinai,The-Stone-Foxes,1
Beneath Still Waters,Emmylou-Harris,1
Beneath The Silver Moon,Matthew-Perryman-Jones,1
Beneath the Bleeding,Inhumane,1
Beneath the Sea,Se-Delan,1
Beneath the Streets,Carter-Burwell,1
Beneath the Surface,Demons-Of-Ruby-Mae,1
Benediction,Luke-Sital-Singh,3
Benediction,Thurston-Moore,2
Benefit Of The Doubt,Pete-Miser,1
Beni Beni (Acoustic),Niyaz,1
Benighted,Keep-Shelly-In-Athens,2
Bennet and Prema,James-Newton-Howard-and-Pete-Anthony,1
Bennet's Decision,James-Newton-Howard-and-Pete-Anthony,1
Bennie and the Jets,Elton-John,2
Benno,Howard-Shore-and-Metric,1
Benny Did Swing,Ric-Markmann-Dan-Pinnella-and-Chris-Wagner,1
Benny's Zoot Suit,Anders-Johan-Greger-Lewen,1
Bent,BandB,1
Benz or Beamer,Outkast,1
Berceuse (from L'oiseau de feu / The Firebird),BBC-Concert-Orchestra,1
"Berceuse in D Flat Major, Op. 57",Idil-Biret,1
"Berceuse in D-Flat Major, Op. 57",Idil-Biret,1
"Berceuse in D-Flat Major, Op. 57  (Arr. for Piano and Orchestra)",The-Slovak-Radio-Symphony-Orchestra-Peter-Breiner-and-Silvia-Capova,1
Bercy,Gypsophilia,1
Beretta,Manishevitz,1
Berkeley Girl,Harper-Simon,1
Berlin,Black-Rebel-Motorcycle-Club,2
Berlin,John-Powell-and-David-Buckley,1
Berlin,RY-X,1
Berliner Messe: 1. Kyrie,Estonian-Philharmonic-Chamber-Choir,1
"Berlioz: Strophes 'Premiers Transports Que Nui N'oblie' [RomÃ©o Et Juliette, Op 17 - Version With Original Parts. - Part 1]",The-Monteverdi-Choir-Orchestre-RA-C-volutionnaire-et-Romantique-Catherine-Robbin-Jean-Paul-FouchA-C-court-and-John-Eliot-Gardiner,1
Bermuda Bay,Hermitude,1
Bernadette,The-Four-Tops,1
Bernie Gets a Semi,Stephen-Trask,1
Bernie What Have You Done,James-Baker,1
Berserk Warriors,Mental-As-Anything,1
Berserker,Love-Among-Freaks,1
Bertha Lands,Jeff-Eden-Fair-and-Starr-Parodi,1
Bertha Mae,Memphis-Slim,1
Besame Mucho,TrA-o-Los-Panchos,1
Besame Mucho,Trio-Los-Panchos,1
Besash,Raya-Yarbrough-and-Bear-and-Brendan-McCreary,1
Beseme,Mistico,1
Beside Me,Forty-Foot-Echo,1
Beso,Carmen-Rizzo-ft-Kinnie-Starr,1
Best Dad Ever,Evgueni-Galperine-and-Sacha-Galperine,1
Best Day Of Your Life,Katie-Herzig,3
Best Day of Your Life,Katie-Herzig,1
Best Days,Eric-Hutchinson,1
Best Days,Graham-Colton,1
Best Days,Matt-White,1
Best Days Of Out Lives,Weekend-Players,1
Best Defense,16-Frames,2
Best Dressed Chicken In Town,Doctor-Alimantado,1
Best Est. 2019,Times-Neue-Roman,1
Best Friend,50-Cent,1
Best Friend,Mario-Matteoli,1
Best Friends,HOLYCHILD,1
Best Friends,Hans-Zimmer-and-Benjamin-Wallfisch,1
Best Friends,Marco-DiFelice-and-Trevor-Yuile,1
Best Friends,The-Perishers,1
Best Friends,will-i-am,2
Best I Ever Had (Grey Sky Morning),Vertical-Horizon,1
Best I Never Had,The-Downtown-Fiction,1
Best In LA,Marc-Shaiman,1
Best In The West,Central-Park-ft-Thomas-D-Arcy,1
Best Man Speech,Rolfe-Kent,1
Best Not To Think About It,Athlete,1
Best Of Friends,Palma-Violets,1
Best Of Me,Morningwood,2
Best Part Of Me,St-Leonards,1
Best Part of Me,St-Leonards,2
Best People In the World,Elliphant,1
Best Shot (Bonus Track),Birdy-and-Jaymes-Young,1
Best Supporting Actor,One-For-The-Team,1
Best That I Can,Vance-Joy,2
Best Thing,The-Mary-Dream,1
Best Thing (feat. Paul Alden),Embody,1
Best Thing That Ever Happened,Steve-Jablonsky,1
Best Thing That Ever Happened to Me,Gladys-Knight-and-The-Pips,1
Best Time of Year,Alex-Rhodes,1
Best Unsaid,Michael-Brook,2
Best Worst Day Ever,Kerris-Dorsey-and-Justine-Dorsey,1
Best Years of Our Lives,Baha-Men,2
Best for the Best,Josh-Ritter,2
Best of Friends,Palma-Violets,1
Best of Me,Secret-Nation,1
Best of Me,Trey-Emilio-Dwight,1
Best of My Love,The-Emotions,2
Bestiality,Ennio-Morricone,1
Bet You Do,Adam-Marc-Johnson-and-Al-Van-Der-Beek,1
Bet on Me,Marnie-and-Desi,1
Betamax,Big-Black-Delta,1
Betcha Never,Cherie,1
Beth,Kiss,2
Beth,New-Directions-originally-byA-Kiss,1
Beth,Paul-Rudd,1
Beth Goes In,Graeme-Revell,1
Beth's Close Call,Bear-McCreary,1
Bethany Gives Thanks,Marco-Beltrami,1
Bethany Swims with Winter / Crow's Nest / Everything's Ok Now,Rachel-Portman,1
Bethany and Dad,Marco-Beltrami,1
Bethany's Wave,Marco-Beltrami,1
Bethena (A Concert Waltz),Scott-Joplin,1
Bethlehem,Hopewell,2
Betray,Son-Lux,1
Betrayal,Danny-Elfman,1
Betrayal,Marc-Streitenfeld,1
Betrayal,Rod-Oliver,1
Betrayal and Desolation,James-Horner-London-Symphony-Orchestra-and-Choristers-of-Westminster-Abbey,1
Betrayer,Ana-Lovelis,1
Betrayer's Standoff,Thoedore-Shapiro-and-Ludwig-Goransson,1
Betta Watch Yo Self,Problem,1
Bette Davis Eyes,Kim-Carnes,4
Bette Davis Eyes,Rogue-Wave,1
Bette Davis Montage,John-Powell,1
Better,Blue-Shoes,2
Better,Coin,1
Better,Matthew-Mayfield,1
Better,Regina-Spektor,2
Better (Live),Tom-Baxter,1
Better Already,Northern-State,1
Better Citizens,Nathan-Whitehead,1
Better Days,Eddie-Vedder,1
Better Days,Elemeno-P,1
Better Days,Goo-Goo-Dolls,2
Better Days,Graham-Nash,1
Better Days,Lesli-Matta,1
Better Days,Lorne-Balfe,1
Better Days,Sofia-Pettersson,1
Better Days,The-Dirges,1
Better Days (And the Bottom Drops Out),Matt-Sims-and-Dave-Cooley,1
Better Days Will Come,Tahiti-80,1
Better Don't Do,Ing,1
Better Friends Than Lovers,Daylight-West,1
Better Get Moving On,Danny-Wilde,1
Better Get On,Danny-Wilde,1
Better Gone,Parlor-Hawk,1
Better In Time,Leona-Lewis,2
Better In time,Leona-Lewis,1
Better Late Than Never,Daniel-May-MasterSource,1
Better Late Than Never,The-Cover-Girls,1
Better Life,Paper-Route,1
Better Love,Hozier,1
Better Man,Harry-Gregson-Williams,1
Better Man,James-Morrison,1
Better Man,Leon-Bridges,2
Better Man,Paolo-Nutini,2
Better Man,Pearl-Jam,2
Better Never Than Late,Two-Hours-Traffic,1
Better Not Look Down,B-B-King,1
Better Not Touch,Agina,1
"Better Now, Darling",Alexandre-Azaria,1
Better Off,Ashlee-Simpson,1
Better Off,Let-s-Go-Sailing,2
Better Off (feat. Josh Roa & BishÃ¸p),filous,1
Better Off Alone,Marie-Digby,1
Better Off By Myself,Bosshouse,1
Better Off Dead,Linnzi-Zaorski,1
Better Off Dead,The-Faders,1
Better Off Now,Trent-Dabbs,1
Better Off That Way,Quickie,1
Better Off Without You,Aquilo,1
Better Out Than In / Sunflower / I'll Tell Him,Harry-Gregson-Williams-and-John-Powell,1
Better Run,Army-Of-Me,1
Better Said,Cinephile,1
Better Than A Psychic,Mercedes,1
Better Than Anyone,Mary-Beth-Maziarz,1
Better Than Her,Matisse,1
Better Than Lies,Beehive,1
Better Than Love,Griffin-House,1
Better Than Love,Hurts,1
Better Than Me,Eddie-Baytos,1
Better Than Me,Sister-Machine-Gun,1
Better Than New,Ramin-Djawadi,1
Better Than That,Hadas,1
Better Than The Rest,Shock-Diamonds,1
"Better Than Then, Closer to Now",Gordi,1
Better Than This,Keane,1
Better Things,Passion-Pit,1
Better Things,The-Kinks,1
Better Things To Do,Kacee-Clanton-MasterSource,1
Better Things To Do,Young-Rival,1
Better To Be,Liam-Finn,1
Better Together,Fifth-Harmony,2
Better Together,Hentai-Superstar,1
Better Together,Imaginary-Future,1
Better When I'm Dancin',Meghan-Trainor-and-LunchMoney-Lewis,1
Better With You,of-Verona,2
Better for It,Foreign-Air,1
Between,Courrier,1
Between Life and Death,Brian-Tyler,1
Between Me and You,Brandon-Flowers,1
Between Sheets,Imogen-Heap,1
Between The Bars,Elliott-Smith,1
Between The Curves,Fight-From-Above,1
Between The Lines,Sara-Bareilles,1
Between The Lines (instrumental),Bonobo,1
Between The Minds,Jack-Savoretti,1
Between Two Lungs,Florence-and-the-Machine,1
Between Us,Peter-Bradley-Adams,1
Between Us And Them,Moving-Units,1
Between Wind and Water,Hael,1
Between Wind and Water ,Hael,1
Between You and I,Stoll-Vaughan,1
Between the Bars,Elliott-Smith,4
Between the Bars,Madeleine-Peyroux,1
Between the Bars (Orchestral),Elliott-Smith,1
Between the Devil and the Deep Blue Sea,Black-Mustang,1
Between the Lines,Boomish,1
"Between the Night, Between the Day (feat. Tim Myers)",Rosi-Golan,2
Between the Sheets,The-Isley-Brothers,2
Betún (feat. Iris Cepeda),Craig-Wedren-and-Benjamin-Newgard,2
Beverly,Benjamin-Wallfisch,1
Beverly Hills,Weezer,1
Bew Way Ya,J-Radical,1
Beware,Big-Pun,1
Beware,Big-Punisher,1
Beware,Little-Red-Lung,1
Beware Of Young Girls ,Dory-Previn,1
Beware The Harbinger,David-Julyan,2
Beware of Dog,Marco-Beltrami,1
Beware! Cougar!,The-Academy-Is,1
Bewitched,Howard-Greenfield-and-Jack-Keller,1
Bewitched,Les-Paul-and-Mary-Ford,1
Bewitched,Steve-Lawrence,1
Bewitched Theme,Howard-Greenfield-and-Jack-Keller,1
"Bewitched, Bothered and Bewildered",Ella-Fitzgerald-and-Oscar-Peterson-Trio,1
"Bewitched, Bothered and Bewildered",Jordan-Ballard,1
Bey,MFVgroup,1
Beym Rebin's Sude,Robin-Jeffrey-and-Roddy-Skeaping,1
Beyond Evil,Brian-Tyler,1
Beyond Grey,Randy-Emata,1
Beyond Here Lies Nothin',Bob-Dylan,1
Beyond Me,tobyMac,2
Beyond Sorrow and Grief,Howard-Shore,1
Beyond The Blu Horizon,Leo-Robin-Richard-A-Whiting-and-W-Franke-Harling,1
Beyond The Blue Horizon,Lou-Christie,1
Beyond The Sea,Bobby-Darin,4
Beyond the Forest,Howard-Shore,1
Beyond the Hills,Marco-Beltrami,1
Beyond the Horizon,Bob-Dylan,1
Beyond the Pines,Mike-Patton,1
Beyond the Sea,Bobby-Darin,2
Beyond the Sea,Robbie-Williams,1
Beyond the Sun (feat. Lennon Stella),Nashville-Cast,1
Beyond the Wall,Joseph-Trapanese,1
Bhadra's Suite,Cliff-Martinez,1
Bhampa,Pro-Kid,1
Bhangra Fever,Midical-Pundtiz,1
Bhangra Rocker,Kully-B-and-Gussy-G,1
Bialiy and Lox Conga,The-Moonrats,1
Bialy & Lox Conga,Clint-Mansell,1
Bibanke,Asa,1
Bibbidi-Bobbidi-Boo (The Magic Song),Helena-Bonham-Carter,1
Bibbidi-Bobbidi-Boo (The Magic Song),Patrick-Doyle,1
Bibi Na Se Ni Do/Tevovo Tevovo,Tihati-Productions-Ltd,1
Bible Belt (feat. Little Feat),Travis-Tritt,1
Bible Study,Marco-Beltrami,1
Biblical Revelation,Danny-Elfman,1
Bibo No Aozora,Ryuichi-Sakamoto,1
Bibo No Aozora / 04,Ryuichi-Sakamoto,1
Bicameral Mind,Ramin-Djawadi,1
Bicycle,Benjamin-Wallfisch,1
"Bicycle Bicycle, You Are My Bicycle",Be-Your-Own-Pet,2
Biddar,Gaida-Hinnawi,1
Bidibodi Bidibu,Bubbles,1
Bidin' My Time,Sarah-Vaughan,1
Biding Her Time,Bob-Neuwirth,1
Bieber Chase,Theodore-Shapiro,1
Bien Caliente,The-Tormentos,1
Big,Rich-Skillz,1
Big 'Ol Scardy Pants,Cliff-Martinez,1
Big 1,Young-Fellaz-Brass-Band,1
Big Adventure ,Yessian-Music,1
Big And Loud (Part 1),Lindsay-Ridgeway,1
Big And Loud (Part 2),Lindsay-Ridgeway,1
Big Apple Boogaloo,Brooklyn-Funk-Essentials,1
Big As The Sky,A-M-Sixty,1
Big Ass... Heart,Puck,1
Big Baby,Love-Grenades,1
Big Bad Love,Ron-Pope,1
Big Bad Wolf,The-Heavy,2
Big Bad Wolves,WALK-THE-MOON,1
Big Ballin',Shawty-Redd,1
Big Ballin' (Above The Rim),Bigg-Blue,1
Big Ballroom,Harold-Lester,1
Big Banana (feat. R3hab & Prophet),Havana-Brown,1
Big Band Swing,Henry-Richard-Parsley-and-Louis-Edwards,1
Big Beat Repeat,John-Powell,1
Big Big Kid,Jibbs,1
Big Bird,Eddie-Floyd,1
Big Bird in a Small Cage,Patrick-Watson,1
Big Bite,Fallulah,1
Big Black Cadillac,Johnny-Flynn,1
Big Blue Buzz,Ric-Menck,1
Big Blue Sea,Bob-Schneider,2
Big Boi,B-A-S-K-O,1
Big Boss Man,Jimmy-Reed,1
Big Boss Man,Junior-Reid,1
Big Bounce,Dick-Lemaine,1
Big Boy,Raphael-Lake,1
Big Boy Whips,Baby-D,1
Big Brat,Phantom-Planet,3
Big Brown Eyes,Ron-Hacker,1
Big Butter And Egg Man,Sidney-Bechet-Trio,1
Big Calm,Circuit-Shaker-Vicky-Harrison-and-Oliver-Price,1
Big Check / Kill Him (feat. Sheila E. & Arturo Sandoval),Christopher-Lennertz,1
Big Chief,Dr-John,1
Big Chief Flying Eagle / I Had a Mother Once,Oliver-Wallace,1
Big Chuck Likes To Share,Christopher-Lennertz,1
Big City,Merle-Haggard,1
Big City (feat. Slim),Doug-Simpson-and-Euphon-and-Doug-Simpson,1
Big City After Dark,Link-Wray,1
Big Daddy Kills,Henry-Jackman,1
Big Day,Puracane,1
Big Days,PMG,1
Big Drag,Trevor-Rabin,1
Big Drum Competition,Marco-Beltrami,1
Big Empty,Stone-Temple-Pilots,3
Big Eyes,Lana-Del-Rey,1
Big Fan,Alan-Silvestri,1
Big Fish,Vince-Staples,1
Big Fish (Titles),Danny-Elfman-Nick-Ingman-and-Orchestra,1
Big Girl,1-Two,1
Big Girls Don't Cry,Fergie,1
Big Girls Don't Cry,Frankie-Valli-and-The-Four-Season,1
Big Girls Don't Cry,Frankie-Valli-and-The-Four-Seasons,1
Big Girls Don't Cry,John-Lloyd-Young,1
Big Girls Don't Cry,Rachel-Kurt-and-Blaine-originally-by-Fergie,1
Big Girls Don't Cry,The-Boys-From-Jersey,1
Big Girls Don't Cry (Personal),Fergie,1
Big Gun,AC-DC,1
Big Gun,Ice-T,2
Big Guns,AC-DC,1
Big Heavy,Amanda-Blank,1
Big Hero 6,Henry-Jackman,1
Big Hug,Mark-Mothersbaugh,1
Big Ideas,LCD-Soundsystem,1
Big In Japan,Tom-Waits,1
Big Is Back,Aaron-Zigman,1
Big Jay's Hop,Big-Jay-McNeely,1
Big Jeff,Danny-Elfman,1
Big Jet Plane,Angus-and-Julia-Stone,2
Big Jet Plane,Angus-and-amp-Julia-Stone,1
Big Jet Plane (Acoustic),Angus-and-Julia-Stone,1
Big Jim Walker,Jim-Croce,1
Big John's Special,BBC-Big-Band-Orchestra,1
Big John's Special,The-BBC-Big-Band,1
Big Joy Ride,Rick-Dasher,1
Big League,Mychael-Danna,1
Big Life,Wil,1
Big Light,Houses,2
Big Lights,Sammy-Adams,1
Big Log,Robert-Plant,1
Big Long Scary Van Chase,Christopher-Lennertz,1
Big Love,Chicken,1
Big Love,Fleetwood-Mac,1
Big Love,Lindsey-Buckingham,1
Big Machine,Mark-Duplass,2
Big Machine,Ryan-Miller,1
Big Man In Town,John-Lloyd-Young,1
Big Man On The Block,Black-Toast,1
"Big Man, Big Sea",Carter-Burwell,1
Big Market,Alexandre-Desplat,1
Big Me,Mateo-Messina,1
Big Me,Peter-Himmelman,1
Big Money Talk,Lyrics-Born,1
Big Muff,Pepe-Deluxe,1
Big Noise from Winnetka,Bob-Crosby-and-His-Orchestra,1
Big Old House,Bright-Eyes,1
Big One (instrumental version),Louden-Swain,1
Big One Coming,Death-Ships,1
Big Party,Wolfman-Jack,1
Big Pink House,Terry-Shaddick,1
Big Poppa,The-Notorious-B-I-G,2
Big Problems,Corrosion-of-Conformity,1
Big Red Car,The-Wiggles,1
Big Rock Candy Mountain,Burl-Ives,1
Big Rock Candy Mountain,Harry-McClintock,1
Big Round Booty,The-Deekompressors,1
Big Score,Battleme,1
Big Screws Up,Aaron-Zigman,1
Big Ship,Brian-Eno,1
Big Smelly Crack,John-Powell,1
Big Speech,Alan-Menken-and-Christopher-Lennertz,1
Big Spender,Adrienne-Bailon,1
Big Spender,Peggy-Lee,1
Big Spender,Sugar-Motta-originally-from-Sweet-Charity,1
Big Spender (Live),Jane-Horrocks,1
Big Spot (Part One),Bear-McCreary,1
Big Spot! (Part Three),Bear-McCreary,1
Big Spot! (Part Two),Bear-McCreary,1
Big Star,Isa-and-the-Filthy-Tongues,1
Big Steps,No-Small-Children,1
Big Strong Man (from American Horror Story) [feat. Evan Peters & Michael Chiklis],American-Horror-Story-Cast,1
Big Sur,The-Thrills,1
Big T,Fred-Rapoport,1
Big Talk,Conway,2
Big Talker,The-Murmurs,1
Big Thing,Antonio-Pinto,1
Big Things,Ted-Hawkins,1
Big Time,Olde-Future,1
Big Time Sensuality,Bjoerk,1
Big Top,Joe-Purdy,1
Big Top Jamboree,Rick-Rhodes,1
Big Trouble,Danny-Elfman,2
Big Trouble,Outasight,1
Big Ups,Ms-Triniti,1
Big Waves,NO,1
Big Wheel,Saun-and-Starr,1
Big When I Was Little,Eliza-Doolittle,1
Big White Cloud,John-Cale,1
Big Wide River Of Love,Petunia-and-The-Loons,1
Big Winter,Robbers-on-High-Street,1
Big Yellow Sun,Stephen-Emil-Dudas-and-Mark-G-Hart,1
Big Yellow Taxi,Counting-Crows,1
Big and Chunky,Will-I-Am-and-Hans-Zimmer,1
Big and Chunky,will-i-am,1
"Big, Blonde and Beautiful",Queen-Latifah,1
"Big, Blonde and Beautiful (Reprise)",Michelle-Pfeiffer,1
Bigger Picture,Jimmy-Kaleth-Charles-Olins-Bob-Mitchell-and-Jez-Pike,1
Bigger Than Love,Benjamin-Gibbard,1
Bigger Than Love,My-Favorite-Highway,1
Bigger Than Us,White-Lies,1
Biggest Bed In Vegas,Lyle-Workman,1
Biggest Brand in Racing,Randy-Newman,1
Biggest Part Of Me,Ambrosia,2
Biggest Part of Me,Ambrosia,1
Biggest Part of Me,David-Pack,1
Biggie Bounce (feat. Angger Dimas & Travis Porter) [TWRK Remix],Diplo,1
Biggs and Ludow,Graeme-Revell,1
Bike Cop Chase,David-Sardy,1
Bike Ride,Trevor-Rabin-and-Jennifer-Hammond,1
Bike Toss,Trevor-Rabin-and-Jennifer-Hammond,1
Bikers,Lalo-Schifrin,2
Biking (Solo),Frank-Ocean,1
Bikini Bottom News Theme,Nicolas-Carr,1
Bikinis & Big Booties Y'all,Music-by-Cliff-Martinez-and-Skrillex,1
Biko,Bloc-Party,1
Bilingi,KS-Alpha,1
Bilingual Boy,CuCu-Diamantes,1
Bilingue In Paris,Pascal-Lejeune,1
Bill Bailey,Zoot-Sims,1
Bill Bailey (Won't You Please Come Home),Preservation-Hall-Jazz-Band,1
"Bill Bailey, Won't You Please Come Home",The-Recliners,1
Bill Bumps Into Erica,Mike-Mogis-and-Nathaniel-Walcott,1
Bill Clips Bob,Lennie-Niehaus,1
Bill Gets Dressed,Mike-Mogis-and-Nathaniel-Walcott,1
Bill Murray,Phantogram,1
Bill Tells Sam the Truth,Mike-Mogis-and-Nathaniel-Walcott,1
Bill's Speech - A New Kind of Warrior,Rolfe-Kent,1
Billiards Hall,Tyler-Bates,1
Billie & Hitchhiker,Michael-Brook,1
Billie Holiday,Miike-Snow,1
Billie Jean,Michael-Jackson,1
Billie Jean King,Nicholas-Britell,1
Billie's Arrest,Elliot-Goldenthal,1
Billionaire,Sam-Evans-and-amp-New-Directions-originally-by-Travie-McCoy-ft-Bruno-Mars,1
Billionaires,Your-Twenties,1
Billoddity,Mojave-3,1
"Bills, Bills, Bills",Dalton-Warblers-originally-by-Destiny-s-Child,1
Billy - Main Title,Bob-Dylan,1
Billy Don't Be A Hero,Peter-Callander-and-Mitch-Murray,1
Billy Fight,Heitor-Pereira,1
Billy Get Your Guns,Jon-Bon-Jovi,1
Billy Leaves,Carter-Burwell,1
Billy's Diary,Carter-Burwell,1
Billy's Ending,Carter-Burwell,1
Billy-Be-Frigged,Thomas-Newman,1
Billywig,James-Newton-Howard,1
Bilquis Gets to Work,Brian-Reitzell,1
Bilquis Orgy,Brian-Reitzell,1
Bim Bom,Astrud-Gilberto,1
Bim Sala Bim ,Hudson-County,1
"Bimini Bay (feat. Saul Rubin, Dan Block, Phil Stewart & Pat O'Leary)",Alexis-Cole,1
Binary Sunset (Alternate),John-Williams,1
Binding Loyalties,Sarah-Schachner,1
Bing Zhong Yin,Wan-Jie,1
Binga Banga Bongo,Christopher-Young,1
Binga Banga Bongo,Terry-Snyder-and-Jr-Walker-and-The-All-Stars,1
Binoculars,tomandandy,1
Bio Techno,Audio-Android,1
Biopsy Results,Michael-Andrews,1
Biplane,Andrew-Lockington,1
Bipolar Bear,Morningwood,1
Birch Tree,Foals,1
Bird,Billie-Marten,2
Bird 1,Underworld,1
Bird Court,Heitor-Pereira,1
Bird Dog,The-Everly-Brothers,1
Bird In A Cage,Spelles,1
Bird In A Small Cage,Patrick-Wilson,1
Bird In Flight,The-Parlotones,1
Bird On A Wire,Katey-Sagal-and-The-Forest-Rangers,1
Bird On A Wire,Leonard-Cohen,1
Bird On a Wire,Silvermoney,1
Bird Set Free,Sia,3
Bird in a Cage,Spelles,1
Bird of Sorrow,Glen-Hansard,1
Bird on the Wire,Leonard-Cohen,2
Bird's Lament,Moondog-and-The-London-Saxophonic,1
Birdcatcher - The Magic Flute,Wolfgang-Amadeus-Mozart,1
Birdfeeder,Thomas-Wander-and-Harald-Kloser,1
Birdhouse In Your Soul,They-Might-Be-Giants,1
Birdman Blind Melody,Joan-Valent,1
Birds,Neil-Young,1
Birds,The-Submarines,1
Birds &amp; The Bees,Jewel-Akens,1
Birds Collide,Trances-Arc,1
Birds Of A Feather,The-Rosenbergs,1
Birds Pulled In,Joseph-Bishara,1
Birds and Ships,Billy-Bragg-and-Wilco-ft-Natalie-Merchant,1
Birds of Storm,Eric-Serra,1
Birds of a Feather,Dominic-Lewis,1
"Birds, Snow, Ice",Michael-Brook,1
Birdseye,Aaron-Dessner-and-Bryce-Dessner,1
Birth,Carter-Burwell,1
Birth Of A Cabin,Wild-Orchid-Children,2
Birth Ritual,Soundgarden,1
Birth of Ultron,Brian-Tyler,1
Birth of a Legend,Brian-Tyler,1
"Birth of a Penguin, Pt. 1",Danny-Elfman,1
"Birth of a Penguin, Pt. 2",Danny-Elfman,1
Birthday,Flo-Rida,1
Birthday,Katy-Perry,1
Birthday Bash (Skit),Rumpelstiltskin-Big-Bad-Wolf-Pinocchio-and-Baba,1
Birthday Boy,Kidstreet,1
Birthday Cake,Kasper-Winding,1
Birthday Cards,Joel-P-West,1
Birthday Party,Heitor-Pereira,1
Birthday Song,James-Murphy,1
Birthday Song,The-Shapes,2
Birthplace of Spaghetti,Theodore-Shapiro-and-Craig-Wedren,1
Bisbygliando,Marco-Beltrami,1
Biscuit,Ferrari-Snowday,1
Bishop's Countdown,James-Horner-and-London-Symphony-Orchestra,1
Bison Troopers Marching Song (Zangief),Graeme-Revell,1
Bisou Magique,Melody-s-Echo-Chamber,1
Bist Du Bei Mir ,Johann-Sebastian-Bach,1
Bit By Bit,Mother-Mother,1
Bit by Bit,Stephanie-Mills,1
Bitch,Meredith-Brooks,1
Bitch,The-Plastiscines,1
Bitch,The-Rolling-Stones,2
Bitch,Toxic-Holocaust,1
Bitch,Zooey-Deschanel,1
Bitch At the Wheel,Lucian-Piane,1
Bitch Betta Have My Money,AMG,4
Bitch Better Have My Money,Rihanna,1
Bitch Face,Imran-Hanif,1
Bitch Is Hardcore,Tyler-Bates,1
Bitch Niggaz,Dr-Dre-ft-Hittman,1
Bitch Please 2,Eminem,1
Bitch and Moan Beautiful English,Christopher-Smith,1
Bitches,Morningwood,2
Bitches Be Like (Radio Edit),Chuckie,1
Bitches and Friends,DJ-Rodriguez,1
Bitches of Eastwick,Graeme-Revell,1
Bitchin' Camaro,The-Dead-Milkmen,1
Bite,Mysterians,1
Bite Hard,Franz-Ferdinand,1
Bite The Hand That Bleeds,Fear-Factory,1
Bite Your Lip,New-Cassettes,2
Bite to Break Skin (The Legion of Doom Remix),Senses-Fail,1
Biting,Carter-Burwell,1
Bits and Pieces,Michael-Wandmacher-and-Lisbeth-Scott,1
Bitter,Benny-Marchant,1
Bitter,Meshell-Ndegeocello,1
Bitter,The-Pietasters,1
Bitter And Sick,One-Two,1
Bitter Beauty (Pony Tricks Version),Jason-Collett,1
Bitter End,Gordi,1
Bitter Fruit,The-Kills,1
Bitter Heart,Mason-Jennings,1
Bitter Heart,Zee-Avi,1
Bitter Memory,Connie-Briton-and-Brad-Paisley,1
Bitter Pill,The-Connells,1
Bitter Rivals,Sleigh-Bells,2
Bitter Sweet (Kyss Mig - With Every Heartbeat OST),Marc-Collin,1
Bitter Sweet New Orleans,Jonathan-Neal,1
Bittersweet,ARCHIS,1
Bittersweet,Big-Head-Todd-and-The-Monsters,2
Bittersweet,Elenowen,1
Bittersweet,Ellie-Goulding,1
Bittersweet Life,My-Favorite-Highway,1
Bittersweet Symphony,The-Verve,1
Bittersweet World,Ashlee-Simpson,1
Bittersweetheart,Ed-Harcourt,1
Bitzakarak,The-Bendaly-Family,1
Bixby Canyon Bridge,Death-Cab-for-Cutie,1
Bizarre Love Triangle,Frente,2
Bizarre Love Triangle,New-Order,3
Bizarre Love Triangle,Sennen,1
Bizarre Love Triangle,Stabbing-Westward,1
Bizness,Tune-Yards,1
Bizness Changes,Art-Lilliards-Heavenly-Band,1
Bkab,Ethan-Stoller,1
Black,Kari-Kimmel,2
Black,Lorne-Balfe,1
Black,The-Soft-Moon,3
Black & Blue,Chris-Garneau,1
Black & Blue,Ingrid-Michaelson,1
Black & Blue,The-Maids-Of-Honor,2
Black & White,Joshua-Michael-Robinson,1
Black & White,Walter-Hyatt,1
Black (feat. Norah Jones),Danger-Mouse-and-Daniele-Luppi,1
Black Ajax,Locksley,2
Black And Blue,Zach-Chance,1
Black And White Pictures,The-Dahls,1
Black Baby,Kruder-and-Dorfmeister,1
Black Bear,Andrew-Belle,1
Black Beatles (feat. Gucci Mane),Rae-Sremmurd,2
Black Belt,John-Grant,2
Black Belts (feat. Pyramid Quince),Pyramid-Vritra,1
Black Betty,Big-City-Rock,1
Black Betty,Mick-Jaroszyk-and-Burn-This-Song,1
Black Betty,Ram-Jam,6
Black Betty,Spiderbait,6
Black Bile,Joseph-Bishara,1
Black Bird,Evan-Rachel-Wood,1
Black Book Lodge,Gluecifer,1
Black Bottom Stomp,Wynton-Marsalis,1
Black Box,Nicholas-Britell,1
Black Bubblegum,Dillinger-Escape-Plan,1
Black Buffalo,One-Bad-Son,1
Black Bullet,The-Kidneythieves,1
Black Car,Leon-Else,2
"Black Car, Black Night",Calexico,1
Black Cat Bone,Laika,1
Black Cat John Brown,Alamo-Race-Track,1
Black Cat Road,Gideon-Smith-and-The-Dixie-Damned,1
Black Cat Smile,Nick-Nolan,1
Black Champagne,Starlight-Mints,1
Black Champagne,The-Starlight-Mints,3
Black Chandelier,Biffy-Clyro,1
Black Cloud,Mr-Rudy-Day,1
Black Country Rock,David-Bowie,1
