Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Black Water,DOOBIE BROTHERS,1974-12-21,75,1,17
My Eyes Adored You,FRANKIE VALLI,1974-11-16,103,1,24
Lady Marmalade,LABELLE,1974-12-21,104,1,20
Have You Never Been Mellow,OLIVIA NEWTON-JOHN,1975-01-25,63,1,16
Lovin' You,MINNIE RIPERTON,1975-01-11,107,1,19
Lady,STYX,1974-12-07,104,6,18
Lonely People,AMERICA,1974-12-28,77,5,14
Express,B.T. EXPRESS,1975-01-25,85,4,15
Can't Get It Out Of My Head,ELECTRIC LIGHT ORCHESTRA,1974-12-14,101,9,17
Don't Call Us We'll Call You,SUGARLOAF,1974-11-30,102,9,22
Poetry Man,PHOEBE SNOW,1975-01-04,95,5,18
You Are So Beautiful,JOE COCKER,1974-12-21,102,5,20
Best Of My Love,EAGLES,1974-11-30,83,1,19
No No Song / Snookeroo,RINGO STARR,1975-02-08,78,3,14
Shame Shame Shame,SHIRLEY &amp; CO.,1975-01-11,98,12,16
Up In A Puff Of Smoke,POLLY BROWN,1974-12-28,110,16,14
To The Door Of The Sun,AL MARTINO,1974-12-21,89,17,16
Sad Sweet Dreamer,SWEET SENSATION,1974-12-07,108,14,21
I Am Love,JACKSON FIVE,1975-01-18,87,15,14
My Boy,ELVIS PRESLEY,1975-01-25,82,20,11
Pick Up The Pieces,AVERAGE WHITE BAND,1974-12-07,81,1,17
(Hey Won't You Play) Another Somebody Done Somebody Wrong So,B.J. THOMAS,1975-02-01,99,1,18
Once You Get Started,RUFUS &amp; CHAKA KHAN,1975-02-15,79,10,13
Chevy Man,SAMMY JOHNS,1975-01-25,109,5,18
Emotion,HELEN REDDY,1975-02-08,72,22,9
Roll On Down The Highway,BACHMAN-TURNER OVERDRIVE,1975-01-18,67,14,11
Harry Truman,CHICAGO,1975-02-22,55,13,9
I'm A Woman,MARIA MULDAUR,1974-12-28,88,12,14
Emma,HOT CHOCOLATE,1975-02-01,106,8,15
Supernatural Thing,BEN E. KING,1975-02-08,85,5,14
Part Of The Plan,DAN FOGELBERG,1975-02-01,88,31,9
Before The Next Teardrop Falls,FREDDY FENDER,1975-02-01,97,1,21
Movin' On,BAD COMPANY,1975-01-18,70,19,10
Never Let Her Go,DAVID GATES,1975-01-18,94,29,10
Philadelphia Freedom,ELTON JOHN BAND,1975-03-08,53,1,21
Butter Boy,FANNY,1975-02-01,89,29,11
The South's Gonna Do It,CHARLIE DANIELS BAND,1975-02-08,86,29,10
Walking In Rhythm,BLACKBYRDS,1975-02-01,101,6,18
Fire,OHIO PLAYERS,1974-12-14,73,1,17
Satin Soul,LOVE UNLIMITED ORCHESTRA,1975-02-01,107,22,13
Shining Star,EARTH WIND AND FIRE,1975-02-15,86,1,20
I Get Lifted / I Can't Leave You Alone,GEORGE McCRAE,1975-01-25,90,37,9
Wolf Creek Pass,C.W. McCALL,1975-02-01,83,40,11
Bertha Butt Boogie,JIMMY CASTOR BUNCH,1975-02-22,92,16,13
You're No Good,LINDA RONSTADT,1974-12-07,86,1,16
Nightingale,CAROLE KING,1975-01-04,67,9,12
Jackie Blue,OZARK MOUNTAIN DAREDEVILS,1975-02-01,108,3,22
L.O.V.E. (Love),AL GREEN,1975-03-01,69,13,12
Long Tall Glasses,LEO SAYER,1975-02-22,82,9,15
What Am I Gonna Do With You,BARRY WHITE,1975-03-08,76,8,11
I've Been This Way Before,NEIL DIAMOND,1975-02-01,73,34,7
Dance The Kung Fu,CARL DOUGLAS,1975-02-15,85,48,7
It's A Miracle,BARRY MANILOW,1975-03-01,82,12,13
Devil In The Bottle,T.G. SHEPARD,1975-01-04,110,54,11
He Don't Love You (Like I Love You),TONY ORLANDO &amp; DAWN,1975-03-15,55,1,14
I Wanna Learn A Love Song,HARRY CHAPIN,1975-02-15,87,44,9
Tangled Up In Blue,BOB DYLAN,1975-03-08,74,31,7
Love Finds Its Own Way,GLADYS KNIGHT AND THE PIPS,1975-02-22,88,47,8
I Have A Dream,DONNY OSMOND,1975-02-15,89,50,7
Killer Queen,QUEEN,1975-02-08,98,12,19
Hush / I'm Alive,BLUE SWEDE,1975-02-22,83,61,5
Love Corporation,HUES CORPORATION,1975-02-22,84,62,6
Like A Sunday Morning,LANA CANTRELL,1975-02-15,104,63,6
Shoeshine Boy,EDDIE KENDRICKS,1975-02-15,97,18,18
Linda On My Mind,CONWAY TWITTY,1975-02-22,96,61,8
Living A Little Laughing A Little,SPINNERS,1975-03-08,77,37,7
Don't Let Go,COMMANDER CODY AND HIS LOST PLANET AIRMEN,1975-02-22,100,56,6
We're Almost There,MICHAEL JACKSON,1975-03-01,89,54,8
Who's Sorry Now,MARIE OSMOND,1975-03-08,83,40,6
Leona,WET WILLIE,1975-03-01,86,69,5
I Don't Like To Sleep Alone,PAUL ANKA,1975-03-15,71,8,15
Good Times Rock & Roll,FLASH CADILLAC AND THE CONTINENTAL KIDS,1975-02-01,90,41,8
Doctor's Orders,CAROL DOUGLAS,1974-11-30,79,11,16
The Pill,LORETTA LYNN,1975-02-22,105,70,8
I'm Her Fool,BILLY SWAN,1975-03-15,75,53,4
Aime,PURE PRAIRIE LEAGUE,1975-02-22,109,27,14
How Long,ACE,1975-03-01,103,3,17
Stand By Me,JOHN LENNON,1975-03-15,78,20,9
Please Mr. Postman,CARPENTERS,1974-11-23,77,1,17
Reality,JAMES BROWN,1975-02-22,90,80,4
Bump Me Baby,DOOLEY SILVERSPOON,1975-02-15,100,80,6
Angel (What In The World's Come Over Us),ATLANTA RHYTHM SECTION,1975-02-22,99,79,5
Showdown,ODIA COATES,1975-03-01,94,71,6
Young Americans,DAVID BOWIE,1975-03-15,84,28,11
I'll Be Holding On,AL DOWNING,1975-02-08,109,85,6
Beer Barrel Polka,BOBBY VINTON,1975-03-15,86,33,9
Autobahn,KRAFTWERK,1975-03-15,87,25,10
I Fought The Law,SAM NEELY,1975-01-25,102,54,8
Live Your Life Before You Die,POINTER SISTERS,1975-03-08,96,89,5
Runaway,CHARLIE KULIS,1975-03-01,104,46,10
Only One Woman,NIGEL OLSSON,1975-01-25,107,91,10
Toby,CHI-LITES,1975-02-22,104,78,8
Shaving Cream,BENNY BELL,1975-03-08,95,30,11
Everybody Wants To Find A Bluebird,RANDY EDELMAN,1975-03-01,109,92,5
Swing Your Daddy,JIM GILSTRAP,1975-02-22,110,55,11
You're A Part Of Me,SUSAN JACKS,1975-03-08,99,90,5
Black Superman (Muhammad Ali),JOHNNY WAKELIN,1975-03-08,100,53,12
Sneaky Snake,TOM T. HALL,1975-03-15,98,55,6
Cry To Me,LOLEATTA HOLLOWAY,1975-03-08,108,68,7
Turn To Stone,JOE WALSH,1975-03-01,99,93,3
Remember What I Told You To Forget / My Ship,TAVARES,1975-03-15,101,101,2
You Are Your Baby Blues,SOLOMON BURKE,1975-03-01,101,96,5
My Little Lady,BLOODSTONE,1975-03-08,104,57,10
Shakey Ground,THE TEMPTATIONS,1975-03-15,104,26,15
One Beautiful Day,"ECSTASY, PASSION AND PAIN",1975-03-08,110,48,9
It Do Feel Good,DONNA FARGO,1975-03-08,109,98,4
Love Won't Let Me Wait,MAJOR HARRIS,1975-03-15,107,5,20
I Just Can't Say Goodbye,THE PHILLY DEVOTIONS,1975-03-15,108,103,4
Speed Trap / Nashville,HOYT AXTON,1975-03-15,109,105,3
Changes (Messin' With My Mind),VERNON BURCH,1975-03-15,110,104,3
