Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Harlem Shake,BAAUER,2013-03-02,1,1,20
Thrift Shop,MACKLEMORE &amp; RYAN LEWIS featuring WANZ,2012-10-27,96,1,48
When I Was Your Man,BRUNO MARS,2013-01-26,89,1,32
I Knew You Were Trouble.,TAYLOR SWIFT,2012-11-17,59,2,34
Stay,RIHANNA featuring MIKKY EKKO,2013-02-23,57,3,32
Started From The Bottom,DRAKE,2013-02-23,63,6,22
Scream & Shout,WILL.I.AM featuring BRITNEY SPEARS,2012-12-15,12,3,24
Suit & Tie,JUSTIN TIMBERLAKE featuring JAY Z,2013-01-26,84,3,26
Locked Out Of Heaven,BRUNO MARS,2012-10-20,34,1,36
Don't You Worry Child,SWEDISH HOUSE MAFIA featuring JOHN MARTIN,2012-10-06,68,6,33
Love Me,LIL WAYNE featuring DRAKE &amp; FUTURE,2013-02-02,53,9,22
Heart Attack,DEMI LOVATO,2013-03-16,12,10,20
Ho Hey,THE LUMINEERS,2012-06-23,90,3,62
Daylight,MAROON 5,2012-12-22,77,7,25
F**kin Problems,"A$AP ROCKY featuring DRAKE, 2 CHAINZ &amp; KENDRICK LAMAR",2012-11-17,73,8,27
Sweet Nothing,CALVIN HARRIS featuring FLORENCE WELCH,2012-12-01,97,10,26
Girl On Fire,ALICIA KEYS featuring NICKI MINAJ,2012-09-22,37,11,30
Feel This Moment,PITBULL featuring CHRISTINA AGUILERA,2013-02-09,99,8,24
I Will Wait,MUMFORD &amp; SONS,2012-08-25,23,12,39
Radioactive,IMAGINE DRAGONS,2012-09-29,91,3,85
Pour It Up,RIHANNA,2013-01-19,90,19,20
It's Time,IMAGINE DRAGONS,2012-06-23,93,15,47
Catch My Breath,KELLY CLARKSON,2012-11-24,96,19,22
Beauty And A Beat,JUSTIN BIEBER featuring NICKI MINAJ,2012-11-03,71,5,23
Try,P!NK,2012-11-17,93,9,23
Poetic Justice,KENDRICK LAMAR featuring DRAKE,2012-11-10,76,26,24
Gangnam Style,PSY,2012-09-22,64,2,31
Little Talks,OF MONSTERS AND MEN,2012-12-08,49,20,22
